CNTYVTD,PatrickR_18G_Lt. Governor,CollierD_18G_Lt. Governor,McKennonL_18G_Lt. Governor
"3550079",75,283,7
"3550080",70,428,8
"3550081",1641,549,58
"3550082",54,108,6
"3550083",77,251,10
"3550084",116,175,11
"3550085",19,138,3
"3550086",181,191,6
"3550087",230,361,17
"3550088",561,576,22
"3550089",98,128,11
"3550090",148,170,15
"3550091",690,848,54
"3550092A",486,500,21
"3550092B",23,23,1
"3550093",257,690,20
"3550094",396,474,19
"3550095",84,211,7
"3550096",83,225,10
"3550097",99,271,1
"3550098",106,503,15
"3550099",34,125,3
"3550100",217,222,9
"3550101",766,595,26
"3550102",397,308,10
"3550103",644,402,27
"3550104",38,230,3
"3550105",53,308,2
"3550106",513,582,18
"3550107",1744,637,52
"3550108",73,160,1
"3550109",123,131,4
"3550110",356,226,15
"3550111",267,170,4
"3550112",585,580,23
"3550113",26,123,3
"3550114",56,103,3
"3550115",490,449,15
"3550116",933,1004,50
"3550117",1001,399,50
"3550118",427,696,22
"3550119",922,676,36
"3550120",504,489,27
"3550121",317,385,16
"3550122",1088,496,41
"3550123",583,356,18
"3550124",776,738,36
"3550125",1368,1161,62
"3550126",938,560,33
"3550127",648,267,14
"3570001",271,63,7
"3570002",403,78,7
"3570003",754,147,21
"3570004",522,106,8
"3590101",91,27,5
"3590103",89,15,0
"3590202",84,11,1
"3590203",75,42,1
"3590303",133,29,2
"3590403",70,20,3
"3590404",77,30,1
"3610001",108,25,1
"3610002",179,306,7
"3610003",77,411,6
"3610004",4,155,0
"3610005",372,362,9
"3610006",747,159,12
"3610007",580,246,18
"3610008",963,230,16
"3610009",819,164,10
"3610010",280,81,4
"3610011",173,70,5
"3610012",401,144,6
"3610013",373,213,7
"3610014",545,264,10
"3610015",718,177,10
"3610016",1124,134,16
"3610017",770,88,21
"3610018",823,132,9
"3610019",651,108,14
"3610020",545,84,8
"3610021",103,25,2
"3610022",546,67,9
"3610023",1166,169,20
"3610024",635,101,11
"3610025",665,146,12
"3610026",876,194,15
"3610027",889,136,13
"3610028",1418,217,21
"3610029",462,56,9
"3610030",425,71,9
"3610031",1045,170,17
"3610032",876,117,8
"3610033",607,101,7
"3610034",625,96,10
"3630001",286,77,11
"3630002",10,1,0
"3630003",459,82,4
"3630004",205,26,4
"3630005",184,60,4
"3630006",423,142,15
"3630007",239,54,8
"3630008",824,120,13
"3630009",219,33,3
"3630011",139,25,1
"3630012",198,38,6
"3630013",308,84,5
"3630014",80,19,0
"3630015",385,66,1
"3630016",220,22,2
"3630017",180,79,2
"3630018",76,16,3
"3630020",109,7,1
"3630021",338,107,8
"3630022",479,87,10
"3630023",475,182,11
"3630024",67,10,1
"3630025",55,9,4
"3630026",28,16,1
"3630027",659,217,16
"3630028",258,99,4
"3630029",278,137,14
"3630030",167,77,6
"3650001",749,268,11
"3650002",862,293,13
"3650003",496,228,12
"3650005",228,55,4
"3650007",286,92,5
"3650008",100,19,3
"3650009",317,60,4
"3650010",143,50,3
"3650012",239,15,5
"3650013",130,52,1
"3650014",220,35,3
"3650018",958,211,21
"3650019",172,16,3
"3650020",163,15,1
"3650022",90,91,3
"3650026",67,34,3
"3650027",295,245,2
"3650028",843,252,19
"3650029",187,12,1
"3670100",1943,484,47
"3670105",979,186,19
"3670110",623,181,28
"3670111",532,137,11
"3670115",935,229,23
"3670120",867,176,25
"3670125",1216,175,23
"3670130",1375,262,19
"3670135",709,131,22
"3670140",535,90,12
"3670200",572,193,26
"3670205",643,256,31
"3670210",908,133,20
"3670215",1651,305,47
"3670220",359,53,10
"3670225",609,113,8
"3670230",689,149,10
"3670235",541,81,15
"3670240",657,121,8
"3670245",705,124,13
"3670250",707,158,24
"3670255",796,222,19
"3670300",704,282,27
"3670305",1023,294,37
"3670310",567,237,17
"3670315",1732,467,55
"3670320",903,168,20
"3670325",909,162,17
"3670330",602,137,14
"3670335",1842,278,39
"3670340",496,64,11
"3670345",972,176,16
"3670350",1324,218,30
"3670400",1625,379,40
"3670405A",1567,315,39
"3670405B",135,27,4
"3670410",970,261,26
"3670415",1176,355,38
"3670420",1105,198,24
"3670425",700,138,14
"3670430",1235,363,37
"3670435",1320,348,35
"3670440",2026,453,48
"3670445",1003,199,21
"3670450",1258,340,35
"3690101",460,159,6
"3690201",152,114,3
"3690202",112,14,0
"3690203",42,1,1
"3690301",390,99,7
"3690302",115,13,5
"3690303",28,7,0
"3690401",144,23,2
"3690402",78,56,2
"3710001",560,337,20
"3710002",432,357,19
"3710003",123,19,3
"3710004",269,100,6
"3710005",43,4,1
"3710006",26,21,0
"3710007",331,305,13
"3710009",100,26,3
"3710010",155,148,16
"3730001",164,22,2
"3730002",217,28,5
"3730003",597,174,19
"3730004",565,160,13
"3730005",1008,288,21
"3730006",1902,367,40
"3730007",226,114,7
"3730008",294,152,2
"3730009",269,84,2
"3730010",589,350,25
"3730011",132,51,4
"3730012",64,58,5
"3730013",186,29,3
"3730014",322,51,5
"3730015",438,61,5
"3730016",1646,354,44
"3730017",496,100,5
"3730018",93,169,4
"3730019",1377,610,31
"3730020",1381,610,41
"3730021",450,158,14
"3750121",928,259,27
"3750122",781,297,37
"3750123",1181,616,66
"3750124",979,304,37
"3750125",1190,579,65
"3750126",702,374,35
"3750221",257,234,7
"3750222",275,175,6
"3750223",274,320,8
"3750224",579,406,18
"3750225",265,261,9
"3750321",1273,183,33
"3750322",102,14,1
"3750323",1847,323,35
"3750324",2060,547,56
"3750325",968,328,38
"3750326",1049,216,26
"3750327",446,99,19
"3750421",153,263,14
"3750422",440,701,24
"3750424",187,313,14
"3750425",237,307,12
"3750426",117,90,4
"3750427",93,92,5
"3770001",75,105,9
"3770002",49,123,4
"3770003",4,15,0
"3770004",40,214,3
"3770005",31,125,4
"3770006",10,4,1
"3770007",223,546,22
"3790101",597,80,11
"3790102",314,71,8
"3790203",731,103,6
"3790204",302,46,3
"3790305",441,82,9
"3790306",400,151,7
"3790407",468,84,5
"3790408",385,80,9
"3810110",2384,375,42
"3810111",1368,601,49
"3810112",999,418,45
"3810114",1029,396,41
"3810123",598,242,33
"3810208",2650,683,83
"3810220",874,222,26
"3810222",2053,501,75
"3810227",2524,549,51
"3810228",2390,609,76
"3810230",1529,353,38
"3810305",1163,321,51
"3810306",1638,561,71
"3810307",1665,472,61
"3810309",1625,225,35
"3810324",2517,599,75
"3810325",1946,327,43
"3810415",1757,525,48
"3810418",2121,608,93
"3810421",1274,390,37
"3810426",1430,245,35
"3810429",1641,612,65
"3830001",69,32,3
"3830002",215,68,8
"3830003A",159,58,2
"3830003B",17,2,0
"3830004",161,31,2
"3850001",366,75,4
"3850002",397,63,6
"3850003",184,57,4
"3850004",129,27,1
"3850006",163,27,4
"3850007",40,8,0
"3870001",44,4,0
"3870002",242,118,6
"3870003",293,262,5
"3870004",293,180,5
"3870005",470,81,7
"3870007",114,34,1
"3870009",158,16,2
"3870010",113,9,2
"3870011",71,7,1
"3870013",279,52,5
"3870014",94,24,0
"3870017",127,19,1
"3870018",78,11,0
"3870019",187,45,2
"3870020",44,40,0
"3870021",63,27,1
"3870024",86,27,0
"3870027",208,17,2
"3870028",94,43,3
"3870029",77,26,0
"3870030",65,6,2
"3870031",76,14,1
"3890001",37,62,2
"3890002",115,152,6
"3890003",148,176,5
"3890004",25,7,0
"3890005",81,100,1
"3890006",24,21,2
"3890007",176,137,5
"3890008",52,58,3
"3890010",124,161,5
"3890011",78,161,5
"3890012",207,146,5
"3910001",94,91,1
"3910002",380,108,9
"3910003",272,105,4
"3910004",43,131,1
"391001A",98,138,5
"391002A",111,15,2
"391002B",100,50,5
"391003A",256,81,3
"391004A",123,99,3
"391004B",68,42,2
"3930001",102,12,2
"3930002",99,11,7
"3930003",78,12,1
"39304-1",62,4,1
"39304-2",62,5,2
"3950001",370,340,11
"3950002",449,286,14
"3950003",306,53,6
"3950004",267,39,4
"3950005",613,227,13
"3950006",668,181,17
"3950007",20,24,1
"3950008",158,24,1
"3950011",480,143,10
"3950013",117,14,2
"3950016",76,16,2
"3950018",47,5,0
"3950019",305,44,4
"3950022",98,445,4
"3950023",148,162,5
"3970001",2226,1016,76
"3970002",1834,766,50
"3970003",133,140,4
"3970004",1163,342,28
"397001A",1311,756,64
"397001B",2600,948,100
"397001C",1504,554,46
"397002A",1775,893,60
"397002B",728,407,36
"397002C",2608,766,73
"397003A",334,391,14
"397003B",956,709,43
"397003C",1465,347,30
"397003D",3057,930,65
"397004A",2867,1552,104
"397004B",527,269,15
"397004C",1258,474,49
"3990001",536,120,16
"3990002",47,11,1
"3990003",487,140,21
"3990004A",119,33,5
"3990004B",6,0,0
"3990005",74,21,4
"3990006",69,12,2
"3990007",337,89,10
"3990008",322,62,9
"3990009",341,75,8
"3990010",220,25,3
"4010111",399,106,8
"4010112",747,190,12
"4010113",1125,353,27
"4010114",612,172,21
"4010201",362,100,5
"4010212",384,109,13
"4010213",813,194,12
"4010214",1104,380,17
"4010215",779,319,17
"4010302",280,265,4
"4010303",349,340,8
"4010314A",445,80,9
"4010314B",41,7,0
"4010315",403,42,6
"4010316",234,26,3
"4010317",166,126,5
"4010318",455,139,9
"4010319",113,87,3
"4010404",735,218,15
"4010405",511,183,15
"4010416",395,90,5
"4010417",565,169,10
"4010418",931,248,16
"4030001",929,104,6
"4030002",746,93,8
"4030003",145,80,4
"4030004",137,6,2
"4030005",473,58,1
"4030006",782,117,5
"4030007",43,48,2
"4030008",135,28,1
"4050001",415,229,8
"4050002",106,87,1
"4050003",92,37,2
"4050004",147,66,1
"4050005",164,28,1
"4050006",144,25,4
"4050007",163,34,0
"4050008",332,31,4
"4050009",445,57,1
"4050010",188,18,6
"4050011",6,153,1
"4070001",1141,325,22
"4070002",1274,335,23
"4070003",551,124,9
"4070004",385,33,7
"4070005",863,122,18
"4070006",974,218,11
"4070007",905,295,12
"4070008",446,130,12
"4070010",282,51,8
"4070013",297,64,4
"4070014",250,98,8
"4090101",115,102,2
"4090102",558,541,18
"4090103",161,32,2
"4090104",404,225,9
"4090105",170,457,8
"4090106",405,216,15
"4090107",87,45,1
"4090108",1413,526,45
"4090109",920,356,35
"4090110",434,326,12
"4090111",19,4,2
"4090112",71,330,2
"4090113",126,282,8
"4090114",640,213,9
"4090115",1288,415,25
"4090116",1638,519,45
"4090117",160,59,5
"4090118",322,530,8
"4090119",447,183,18
"4090120",280,101,3
"4090121",589,301,22
"4090122",268,115,4
"4090123",29,24,0
"4090124",573,757,18
"4090125",18,8,0
"4110001",440,84,4
"411002A",303,53,4
"411002B",138,24,2
"411003A",211,63,7
"411003B",150,44,4
"411004A",382,63,6
"411004B",56,11,1
"4130001",183,96,3
"4130002",175,63,5
"4130003",51,36,1
"4130004",258,57,3
"4150005",56,7,1
"4150006",135,19,2
"4150007",910,192,19
"4150008",337,72,4
"4150009",221,45,8
"4150010",596,105,12
"4150011",67,10,1
"4150012",475,131,18
"4150013",198,70,3
"4150014",62,18,0
"4150015",399,136,17
"4170101",262,43,6
"4170202",314,30,9
"4170303",129,12,3
"4170307",155,11,3
"4170404",21,1,0
"4170405",100,15,4
"4170406A",133,23,0
"4170406B",2,0,0
"4190002",366,54,8
"4190003",162,13,1
"4190004",327,62,2
"4190005",902,100,9
"4190006",258,56,3
"4190007",278,132,7
"4190008",347,197,10
"419001N",551,134,11
"419001S",684,188,8
"419001W",199,39,3
"419009N",450,130,9
"419009S",397,82,7
"41901SE",250,359,9
"41901SW",557,109,4
"4210101",37,7,0
"4210102",86,31,3
"4210201",63,20,7
"4210202",50,9,6
"4210301",53,13,8
"4210302",105,9,10
"4210401",215,55,23
"4230001",58,95,2
"4230002",57,229,4
"4230003",1024,392,41
"4230004",373,332,5
"4230005",1991,385,51
"4230006",361,100,9
"4230007",786,249,21
"4230008",566,198,9
"4230009",44,93,2
"4230010",691,788,15
"4230011",112,627,8
"4230012",260,756,14
"4230013",24,662,8
"4230014",537,330,20
"4230015",2517,436,39
"4230016",68,495,8
"4230017",456,64,10
"4230018",46,561,7
"4230019",2181,501,45
"4230020",111,154,8
"4230021",693,239,15
"4230022",138,106,5
"4230023",904,385,26
"4230025",960,300,28
"4230026",1182,278,18
"4230027",609,331,20
"4230028",1733,368,31
"4230029",771,247,23
"4230030",2113,395,53
"4230031",1852,343,45
"4230032",1152,345,26
"4230034",170,484,10
"4230035",507,769,20
"4230036",257,962,20
"4230037",930,216,15
"4230038",816,413,30
"4230039",116,134,6
"4230040",2517,486,57
"4230041",1695,401,48
"4230042",1951,419,39
"4230043",378,205,15
"4230044",1177,733,39
"4230045",693,89,7
"4230046",400,173,5
"4230047",138,64,2
"4230048",113,88,7
"4230049",39,75,1
"4230050",1098,366,41
"4230052",997,212,14
"4230054",1329,516,31
"4230055",1644,862,52
"4230056",1472,523,43
"4230058",1464,442,39
"4230059",1578,483,31
"4230060",90,142,4
"4230061",596,479,31
"4230063",6,28,1
"4230064",47,37,1
"4230065",35,38,0
"4230066",174,148,1
"4230070",179,101,13
"4230071",1952,494,37
"4230072",73,42,0
"4230073",163,136,7
"4230074",161,34,5
"4230075",1641,270,27
"4230076",67,175,1
"4230077",116,96,5
"4230078",76,18,0
"4230079",1561,441,41
"4230080",9,2,1
"4230081",42,84,1
"4230082",8,12,0
"4250001",581,137,16
"4250002",877,191,13
"4250003",747,164,31
"4250004",729,163,15
"4270001",260,614,18
"4270002",303,871,24
"4270003",115,432,13
"4270004",120,131,4
"4270005",16,30,0
"4270006",482,2150,68
"4270007",69,272,5
"4270008",168,689,13
"4270009",212,753,23
"4270010",482,1304,37
"4291-11",486,76,5
"4292-11",612,91,5
"4292-19A",41,2,0
"4292-19B",95,7,1
"4292-19C",0,0,0
"4293-11",213,52,4
"4293-19",232,22,2
"4294-11",262,55,6
"4294-19",440,43,6
"4295-11",184,15,1
"4310001A",77,20,1
"4310001B",23,8,1
"4310002A",58,13,1
"4310002B",6,2,0
"4310002C",10,2,1
"4310002D",3,1,0
"4310003",116,23,1
"4310004",94,14,3
"4330001",116,36,2
"4330002",119,41,1
"4330003",115,31,3
"4330004",91,43,5
"4350101",143,81,6
"4350201",247,58,4
"4350301",324,106,9
"4350401",142,73,4
"4370001",181,84,6
"4370002",308,165,9
"4370003",277,119,10
"4370004",81,54,4
"4370006",105,54,3
"4370007",172,62,8
"4370009",15,7,0
"4370011",110,40,4
"4391001",459,572,32
"4391004",645,638,34
"4391005",21,326,7
"4391008",3,107,4
"4391009",482,312,20
"4391010",25,119,1
"4391011",35,319,2
"4391012",458,755,34
"4391013",145,975,15
"4391014",112,166,4
"4391015",219,389,22
"4391019",60,228,7
"4391021",1153,592,45
"4391022",404,327,24
"4391023",1295,1234,65
"4391024",1035,644,29
"4391025",285,626,15
"4391034",1396,426,29
"4391056",25,106,3
"4391059",19,190,2
"4391061",6,48,1
"4391062",7,13,0
"4391064",0,0,0
"4391066",115,250,13
"4391071",369,746,35
"4391074",23,257,5
"4391075",57,287,5
"4391076",279,464,19
"4391078",11,346,2
"4391079",20,427,4
"4391080",25,465,3
"4391081",250,177,7
"4391082",105,178,5
"4391083",57,316,5
"4391084",0,0,0
"4391085",121,213,8
"4391088",86,424,7
"4391089",23,545,8
"4391090",26,503,11
"4391094",282,574,27
"4391095",333,253,18
"4391098",48,597,11
"4391099",88,243,6
"4391103",593,296,17
"4391104",112,1140,23
"4391105",560,514,32
"4391106",19,882,12
"4391108",518,573,42
"4391109",119,341,13
"4391111",1272,370,29
"4391117",596,592,33
"4391119",901,1643,53
"4391120",66,1170,16
"4391126",287,709,22
"4391127",38,689,9
"4391132",21,610,8
"4391133",433,624,30
"4391142",375,394,22
"4391146",457,898,22
"4391149",219,864,8
"4391150",226,575,11
"4391151",256,383,17
"4391153",52,800,16
"4391154",34,169,2
"4391165",50,94,3
"4391167",412,468,32
"4391170",512,945,42
"4391175",343,480,22
"4391184",182,268,12
"4391186",304,105,4
"4391188",8,264,3
"4391189",683,761,26
"4391197",1180,1327,60
"4391198",61,119,4
"4391199",161,118,4
"4391206",998,520,53
"4391207",576,759,30
"4391208",1946,968,72
"4391211",48,853,15
"4391227",616,1633,40
"4391236",136,215,18
"4391237",109,244,4
"4391238",544,983,37
"4391241",38,77,3
"4391244",69,32,0
"4391251",306,1410,33
"4391255",538,1161,30
"4391257",276,532,20
"4391264",575,495,27
"4391265",499,711,27
"4391270",142,165,7
"4391271",1121,450,32
"4391273",330,676,23
"4391277A",424,441,21
"4391277B",0,0,0
"4391278",171,858,30
"4391279",324,870,28
"4391291",42,960,19
"4391292",166,608,21
"4391293",85,536,11
"4391294",1366,933,50
"4391295",125,292,8
"4391296",836,673,39
"4391297",57,1159,16
"4391298",611,748,40
"4391300",394,844,18
"4391301",127,868,9
"4391311",232,807,17
"4391337",971,481,43
"4391339",905,720,50
"4391345",92,97,3
"4391346",20,396,5
"4391347",1155,1621,66
"4391348",383,132,14
"4391351",0,0,0
"4391352",268,118,2
"4391366",0,0,0
"4391376",0,6,1
"4391377",1101,1212,56
"4391378",442,1378,34
"4391380",358,486,32
"4391382",259,869,27
"4391388",434,951,41
"4391394",0,0,0
"4391404",7,11,0
"4391407",12,27,1
"4391408",28,64,2
"4391412",0,0,0
"4391414",5,21,0
"4391415",118,464,10
"4391416",40,47,6
"4391418",0,0,0
"4391420",0,0,0
"4391423",1377,595,36
"4391424",10,7,0
"4391427",0,2,1
"4391430",1,3,0
"4391431",786,331,20
"4391434",3,0,0
"4391436",194,295,9
"4391437",242,224,11
"4391439",6,47,2
"4391440",191,775,20
"4391441",69,310,13
"4391444",9,26,0
"4391445",21,29,5
"4391455",0,0,0
"4391457",2,1,0
"4391459",238,725,28
"4391460",249,948,17
"4391463",174,578,25
"4391472",69,51,3
"4391473",15,31,0
"4391476",13,32,0
"4391477",55,363,8
"4391479",18,68,1
"4391481",28,145,3
"4391482",32,258,4
"4391489",251,725,26
"4391490",83,198,8
"4391491",1,0,0
"4391501",115,162,9
"4391504",900,242,20
"4391514",0,0,0
"4391515",9,7,1
"4391518",86,302,6
"4391543",0,0,0
"4391544",0,2,0
"4391547",0,0,0
"4391549",0,0,0
"4391550",2,18,0
"4391555",1,0,0
"4391559",31,87,1
"4391564",0,0,0
"4391576",4,73,1
"4391577",55,413,9
"4391578",159,559,17
"4391586",0,1,0
"4391589",44,68,1
"4391594",0,0,0
"4391597",36,208,2
"4391603",301,887,33
"4391605",0,0,0
"4391607",0,0,0
"4391608",225,359,15
"4391610",0,0,0
"4391611",4,4,0
"4391617",4,9,1
"4391619",2,9,0
"4391621",18,36,3
"4391622",15,13,1
"4391623",0,0,0
"4391625",0,0,0
"4391627",118,48,6
"4391628",0,0,0
"4391631",53,86,5
"4391633",7,11,0
"4391639",406,1640,47
"4391641",954,1516,56
"4391642",300,895,20
"4391651",0,0,0
"4391652",0,79,1
"4391672",0,0,0
"4391674",0,0,0
"4391676",47,105,3
"4391677",6,11,1
"4391678",1,3,1
"4391679",0,0,0
"4391684",126,152,11
"4391701",278,343,20
"4391704",712,436,32
"4392002",0,3,0
"4392003",335,264,22
"4392007",876,508,42
"4392026",677,529,36
"4392027",215,365,15
"4392028",519,288,23
"4392029",1626,961,71
"4392030",386,1278,37
"4392031",746,1903,44
"4392033",564,491,31
"4392052",495,813,50
"4392055",665,594,35
"4392058",0,0,0
"4392100",141,135,13
"4392112",885,386,25
"4392134",134,208,7
"4392143",168,221,15
"4392145",235,560,22
"4392147",388,360,27
"4392148",269,706,22
"4392158",774,662,32
"4392161",286,603,33
"4392168",521,677,62
"4392169",140,372,13
"4392171",968,704,54
"4392173",451,234,14
"4392174",836,697,35
"4392180",160,578,13
"4392181",932,733,47
"4392190",76,96,5
"4392205",892,622,60
"4392210",120,214,7
"4392217",555,891,61
"4392219",845,706,30
"4392220",1004,687,42
"4392221",1287,1451,74
"4392223",870,355,24
"4392224",316,672,34
"4392225",122,503,15
"4392226",308,606,24
"4392228",964,609,35
"4392229",650,607,45
"4392235",503,792,29
"4392246",466,332,20
"4392258",250,106,3
"4392262",410,150,18
"4392263",321,558,22
"4392266",1117,736,51
"4392267",306,672,27
"4392268",276,370,20
"4392269",99,123,11
"4392274",2,0,0
"4392275",183,309,17
"4392280",559,478,29
"4392281",440,382,20
"4392299",237,629,15
"4392302",139,584,18
"4392303",812,586,36
"4392304",894,564,26
"4392305",588,479,25
"4392306",826,437,36
"4392307",1465,1146,55
"4392308",892,713,29
"4392309",241,406,17
"4392310",620,498,29
"4392313",864,569,31
"4392314",1286,751,48
"4392315",293,626,27
"4392316",435,541,25
"4392317",469,339,21
"4392318",662,420,26
"4392319",904,568,39
"4392320",281,609,19
"4392341",48,148,3
"4392349",332,651,20
"4392353",234,405,12
"4392354",400,753,31
"4392355",505,381,18
"4392356",881,900,34
"4392357",1150,728,38
"4392358",891,564,35
"4392360",1321,644,39
"4392379",542,1431,29
"4392381",59,202,4
"4392383",436,764,32
"4392393",77,132,2
"4392401",94,69,3
"4392402",6,2,0
"4392403",2,7,0
"4392405",657,1567,43
"4392411",39,142,2
"4392413",84,274,9
"4392419",0,0,0
"4392425",753,904,48
"4392426",851,530,31
"4392428",72,177,0
"4392435",759,760,37
"4392438",383,952,36
"4392442",567,645,28
"4392448",486,1029,29
"4392449",395,793,29
"4392450",409,867,23
"4392451",9,54,6
"4392453",393,807,19
"4392461",205,749,20
"4392462",255,629,21
"4392464",170,131,5
"4392466",209,454,8
"4392467",411,813,30
"4392468",825,638,41
"4392474",156,61,5
"4392484",601,1357,34
"4392488",433,894,22
"4392505",600,352,22
"4392506",1498,1147,75
"4392513",0,0,0
"4392519",196,421,14
"4392520",612,534,28
"4392521",417,328,24
"4392522",1349,989,51
"4392523",273,587,18
"4392524",1177,382,33
"4392525",441,1156,34
"4392535",758,428,30
"4392536",492,598,30
"4392537",172,493,11
"4392541",374,872,30
"4392546",6,30,0
"4392548",685,303,24
"4392553",254,509,23
"4392556",698,483,28
"4392557",188,465,20
"4392561",0,0,0
"4392569",3,22,0
"4392571",0,0,0
"4392581",471,810,31
"4392600",0,0,0
"4392601",0,0,0
"4392606",1,7,0
"4392609",0,0,0
"4392612",0,0,0
"4392613",165,646,23
"4392614",76,112,4
"4392616",9,22,3
"4392618",8,24,2
"4392635",671,1440,44
"4392636",805,554,32
"4392643",1047,1701,62
"4392644",483,1169,43
"4392645",832,448,26
"4392655",178,355,13
"4392656",7,32,2
"4392657",4,10,0
"4392658",57,164,4
"4392659",3,4,0
"4392660",80,51,3
"4392670",25,46,1
"4392673",0,0,0
"4392675",0,0,0
"4392680",0,0,0
"4392681",0,0,0
"4392697",615,869,28
"4392699",708,1277,46
"4393032",510,314,27
"4393035",1613,875,68
"4393036",501,556,39
"4393037",1156,625,36
"4393038",964,875,61
"4393039",1760,893,69
"4393040",1223,591,50
"4393041",656,492,26
"4393043",1348,483,47
"4393049",1445,551,46
"4393054",1358,783,61
"4393063",1666,789,67
"4393072",1232,485,35
"4393114",1036,589,65
"4393131",643,336,22
"4393139",399,293,25
"4393140",696,353,29
"4393152",16,5,0
"4393156",793,311,21
"4393157",632,560,47
"4393160",565,551,33
"4393164",635,385,28
"4393166",573,623,39
"4393172",802,621,46
"4393176",1144,765,54
"4393177",1137,454,24
"4393183",1063,1015,42
"4393185",2,0,0
"4393187",527,347,33
"4393192",375,107,6
"4393193",1585,598,45
"4393194",671,404,27
"4393196",975,486,31
"4393200",839,613,31
"4393209",1973,695,49
"4393212",537,556,29
"4393213",575,397,33
"4393214",929,600,45
"4393215",1018,463,33
"4393216",1046,1012,45
"4393240",860,537,41
"4393247",406,483,29
"4393248",1802,836,62
"4393249",1025,967,57
"4393254",670,557,50
"4393260",647,325,43
"4393282",636,377,35
"4393283",713,382,20
"4393286",439,131,12
"4393287",867,516,46
"4393289",926,503,35
"4393321",1658,1133,94
"4393322",902,535,31
"4393323",1759,713,57
"4393324",847,452,28
"4393325",408,209,17
"4393326",282,174,13
"4393327",654,393,26
"4393329",614,759,41
"4393330",569,240,15
"4393331",2119,771,62
"4393332",841,687,35
"4393333",1720,1076,65
"4393334",655,603,40
"4393335",901,513,34
"4393336",725,1003,36
"4393359",940,499,35
"4393361",1154,707,42
"4393363A",657,282,15
"4393363B",467,199,11
"4393364",269,234,15
"4393365",1991,768,41
"4393367",705,400,38
"4393368",369,172,14
"4393372",1184,708,60
"4393384",573,435,42
"4393385",1341,704,58
"4393386",2067,840,64
"4393387",994,412,32
"4393389",1006,1177,68
"4393390",1895,850,64
"4393391",634,826,50
"4393392",1066,444,37
"4393396",1240,879,56
"4393398",548,320,32
"4393406",0,0,0
"4393409",8,2,1
"4393417",779,448,34
"4393421",724,264,23
"4393422",2137,742,67
"4393433",297,126,8
"4393443",821,572,41
"4393446",0,0,0
"4393447",0,0,0
"4393465",1065,792,45
"4393469",465,349,22
"4393470",64,21,1
"4393471",877,345,35
"4393486",1742,1062,101
"4393500",212,58,3
"4393502",838,225,32
"4393507",789,551,40
"4393509",703,452,37
"4393510",1512,600,38
"4393511",657,810,59
"4393516",940,466,32
"4393517",638,619,22
"4393526",627,262,21
"4393527",978,506,37
"4393529",1069,531,29
"4393530",1118,687,37
"4393538",1580,835,52
"4393539",6,2,0
"4393542",916,575,47
"4393545",1189,513,32
"4393552A",809,680,31
"4393552B",226,192,11
"4393554",1411,583,38
"4393558",1663,717,34
"4393560",0,0,0
"4393562",79,20,3
"4393566",0,2,0
"4393567",1498,476,38
"4393570",929,661,40
"4393574",112,133,8
"4393575",0,0,0
"4393579",442,148,17
"4393580",0,0,0
"4393582",28,1,0
"4393583",0,0,0
"4393584",0,0,0
"4393585",0,0,0
"4393590",0,0,0
"4393624",121,80,7
"4393626",362,122,10
"4393637",594,552,42
"4393646",1038,697,66
"4393647",1069,786,27
"4393648",1230,791,64
"4393653",1,0,0
"4393654",0,0,0
"4393661",0,0,0
"4393662",5,1,0
"4393663",2,2,0
"4393664",0,0,0
"4393665",11,0,0
"4393667",51,24,2
"4393668",179,71,9
"4393669",2,1,0
"4393671",305,129,7
"4393695",1371,866,47
"4393696",1249,800,61
"4393698",1250,979,53
"4393700",587,362,28
"4394006",85,323,16
"4394016",456,539,38
"4394017",178,817,24
"4394018",349,186,14
"4394020",434,291,29
"4394042",292,238,13
"4394044A",1537,606,48
"4394044B",28,11,1
"4394045",1131,437,36
"4394046",1616,504,56
"4394047",1277,314,39
"4394048",52,232,11
"4394050",68,410,7
"4394051",1,3,0
"4394053",402,245,11
"4394057",244,189,3
"4394060",276,866,46
"4394065",1600,435,48
"4394067",104,495,11
"4394068",92,409,9
"4394069",1680,994,61
"4394070",691,702,35
"4394073",128,97,4
"4394077",79,120,4
"4394086",1113,577,43
"4394087",29,197,5
"4394091",824,426,26
"4394092",64,307,7
"4394093",132,584,13
"4394096",194,490,18
"4394097",120,402,17
"4394101",216,311,9
"4394102",233,249,8
"4394107",73,326,7
"4394110",88,378,11
"4394113",114,63,6
"4394115",350,96,10
"4394116",748,677,38
"4394118",325,409,27
"4394121",752,514,40
"4394122",114,484,9
"4394123",104,458,9
"4394124",341,399,27
"4394125",126,124,7
"4394128",856,489,25
"4394129",473,299,28
"4394130",1069,667,50
"4394135",348,331,14
"4394136",514,615,30
"4394137",530,401,28
"4394138",174,168,5
"4394141",760,588,22
"4394144",547,296,21
"4394155",272,788,24
"4394159",422,317,27
"4394162",103,142,1
"4394163",437,389,29
"4394178",1086,733,41
"4394179",275,343,12
"4394182",1140,880,55
"4394191",429,220,14
"4394195",89,461,8
"4394201",71,393,11
"4394202",360,393,22
"4394203",358,534,23
"4394204",947,705,41
"4394218",307,273,13
"4394222",255,266,10
"4394230",1259,982,63
"4394231",109,515,13
"4394232",982,1075,64
"4394233",117,478,13
"4394234",1208,714,72
"4394239",52,22,0
"4394242",259,94,8
"4394243",418,379,17
