CNTYVTD,CraddickR_18G_RR Comm 1,McAllenD_18G_RR Comm 1,WrightL_18G_RR Comm 1
"1573143C",62,45,2
"1573143D",75,54,2
"1573143E",214,156,7
"1573143F",268,196,8
"1573143G",312,227,10
"1573143H",313,228,10
"1573143I",124,90,4
"1573144",1722,894,44
"1573145",816,606,28
"1573146",1883,1491,81
"1573148",3011,1441,93
"1573149",2623,518,46
"1573150",997,2341,69
"1573156",1218,350,27
"1573159",838,685,34
"1573160",427,415,14
"1574011",624,376,22
"1574020",1291,590,70
"1574026",1012,870,27
"1574027",0,0,0
"1574028",739,739,25
"1574029",886,346,35
"1574030",1050,725,49
"1574035",483,522,31
"1574039",196,343,10
"1574042",489,176,13
"1574044",964,1281,53
"1574045",474,574,29
"1574046",963,945,39
"1574047",253,260,11
"1574049",680,1341,41
"1574062",1009,1247,45
"1574064",362,265,18
"1574065",1348,1583,67
"1574071",105,157,4
"1574079",139,114,5
"1574080",385,397,16
"1574082",2145,1356,84
"1574084",545,428,21
"1574086",380,859,26
"1574102",582,848,24
"1574105",554,528,16
"1574107",884,464,21
"1574110",771,716,36
"1574111",433,361,27
"1574117",1051,1655,71
"1574119",1399,695,29
"1574121",178,223,14
"1574124",827,1400,44
"1574125",758,1430,49
"1574126",762,1199,43
"1574127",776,955,40
"1574129",1808,1888,67
"1574131",688,466,32
"1574135",1680,2238,82
"1574140",1122,815,55
"1574147",678,1632,39
"1574155",348,959,28
"1574158",369,908,21
"1590101",525,88,27
"1590102",269,27,2
"1590201",313,32,9
"1590202",377,117,16
"1590301",400,60,12
"1590302",336,70,8
"1590401",626,91,17
"1590402",391,69,13
"1610001",1391,186,17
"1610002",573,197,10
"1610003",80,6,2
"1610004",220,26,5
"1610005",859,264,21
"1610006",280,35,4
"1610007",291,81,8
"1610008",286,52,2
"1610009",248,49,5
"1610010",200,11,6
"1610011",206,151,10
"1610012",61,23,0
"1610013",171,21,4
"1610014",206,45,7
"1610015",139,18,4
"1630001",191,299,18
"1630002",70,234,9
"1630003",41,236,8
"1630004A",299,258,19
"1630004B",2,2,0
"1630005",212,65,5
"1630006",175,76,11
"1630008",112,256,8
"1630009",142,291,24
"1630010",236,180,18
"1650002",753,94,17
"1650003",1136,90,18
"1650004",451,78,12
"1650005",122,11,2
"1650006",81,22,1
"1650007",99,66,5
"1650008",379,63,6
"1650009",274,28,1
"1670103",555,149,19
"1670104",433,97,6
"1670105",85,79,11
"1670142",648,561,36
"1670144",839,379,46
"1670146",905,584,49
"1670148",1085,695,52
"1670150",771,465,29
"1670151",1201,372,49
"1670152",2038,789,82
"1670159",1224,707,61
"1670165",1840,748,88
"1670166",1112,512,62
"1670167",2262,842,83
"1670168",0,0,0
"1670169",1,0,0
"1670170",1210,470,54
"1670172",224,60,3
"1670192",206,103,9
"1670193",997,426,52
"1670197",275,117,14
"1670218",879,932,67
"1670219",617,584,37
"1670220",1835,1055,90
"1670221",980,341,37
"1670223",776,810,61
"1670224",930,847,56
"1670225",1439,356,40
"1670226",867,396,35
"1670227",1333,308,46
"1670228",1560,287,54
"1670232",506,515,30
"1670258",1018,192,26
"1670263",2761,1138,132
"1670274",428,118,11
"1670275",194,66,9
"1670276",708,528,38
"1670277",1114,201,30
"1670278",1223,257,38
"1670279",551,102,27
"1670280",152,104,3
"1670281",84,28,3
"1670283",1142,622,66
"1670301",255,398,16
"1670306",1014,1521,112
"1670309",39,20,5
"1670311",81,391,9
"1670312",6,32,1
"1670314",468,1429,72
"1670315",627,1230,87
"1670316A",310,744,39
"1670316B",0,0,0
"1670330",406,796,35
"1670331",235,936,27
"1670334",98,496,10
"1670336",219,1866,25
"1670338",620,1116,37
"1670340",30,259,2
"1670341",258,279,16
"1670343",311,484,23
"1670345",45,288,8
"1670347",135,402,13
"1670389",102,191,5
"1670391",29,25,0
"1670394",8,14,0
"1670398",100,138,7
"1670399",54,65,9
"1670401",0,0,0
"1670439",1284,566,62
"1670453",1849,824,94
"1670454",1501,842,88
"1670455",669,365,22
"1670456",1766,445,48
"1670457",2084,577,83
"1670460",2560,623,97
"1670461",1784,473,63
"1670462",2297,634,75
"1670464",1220,466,65
"1670471",825,504,36
"1670482",98,10,1
"1670487",2328,998,111
"1670488",1495,696,82
"1670490",1864,793,88
"1671051",158,164,17
"1671651",0,0,0
"1672321",0,0,0
"1672322",0,0,0
"1672323",235,27,5
"1672801",0,0,0
"1673061",0,1,0
"1673301",0,0,0
"1673311",76,106,4
"1674391",12,2,0
"1690001",260,32,5
"1690002",360,36,4
"1690003",195,37,5
"1690004",117,45,6
"1690005",58,13,2
"1690006",68,13,2
"1710001",1093,258,35
"1710002",610,149,27
"1710003",586,145,23
"1710004",1358,302,39
"1710005",1095,179,40
"1710006",418,81,15
"1710007",1377,281,54
"1710008",206,37,6
"1710009",124,19,3
"1710010",462,111,21
"1710012",1127,243,45
"1710013",944,192,39
"1710015",503,103,17
"1730001",130,11,13
"1730002",99,12,3
"1730003",108,6,2
"1730004",127,11,5
"1750011",251,202,12
"1750012",226,26,1
"1750021",259,193,25
"1750022",82,38,3
"1750031",338,92,11
"1750032",354,37,8
"1750041",178,27,10
"1750042",326,42,12
"1750043",187,27,6
"1770001",1009,281,23
"1770002",510,228,21
"1770003",504,164,20
"1770005",277,63,14
"1770007",217,36,2
"1770008",162,30,4
"1770009",272,230,13
"1770010",209,54,7
"1770011",129,15,3
"1770012",74,22,3
"1770013",162,28,1
"1770014",51,11,2
"1770015",182,18,3
"17704/6",361,123,11
"1790001",189,11,3
"1790002",1064,102,28
"1790003",76,2,1
"1790004",369,39,5
"1790005",1385,146,33
"1790006",1431,133,19
"1790007",724,115,26
"1810101",888,757,54
"1810102",347,719,48
"1810103",262,43,6
"1810104",485,86,11
"1810105",2477,532,96
"1810106",1139,241,43
"1810107",925,135,28
"1810108A",712,109,16
"1810108B",80,13,2
"1810201",1110,472,61
"1810202",1127,429,42
"1810203",228,198,16
"1810204",460,122,12
"1810205A",1740,374,46
"1810205B",0,0,0
"1810206",616,169,16
"1810207",479,86,15
"1810208",584,189,26
"1810209",550,112,15
"1810210",936,150,26
"1810301",551,288,20
"1810302",1830,893,72
"1810303",450,73,11
"1810304",1066,491,51
"1810305",673,131,15
"1810306",1827,267,49
"1810307",921,139,38
"1810308",542,72,21
"1810309",335,72,15
"1810401",349,344,22
"1810402",899,352,36
"1810403",1360,287,50
"1810404",1620,350,53
"1810405",158,80,10
"1810406",1326,188,46
"1810407",39,33,2
"1810408A",578,170,26
"1810408B",41,12,2
"1810409",1808,617,85
"1830001",688,236,31
"1830002",1556,515,47
"1830003",1401,476,44
"1830004",1636,394,36
"1830005",1597,406,32
"1830006",1156,171,38
"1830007",1336,288,37
"1830008",1747,546,42
"1830009",1779,578,46
"1830010",1198,617,47
"1830011",1721,508,49
"1830012",2112,264,47
"1830013",1024,314,32
"1830014",1924,329,45
"1830015",377,203,16
"1830016",1712,322,35
"1830017",159,189,4
"1830018",836,961,25
"1830019",218,1283,16
"1830020",260,872,17
"1830021",323,743,26
"1850001",968,158,19
"1850002",404,50,9
"1850003",155,423,11
"1850004",623,116,12
"1850005",604,179,14
"1850006",621,315,25
"1850007",471,104,9
"1850008",231,52,5
"1850009",186,39,2
"1850010",755,93,26
"1850011",134,19,5
"1850012",371,118,17
"1850014",699,176,23
"1850015",244,43,5
"1870101",268,83,10
"1870102A",410,150,17
"1870102B",6,2,0
"1870103",328,110,13
"1870104",286,199,18
"1870105",1154,300,36
"1870106",1317,503,48
"1870107",558,121,16
"1870108",267,150,10
"1870109",252,45,9
"1870110",84,56,4
"1870111",32,27,1
"1870112",73,129,6
"1870113",389,162,25
"1870114",282,146,14
"1870115",147,23,1
"1870116",995,285,30
"1870117",1802,619,75
"1870118",26,17,0
"1870119",825,222,32
"1870120",558,128,18
"1870121",57,24,4
"1870122",19,7,1
"1870123",0,1,0
"1870124",1,0,0
"1870125",89,19,0
"1870126",12,2,0
"1870127",8,5,1
"1870201",123,80,6
"1870202",127,297,16
"1870203",45,122,6
"1870204",250,345,18
"1870205",476,154,18
"1870206",351,562,35
"1870207",159,225,13
"1870208",1441,364,53
"1870209",84,217,8
"1870210",256,189,22
"1870211",39,37,4
"1870212",35,46,0
"1870213",831,332,53
"1870214",272,82,13
"1870215",380,136,8
"1870216",29,7,1
"1870217",30,34,1
"1870218",14,23,1
"1870219",26,22,1
"1870220",20,22,1
"1870221",11,5,0
"1870222",0,0,0
"1870223",76,75,6
"1870224",10,49,0
"1870225",0,9,0
"1870226",101,51,5
"1870301",1012,654,43
"1870302",1256,938,80
"1870303",523,242,31
"1870304",1430,800,73
"1870305",1352,940,68
"1870306",1486,827,62
"1870307",1471,949,76
"1870308",823,374,59
"1870401",654,180,27
"1870402",531,331,37
"1870403",769,475,48
"1870404",964,610,54
"1870405",894,175,26
"1870406",998,162,30
"1870407",843,190,27
"1870408",1567,681,60
"1870409",1212,1285,95
"1870410",57,23,2
"1870411",1194,693,66
"1890101",125,37,10
"1890102",34,14,2
"1890103",70,80,3
"1890104",122,89,4
"1890105",49,27,5
"1890110",193,20,3
"1890111",227,67,4
"1890112",308,31,5
"1890202",33,53,2
"1890203",58,79,2
"1890204",136,115,6
"1890205",15,31,0
"1890206",10,12,0
"1890213",82,29,3
"1890214",304,131,13
"1890215",119,38,4
"1890304",339,108,7
"1890305",521,89,9
"1890306",13,19,0
"1890307",112,43,6
"1890308",21,8,0
"1890316",366,149,13
"1890317",66,15,1
"1890318",465,71,19
"1890406",149,105,7
"1890407",579,123,15
"1890408",314,63,4
"1890409",249,89,10
"1890419",105,9,0
"1890420",199,27,3
"1910101",127,45,3
"1910201",38,9,0
"1910202",181,27,5
"1910301",56,11,0
"1910302",126,26,2
"1910401",150,17,4
"1910402",85,17,4
"1930001",444,77,10
"1930004",57,8,2
"1930005",81,14,1
"1930007",677,122,19
"1930009",114,18,2
"1930012",122,6,4
"1930014",107,12,3
"1930015",99,6,1
"1930017",85,10,1
"1930022",557,98,11
"1930023",453,66,11
"1950001",336,28,12
"1950002",26,4,1
"1950003",154,3,3
"1950004",306,13,8
"1950005",269,16,6
"1950006",333,28,10
"1950007",29,0,0
"1950009",61,5,1
"1970001",259,45,3
"1970002",200,39,7
"1970003",202,40,8
"1970004",258,48,4
"1990001",547,225,22
"1990002",2061,268,49
"1990003",287,14,4
"1990004",384,37,5
"1990005",295,18,5
"1990006",2076,240,44
"1990007",398,26,5
"1990008",392,36,5
"1990009",1014,246,25
"1990010",1019,409,14
"1990011",417,52,7
"1990012",447,60,10
"1990013",1168,80,15
"1990014",702,51,12
"1990015",876,113,21
"1990016",1046,90,23
"1990017",596,35,7
"1990018",2884,330,57
"1990019",506,66,9
"2010001A",642,1213,77
"2010001B",0,0,0
"2010002",408,706,48
"2010003",446,661,43
"2010004",455,803,57
"2010005",416,635,38
"2010006",937,1114,45
"2010007",18,382,5
"2010008",469,584,28
"2010009",218,760,35
"2010010",162,651,15
"2010011",143,633,20
"2010012",112,137,6
"2010013",866,448,22
"2010014",615,643,40
"2010015",1268,900,31
"2010016",446,694,34
"2010017",269,398,19
"2010018",475,526,31
"2010019",279,617,51
"2010020",341,911,51
"2010021",151,508,30
"2010022",180,947,21
"2010023",28,162,3
"2010024",70,339,11
"2010025",17,301,6
"2010026",211,872,33
"2010027",375,1400,54
"2010028",939,757,39
"2010029",288,651,15
"2010030",523,1329,57
"2010031",43,931,12
"2010032",598,1213,89
"2010033",837,1695,93
"2010034",431,1572,76
"2010035",1,2,0
"2010036",298,952,25
"2010037",614,1242,50
"2010038",746,1416,63
"2010039",592,1624,52
"2010040",197,182,8
"2010041",318,486,20
"2010042",12,386,2
"2010043",416,607,31
"2010044",202,705,30
"2010045",490,2393,47
"2010046",185,870,19
"2010047",36,530,7
"2010048",48,336,11
"2010049",1371,817,44
"2010050",1033,1257,48
"2010051",672,253,24
"2010052",704,991,65
"2010053",900,1212,89
"2010054",553,609,43
"2010055",681,1091,60
"2010056",515,391,35
"2010057",1001,1365,82
"2010058",936,1263,80
"2010059",853,1089,48
"2010060",497,1505,48
"2010061",199,572,16
"2010062",192,740,15
"2010063",748,202,22
"2010064",166,733,20
"2010065",151,713,18
"2010066",73,365,12
"2010067",221,1012,16
"2010068",44,1329,14
"2010069",78,438,10
"2010070",1536,1150,71
"2010071",1648,1969,148
"2010072",260,754,15
"2010073",550,532,21
"2010074",1846,603,46
"2010075",527,741,51
"2010076",573,642,24
"2010077",1,5,0
"2010078",196,552,17
"2010079",217,923,24
"2010080",289,1008,12
"2010081",242,637,20
"2010082",1354,618,52
"2010083A",696,1293,31
"2010083B",13,24,1
"2010084",476,207,13
"2010085",35,856,17
"2010086",1051,1389,102
"2010087",1248,770,40
"2010088",293,133,12
"2010089",459,343,20
"2010090",1745,683,76
"2010091",493,407,30
"2010092",1010,552,51
"2010093",401,932,24
"2010094",41,183,4
"2010095",1165,648,52
"2010096",135,840,22
"2010097",1892,671,54
"2010098",1414,299,24
"2010099",313,461,19
"2010100",261,325,13
"2010101",62,200,6
"2010102",151,473,8
"2010103",1206,1549,55
"2010104",25,900,13
"2010105",215,723,18
"2010106",37,47,1
"2010107",106,682,9
"2010108",714,778,25
"2010109",37,1107,9
"2010110",1013,882,29
"2010111",2163,1134,66
"2010112",1092,652,53
"2010113",734,755,24
"2010114",1785,722,57
"2010115",59,365,7
"2010116",1712,567,33
"2010117",272,549,10
"2010118",1051,1112,41
"2010119",2223,677,63
"2010120",1249,963,80
"2010121",303,188,9
"2010122",38,788,10
"2010123",221,723,30
"2010124",3333,1064,77
"2010125",654,653,27
"2010126",1890,358,37
"2010127",661,252,21
"2010128",977,628,32
"2010129",1758,1456,81
"2010130",1107,442,35
"2010131",207,852,9
"2010132",35,1057,8
"2010133",1104,860,49
"2010134",313,521,13
"2010135",1369,784,43
"2010136",74,1095,16
"2010137",773,449,31
"2010138",35,633,8
"2010139",1071,1389,69
"2010140",272,1631,51
"2010141",142,138,5
"2010142",94,295,5
"2010143A",0,0,0
"2010143B",295,208,7
"2010143C",1134,801,30
"2010144",13,431,6
"2010145",21,618,3
"2010146",549,803,44
"2010147",209,1248,20
"2010148",735,1076,43
"2010149",2022,1855,75
"2010150",16,587,7
"2010151",10,271,4
"2010152",221,857,22
"2010153",160,560,14
"2010154",203,840,17
"2010155",1623,984,43
"2010156",92,1496,27
"2010157",49,890,11
"2010158",32,1133,14
"2010159",79,427,12
"2010160",9,255,3
"2010161",25,444,8
"2010162",137,368,8
"2010163",377,860,27
"2010164",18,506,5
"2010165",837,601,42
"2010166",261,515,34
"2010167",0,4,0
"2010168",7,188,3
"2010169",30,959,9
"2010170",358,412,15
"2010171",32,599,9
"2010172",82,241,3
"2010173",1982,734,52
"2010174",1424,776,63
"2010175",912,856,41
"2010176",430,425,18
"2010177",577,589,40
"2010178",881,459,41
"2010179",453,568,31
"2010180",60,1070,16
"2010181",220,767,16
"2010182",1377,1303,59
"2010183",1158,671,36
"2010184",109,321,10
"2010185",255,716,13
"2010186",41,300,5
"2010187",20,84,3
"2010188",189,435,17
"2010189",567,485,32
"2010190",214,513,19
"2010191",130,297,7
"2010192",69,753,9
"2010193",23,462,12
"2010194",409,1122,37
"2010195",63,742,17
"2010196",16,127,6
"2010197",37,1072,7
"2010198",10,175,3
"2010199",1711,580,55
"2010200",1165,1455,74
"2010201",10,248,4
"2010202",20,512,8
"2010203",62,292,9
"2010204",1224,1127,79
"2010205",23,789,4
"2010206",516,1224,67
"2010207",216,532,23
"2010208",258,741,12
"2010209",0,0,0
"2010210",248,1418,44
"2010211",406,905,26
"2010212",96,385,7
"2010213",1930,508,28
"2010214",728,550,27
"2010215",921,718,40
"2010216",64,783,13
"2010217",1318,713,38
"2010218",360,1072,40
"2010219",112,1268,26
"2010220",530,303,18
"2010221",448,911,25
"2010222",969,1069,33
"2010223",401,1572,55
"2010224",699,910,35
"2010225",626,1082,39
"2010226",218,915,12
"2010227",962,334,17
"2010228",51,694,12
"2010229",88,239,6
"2010230",21,386,4
"2010231",209,814,22
"2010232",693,601,21
"2010233",1393,1954,83
"2010234",2137,820,38
"2010235",22,542,9
"2010236",37,729,8
"2010237",25,777,3
"2010238",24,707,10
"2010239",39,744,8
"2010240",38,1020,5
"2010241",270,636,11
"2010242",296,378,11
"2010243",1,253,1
"2010244",757,936,35
"2010245",1433,981,50
"2010246",1415,1001,47
"2010247",25,610,11
"2010248",141,499,10
"2010249",769,447,24
"2010250",14,344,4
"2010251",96,889,12
"2010252",28,952,9
"2010253",20,780,11
"2010254",114,476,13
"2010255",691,882,40
"2010256",532,1188,49
"2010257",294,1012,14
"2010258",1643,610,42
"2010259",42,1144,13
"2010260",342,413,15
"2010261",157,417,13
"2010262",1171,1010,75
"2010263",1744,812,42
"2010264",739,806,45
"2010265",1702,631,46
"2010266",313,608,20
"2010267",204,379,10
"2010268",969,700,31
"2010269",1171,390,15
"2010270",1092,1136,64
"2010271",34,1289,16
"2010272",323,754,28
"2010273",1339,393,16
"2010274",901,536,41
"2010275",135,576,14
"2010276",27,1020,9
"2010277",251,499,17
"2010278",550,765,17
"2010279",516,397,13
"2010280",184,485,16
"2010281",772,747,27
"2010282",693,574,33
"2010283A",385,2376,43
"2010283B",3,24,0
"2010284",603,1132,28
"2010285",97,1191,20
"2010286",166,1770,30
"2010287",545,637,40
"2010288",19,982,10
"2010289",250,483,10
"2010290",628,236,21
"2010291",295,397,19
"2010292",75,562,10
"2010293",451,688,26
"2010294",17,822,7
"2010295",14,291,5
"2010296",470,467,22
"2010297",306,561,15
"2010298",610,643,40
"2010299",178,441,19
"2010300",2702,967,76
"2010301",327,612,19
"2010302",701,714,19
"2010303",1837,547,36
"2010304",839,639,41
"2010305",697,1814,47
"2010306",896,402,22
"2010307",1309,645,72
"2010308",143,504,17
"2010309",1972,581,50
"2010310",566,314,29
"2010311",618,678,29
"2010312",1020,977,34
"2010313",13,11,0
"2010314",1777,1566,64
"2010315",610,433,22
"2010316",536,454,23
"2010317",147,450,8
"2010318",119,1809,29
"2010319",75,977,12
"2010320",233,447,9
"2010321",264,757,13
"2010322",144,309,10
"2010323",335,560,26
"2010324",1102,686,52
"2010325",189,685,19
"2010326",113,228,4
"2010327",31,690,8
"2010328",180,391,11
"2010329",241,526,9
"2010330",512,661,28
"2010331",852,679,30
"2010332",164,1597,22
"2010333",1384,624,59
"2010334",60,246,3
"2010335",152,505,15
"2010336",311,2682,41
"2010337",57,386,5
"2010338",592,1289,29
"2010339",177,720,18
"2010340",1678,695,65
"2010341",126,412,12
"2010342",79,347,2
"2010343",199,845,21
"2010344",23,443,4
"2010345",142,625,22
"2010346",0,0,0
"2010347",980,804,38
"2010348",634,334,18
"2010349",388,287,20
"2010350",603,1217,52
"2010351",2331,771,53
"2010352",1499,663,34
"2010353",343,1668,22
"2010354",409,1294,16
"2010355",85,833,11
"2010356",978,861,56
"2010357",1546,648,49
"2010358",104,785,17
"2010359",115,855,20
"2010360",1017,1335,53
"2010361",143,1104,29
"2010362",2042,979,73
"2010363",757,1395,29
"2010364",632,840,42
"2010365",99,758,13
"2010366",261,1031,18
"2010367",134,436,16
"2010368",120,340,5
"2010369",51,95,6
"2010370",1936,924,60
"2010371",7,209,1
"2010372",60,552,3
"2010373",3,55,2
"2010374",78,211,5
"2010375",341,636,14
"2010376",353,594,7
"2010377",1254,449,38
"2010378",547,353,22
"2010379",114,899,17
"2010380",1448,1649,74
"2010381",515,964,29
"2010382",306,215,14
"2010383",302,696,25
"2010384",328,1011,21
"2010385",1169,349,22
"2010386",1237,538,35
"2010387",1358,661,40
"2010388",1461,1780,63
"2010389",90,662,22
"2010390",116,785,23
"2010391",672,511,26
"2010392",9,633,7
"2010393",238,317,27
"2010394",101,196,8
"2010395",809,419,44
"2010396",36,987,4
"2010397",108,208,3
"2010398",888,1177,45
"2010399",493,924,22
"2010400",1015,586,38
"2010401",52,938,12
"2010402",67,935,15
"2010403",646,539,22
"2010404",534,638,23
"2010405",1077,398,27
"2010406",5,237,1
"2010407",1313,953,55
"2010408",205,456,6
"2010409",175,474,7
"2010410",69,332,3
"2010411",221,667,13
"2010412",6,164,4
"2010413",627,1116,40
"2010414",1222,464,24
"2010415",987,504,42
"2010416",890,1117,78
"2010417",515,685,21
"2010418",506,1060,24
"2010419",780,623,24
"2010420",2379,526,60
"2010421",565,757,24
"2010422",64,1422,19
"2010423",103,387,4
"2010424",371,354,9
"2010425",77,221,6
"2010426",338,318,14
"2010427",177,331,5
"2010428",626,1521,28
"2010429",301,833,24
"2010430",122,570,12
"2010431",330,1219,39
"2010432",146,395,13
"2010433",34,160,7
"2010434",574,479,26
"2010435",1345,882,54
"2010436",1351,1153,64
"2010437",933,475,32
"2010438",1680,719,55
"2010439",1547,794,58
"2010440",1571,489,33
"2010441",793,311,19
"2010442",2180,572,60
"2010443",342,116,12
"2010444",1135,960,59
"2010445",719,529,29
"2010446",36,77,0
"2010447",1694,1192,76
"2010448",1151,896,76
"2010449",4,66,0
"2010450",353,916,28
"2010451",1441,402,23
"2010452",1493,876,57
"2010453",275,706,16
"2010454",24,988,14
"2010455",27,584,9
"2010456",807,733,28
"2010457",0,0,0
"2010458",68,956,12
"2010459",1865,611,46
"2010460",384,1433,28
"2010461",1687,1027,52
"2010462",651,1332,40
"2010463",619,1263,50
"2010464",748,572,32
"2010465",782,1133,29
"2010466",1148,1218,33
"2010467",141,469,14
"2010468",432,1371,36
"2010469",1340,383,32
"2010470",466,182,15
"2010471",970,289,29
"2010472",294,451,21
"2010473",771,392,30
"2010474",1030,595,49
"2010475",358,546,10
"2010476",626,691,19
"2010477",1590,826,62
"2010478",1436,1012,58
"2010479",1655,599,47
"2010480",1130,595,45
"2010481",1414,576,45
"2010482",1539,930,51
"2010483",1228,1340,64
"2010484",1325,874,51
"2010485",1423,662,45
"2010486",1982,659,50
"2010487",466,1082,30
"2010488",343,825,17
"2010489",281,819,14
"2010490",412,789,32
"2010491",635,647,34
"2010492",654,589,31
"2010493A",596,1072,31
"2010493B",0,0,0
"2010494",154,1140,16
"2010495",1020,576,50
"2010496",326,805,13
"2010497",38,932,13
