CNTYVTD,BushR_18G_Land Comm,SuazoD_18G_Land Comm,PinaL_18G_Land Comm
"0510301",606,149,13
"0510305",277,63,14
"0510308",214,59,6
"0510309",389,76,16
"0510406",331,216,13
"0510410",838,193,34
"0530001",768,137,49
"0530002",1139,378,62
"0530003",430,166,24
"0530004",1041,360,73
"0530005",498,182,19
"0530006",286,86,17
"0530007",321,80,20
"0530008",597,123,14
"0530009",1309,291,61
"0530010",658,169,40
"0530011",213,21,11
"0530012",765,197,38
"0530013",409,114,29
"0530014",261,49,25
"0530015",334,85,22
"0530016",255,54,9
"0530017",861,177,55
"0530018",475,169,25
"0530019",1831,455,83
"0530020",1419,519,72
"0550100",117,137,11
"0550101",188,188,18
"0550102",283,110,8
"0550103",695,486,59
"0550104",201,76,11
"0550105",26,32,1
"0550107",0,0,0
"0550108",26,27,2
"0550109",13,1,0
"0550110",34,25,4
"0550111",262,219,18
"0550112",0,0,0
"0550113",0,0,0
"0550114",0,0,0
"0550115",0,0,0
"0550116",0,0,0
"0550117",0,0,0
"0550118",46,33,3
"0550201",300,145,23
"0550202",406,179,25
"0550203",413,151,29
"0550204",557,161,40
"0550205",144,28,4
"0550206",256,170,14
"0550301",245,281,30
"0550302",379,358,23
"0550303",251,177,20
"0550305",151,89,11
"0550306",79,76,8
"0550307",0,0,0
"0550400",26,17,0
"0550401",117,265,14
"0550402",291,519,31
"0550404",333,361,26
"0550405",353,223,26
"0550407",1,4,1
"0550408",2,6,2
"0550409",13,5,0
"0550410",0,0,0
"0550412",51,84,7
"0570001",48,90,8
"0570002",136,187,12
"0570003",10,19,0
"0570004",120,86,10
"0570005",117,32,2
"0570006",214,56,8
"0570007",126,122,8
"0570008",61,113,4
"0570009",11,13,0
"0570010",43,28,0
"0570011",154,42,3
"0570012",576,159,14
"0570013",10,7,1
"0570014",45,31,2
"0570015",52,42,3
"0570016",348,152,20
"0570017",239,109,8
"0570018",135,43,12
"0570019",269,41,12
"0570020",19,11,1
"0570021",57,20,1
"0570022",124,32,5
"0570023",125,42,6
"0570024",637,113,22
"0570025",505,68,10
"0590001",1018,140,51
"0590002",871,119,43
"0590003",938,119,44
"0590004",770,49,38
"0590005",77,6,0
"0590006",342,52,15
"0590007",225,35,13
"0610001",382,392,24
"0610002",167,96,4
"0610003",321,529,22
"0610004",676,701,47
"0610005",53,144,8
"0610006",76,293,13
"0610007",31,104,5
"0610008",38,123,7
"0610009",158,484,28
"0610010",109,376,13
"0610011",171,420,31
"0610012",396,543,26
"0610013",72,135,9
"0610014",233,522,26
"0610015",284,533,33
"0610016",207,220,16
"0610017",346,755,38
"0610018",281,495,36
"0610019",239,366,19
"0610020",308,229,18
"0610021",284,487,25
"0610022",267,512,26
"0610023",47,39,1
"0610024",107,274,6
"0610025",94,170,8
"0610026",616,493,49
"0610027",264,605,21
"0610028",272,292,16
"0610029",703,444,47
"0610030",294,189,21
"0610031",51,78,9
"0610032",501,498,42
"0610033",71,135,5
"0610034",45,50,3
"0610035",340,239,21
"0610036",389,409,21
"0610037",104,329,13
"0610038",188,177,12
"0610039",128,253,8
"0610040",301,523,19
"0610041",409,914,36
"0610042",107,254,7
"0610043",138,240,9
"0610044",940,612,54
"0610045",144,460,11
"0610046",427,859,40
"0610047",88,240,11
"0610048",270,316,21
"0610049",117,149,11
"0610050",845,894,50
"0610051",130,209,2
"0610052",756,389,54
"0610053",214,671,27
"0610054",625,1142,44
"0610055",453,713,42
"0610056",472,380,20
"0610057",150,127,10
"0610058",646,591,45
"0610059",58,123,5
"0610060",105,180,4
"0610061",350,550,35
"0610062",334,727,40
"0610063",214,486,28
"0610064",542,492,32
"0610065",405,584,20
"0610066",858,787,63
"0610067",944,567,53
"0610068",164,464,25
"0610069",316,822,37
"0610070",68,245,12
"0610071",257,790,31
"0610072",443,787,37
"0610073",565,1018,51
"0610074",399,894,33
"0610075",242,688,29
"0610076",209,274,18
"0610077",187,644,31
"0610078",607,596,40
"0610079",644,620,23
"0610080",1217,804,60
"0610081",262,303,17
"0610082",175,471,33
"0610083",237,246,16
"0610084",516,399,31
"0610085",283,217,12
"0610086",148,302,16
"0610087",541,343,18
"0610095",116,193,13
"0610096",129,351,13
"0610097",72,160,11
"0610098",712,1326,75
"0610099",61,66,6
"0610100",727,1278,53
"0610101",129,185,17
"0610102",329,461,18
"0610103",43,74,5
"0610104",24,45,1
"0610105",9,16,0
"0610106",399,589,44
"0610107",63,141,6
"0610108",0,0,0
"0610109",0,0,0
"0631001",662,259,22
"0632002",908,224,36
"0633003",413,362,19
"0634004",719,221,15
"0650101",257,33,10
"0650102",51,0,0
"0650103",196,36,9
"0650201",542,45,24
"0650301",351,37,9
"0650302",169,13,8
"0650401",389,55,7
"0650402",164,7,5
"0670001",1283,345,46
"0670002",172,52,4
"0670004",154,72,9
"0670005",372,86,12
"0670006",243,35,8
"0670007",771,210,20
"0670009",398,152,16
"0670011",244,98,8
"0670012",315,118,6
"0670014",932,163,28
"0670015",288,39,9
"0670016",237,31,7
"0670017",1400,239,50
"0670018",289,12,2
"0670019",224,24,6
"0670021",138,14,7
"067013T",427,300,7
"067020E",110,17,6
"0690101",110,104,1
"0690105",22,5,0
"0690201",124,112,7
"0690206",61,13,4
"0690301",371,80,8
"0690307",67,10,2
"0690401",82,48,4
"0690408",314,29,7
"0710001",288,54,7
"0710002",259,132,7
"0710003",166,93,10
"0710004",1773,218,54
"0710005",1185,165,47
"0710006",816,242,25
"0710007",941,183,23
"0710008",2167,285,75
"0710009",149,25,5
"0710010",2027,283,66
"0710011",935,254,33
"0710012",504,163,29
"0710013",0,0,0
"0710014",190,30,3
"0710015",682,407,30
"0730012",569,133,18
"0730013",542,59,22
"0730014",724,62,25
"0730015",1160,382,44
"0730022",225,76,11
"0730023",513,63,21
"0730024",638,213,33
"0730025",395,91,20
"0730026",378,164,9
"0730027",487,145,13
"0730028",288,28,16
"0730032",390,57,9
"0730033",704,178,23
"0730034",688,82,23
"0730035",457,120,13
"0730036",818,136,30
"0730037",131,74,4
"0730038",117,115,4
"0730042",102,367,8
"0730043",287,201,13
"0730044",675,72,38
"0730045",272,105,13
"0730046",353,60,13
"0730047",165,10,10
"0730048",322,31,1
"0750101",343,37,6
"0750201",415,38,6
"0750301",316,82,10
"0750401",430,56,13
"0770001",391,68,15
"0770006",188,45,6
"0770008",366,57,18
"0770009",239,30,7
"0770010",148,17,5
"0770011",432,37,11
"0770012",158,31,6
"0770013",67,18,3
"0770014",88,14,3
"0770015",165,30,8
"0770017",483,82,23
"0770020",235,15,13
"0770024",160,15,5
"0770026",102,10,1
"0770027",216,24,8
"0770032",134,10,1
"0790101",134,30,5
"0790202",188,39,13
"0790303",35,1,1
"0790306",105,32,4
"0790404",64,21,2
"0810001",259,32,23
"0810002",328,29,17
"0810003",280,40,10
"0810004",210,37,11
"0830001",672,72,31
"0830002",508,83,21
"0830003",541,76,20
"0830004",728,86,28
"083002E",204,26,6
"0850001",916,728,65
"0850002",1071,966,71
"0850003",161,653,29
"0850004",685,274,44
"0850005",492,210,33
"0850006",1722,1414,107
"0850007",437,364,31
"0850008",987,330,46
"0850009",1641,1102,111
"0850010",334,77,13
"0850011",1646,427,60
"0850012",788,377,37
"0850013",1771,434,74
"0850014",704,862,42
"0850015",431,398,40
"0850016",1134,429,50
"0850017",948,553,45
"0850018",361,83,11
"0850019",645,373,39
"0850020",424,109,21
"0850021",1389,1149,106
"0850022",1718,347,51
"0850023",318,828,29
"0850024",394,724,44
"0850025",1719,1472,98
"0850026",485,445,33
"0850027",847,603,52
"0850028",826,687,37
"0850029",667,259,34
"0850030",2025,1245,114
"0850031",889,520,55
"0850032",956,615,48
"0850033",1597,512,65
"0850034",1184,1331,46
"0850035",667,139,25
"0850036",869,395,31
"0850037",922,135,33
"0850038",1958,1814,92
"0850039",726,837,49
"0850040",1398,656,87
"0850041",1621,553,55
"0850042",648,192,30
"0850043",1495,1372,106
"0850044",328,322,21
"0850045",1045,540,36
"0850046",591,810,48
"0850047",789,704,63
"0850048",1135,929,56
"0850049",944,513,42
"0850050",465,957,40
"0850051",284,496,31
"0850052",663,1309,55
"0850053",886,538,55
"0850054",674,929,69
"0850055",860,1142,71
"0850056",2020,1113,102
"0850057",1388,992,76
"0850058",986,957,53
"0850059",1363,836,89
"0850060",1077,357,30
"0850061",684,401,30
"0850062",763,679,59
"0850063",887,463,41
"0850064",801,718,53
"0850065",400,302,28
"0850066",676,544,32
"0850067",833,655,57
"0850068",566,500,43
"0850069",1357,1017,63
"0850070",789,419,39
"0850071",633,497,34
"0850072",549,363,38
"0850073",406,555,25
"0850074",598,490,36
"0850075",848,387,32
"0850076",1245,828,62
"0850077",938,1027,69
"0850078",871,796,72
"0850079",767,607,42
"0850080",1118,867,73
"0850081",823,825,59
"0850082",761,635,48
"0850083",1865,800,112
"0850084",810,607,42
"0850085",851,873,61
"0850086",1013,724,43
"0850087",1832,1842,88
"0850088",283,740,31
"0850089",1576,1419,60
"0850090",1401,627,49
"0850091",756,593,53
"0850092",869,773,64
"0850093",132,13,3
"0850094",1284,1195,46
"0850095",915,843,57
"0850096",255,304,26
"0850097",728,201,24
"0850098",448,220,24
"0850099",70,64,7
"0850100",8,3,0
"0850101",1180,832,61
"0850102",1196,449,53
"0850103",269,366,23
"0850104",349,767,39
"0850105",423,265,16
"0850106",625,462,45
"0850107",1100,932,66
"0850108",848,841,49
"0850109",1343,831,47
"0850110",962,689,53
"0850111",1769,937,63
"0850112",1049,755,30
"0850113",952,771,61
"0850114",642,173,29
"0850115",980,851,60
"0850116",1758,1139,54
"0850117",1224,1019,56
"0850118",1621,829,63
"0850119",1916,1390,77
"0850120",1381,754,60
"0850121",635,989,40
"0850122",2161,802,69
"0850123",765,478,23
"0850124",926,784,33
"0850125",1379,1480,74
"0850126",1478,1036,72
"0850127",1108,918,63
"0850128",2356,648,109
"0850129",1281,910,61
"0850130",1131,1010,65
"0850131",2250,1108,104
"0850132",856,805,42
"0850133",691,535,51
"0850134A",1394,1348,72
"0850134B",4,4,0
"0850134C",0,0,0
"0850135",1135,1119,66
"0850136",747,494,28
"0850137",764,441,22
"0850138",609,261,27
"0850139",1087,1272,64
"0850140",1935,766,67
"0850141",1069,890,60
"0850142",1002,805,38
"0850143",823,395,18
"0850144",929,660,54
"0850145",455,462,29
"0850146",1345,1151,82
"0850147",531,448,25
"0850148",1,1,0
"0850149",1401,919,70
"0850150",378,234,12
"0850151",436,476,26
"0850152",13,34,0
"0850153",1663,1164,75
"0850154",487,61,18
"0850155",914,551,33
"0850156",1143,818,69
"0850157",1193,1021,64
"0850158",697,763,39
"0850159",1344,1322,82
"0850160",187,21,10
"0850161",123,55,8
"0850162",143,21,2
"0850163",1139,911,76
"0850164",545,244,4
"0850165",395,190,17
"0850166",1246,1004,54
"0850167",1286,1428,65
"0850168",810,287,43
"0850169",892,797,67
"0850170",667,315,37
"0850171",1608,1172,73
"0850172",1103,541,69
"0850173",298,104,19
"0850174",1218,889,79
"0850175",625,324,32
"0850176",671,939,64
"0850177",1330,965,66
"0850178",965,263,33
"0850179",2556,649,54
"0850180",180,95,15
"0850181",544,274,31
"0850182",2,2,0
"0850183",46,7,3
"0850184",0,0,0
"0850185",19,11,3
"0850186",55,6,0
"0850187",238,30,6
"0850188",33,4,2
"0850189",359,50,12
"0850190",35,6,3
"0850191",161,32,9
"0850192",752,187,19
"0850193",373,79,23
"0850194",14,3,0
"0850195",424,79,21
"0850196",602,360,43
"0850197",305,389,24
"0850198",58,17,1
"0850199",675,165,18
"0850200",2,1,0
"0850201",3,0,0
"0850202",5,3,0
"0850203",1329,538,50
"0850204",153,74,6
"0850205",15,1,1
"0850206",614,287,24
"0850207",1260,778,88
"0850208",599,225,18
"0850209",259,184,18
"0850210",439,501,30
"0850211",1849,1414,88
"0850212",1013,974,43
"0850213",963,807,56
"0850214",1734,373,34
"0850215",672,268,35
"0850216",1923,703,83
"0850217",681,338,32
"0850218",1129,854,42
"0850219",926,566,41
"0850220",840,891,40
"0850221",1857,776,57
"0850222",906,823,44
"0850223",722,409,17
"0850224",2522,762,104
"0850225",974,1009,48
"0850226",1272,1055,58
"0870101",255,35,11
"0870201",124,20,4
"0870202",25,2,0
"0870301",157,18,2
"0870302",28,2,1
"0870401",132,23,6
"0870402",49,9,3
"0890101",857,292,32
"0890102",127,28,9
"0890103",314,47,10
"0890201",1341,324,27
"0890202",274,46,5
"0890302",609,88,19
"0890303",342,46,6
"0890304",261,48,8
"0890305",798,182,35
"0890401",153,70,7
"0890402",638,474,27
"0910101",1713,663,100
"0910102",1953,382,115
"0910103",1899,431,81
"0910104",1053,267,66
"0910105A",2557,695,155
"0910105B",44,13,2
"0910105C",1,0,0
"0910105D",0,0,0
"0910106A",2206,440,102
"0910106B",131,25,5
"0910107",1109,287,49
"0910201",1765,760,115
"0910202A",421,169,17
"0910202B",45,18,2
"0910203A",1860,491,77
"0910203B",53,14,2
"0910203C",0,0,0
"0910204",1733,458,101
"0910205",2784,801,108
"0910206",2648,608,134
"0910207",1409,299,50
"0910208",1042,239,33
"0910301",876,847,83
"0910302",1730,915,119
"0910303",227,236,22
"0910304",1225,746,93
"0910305",849,364,69
"0910306",529,274,34
"0910401",973,351,44
"0910402",2140,653,137
"0910403",2604,665,137
"0910404",1772,423,86
"0910405",1797,443,108
"0910406",2259,778,111
"0910407",1548,355,72
"0930001",675,97,20
"0930002",646,115,14
"0930004",45,11,2
"0930005",295,44,8
"0930006",201,31,6
"0930007",137,23,6
"0930009",94,12,7
"0930010",178,36,8
"0930011",230,66,20
"0930012",790,197,29
"0930013",114,16,3
"0930014",61,14,0
"0930015",232,28,7
"0930016",60,0,2
"0950101",219,37,5
"0950102",46,13,3
"0950203",94,1,2
"0950204",51,11,1
"0950205",71,16,0
"0950306",140,50,0
"0950407",58,2,2
"0950408",117,35,6
"0970001",516,170,25
"0970002",79,21,2
"0970003",219,35,5
"0970004",213,44,9
"0970005",462,139,20
"0970006",260,29,12
"0970007",714,104,23
"0970008",422,53,9
"0970009",700,75,32
"0970010",1027,152,34
"0970011",1099,211,39
"0970012",422,52,5
"0970014",168,25,10
"0970015",129,13,0
"0970017",294,11,1
"0970018",1077,85,37
"0970019",223,33,9
"0970020",254,42,8
"0970021",755,44,20
"0970022",1192,149,24
"0970026",181,53,6
"0970027",96,34,1
"0970028",40,13,0
"0970030",73,35,3
"0970031",45,22,2
"0970033",250,34,12
"0970034",99,104,12
"0970035",227,128,9
"0970037",643,159,18
"0990101",1462,947,95
"0990102",643,85,22
"0990103",157,21,7
"0990104",1210,650,68
"0990205",1076,207,49
"0990206",341,325,33
"0990207",975,641,75
"0990308",1642,273,54
"0990309",290,39,18
"0990310",209,39,8
"0990311",29,38,3
"0990412",875,585,50
"0990413",953,199,41
"0990414",229,11,6
"0990415",123,15,2
"0990416",557,433,41
"1010101",154,21,9
"1010201",137,17,3
"1010301",67,27,3
"1010401",80,24,5
"1030001",277,50,12
"1030002",218,50,16
"1030003",147,66,7
"1030004",146,39,5
"1050001",201,87,5
"1050002",225,68,9
"1050003",258,66,10
"1050004",189,86,12
"1070011",178,77,9
"1070027",292,114,8
"1070039",214,88,10
"1070044",294,103,13
"1090001",63,114,10
"1090002",76,103,6
"1090004",57,87,6
"10903-3",17,8,1
"10903-5",69,90,13
"1110001",147,14,9
"1110002",18,0,0
"1110003",7,0,0
"1110004",16,0,0
"1110005",4,0,0
"1110006",116,12,6
"1110007",145,32,7
"1110008",293,33,15
"1110009",190,34,7
"1131000",46,235,5
"1131001",72,279,12
"1131002",83,444,13
"1131003",166,1517,43
"1131004",602,451,24
"1131005",624,921,42
"1131006",819,407,32
"1131007",229,70,9
"1131008",286,537,21
"1131009",99,350,15
"1131010",186,688,41
"1131011",55,247,9
"1131012",105,106,4
"1131013",1080,1282,89
"1131014",350,820,47
"1131015",541,933,55
"1131016",55,112,4
"1131017",314,407,36
"1131018",66,93,7
"1131019",618,1136,72
"1131020",411,501,25
"1131021",456,623,21
"1131022",735,1673,73
"1131023",627,707,50
"1131026",106,245,14
"1131027",533,1235,64
"1131028",287,504,21
"1131029",150,587,18
"1131030",419,712,34
"1131032",234,237,12
"1131033",412,376,28
"1131035",35,85,3
"1131036",120,318,16
"1131037",165,426,13
"1131038",136,708,19
"1131039",12,105,1
"1131040",468,923,40
"1131041",32,265,10
"1131042",36,382,10
"1131043",819,615,43
"1131044",950,577,37
"1131045",147,606,24
"1131046",59,131,8
"1131047",251,490,21
"1131048",975,871,77
"1131049",745,714,46
"1131050",58,49,4
"1131051",68,80,8
"1131052",893,1303,87
"1131054",174,546,19
"1131055",98,260,4
"1131056",228,328,16
"1131057",280,718,35
"1131058",390,769,43
"1131059",527,548,37
"1131060",1359,1676,73
"1131061",355,573,35
"1131062",8,9,0
"1131063",225,595,20
"1131064",20,48,0
"1131065A",207,932,24
"1131065B",0,0,0
"1131065C",0,0,0
"1131067",2,3,0
"1131068",14,16,0
"1131069",5,30,1
"1131070",187,713,32
"1131071A",583,1141,59
"1131071B",0,0,0
"1131073",323,1094,50
"1131074",106,546,16
"1131075A",281,743,46
"1131075B",0,0,0
"1131076",526,844,53
"1131077",0,0,0
"1131078",68,418,7
"1131079",311,666,32
"1131080",53,246,12
"1131081",609,1140,60
"1131082",14,93,3
"1131083",149,637,27
"1131084",403,1471,49
"1131085",87,461,17
"1131086",46,136,4
"1131087A",199,1340,31
"1131087B",0,0,0
"1131087C",0,0,0
"1131087D",0,0,0
"1131088",168,644,23
"1131089",72,797,10
"1131090",137,848,29
"1131091",169,732,13
"1131092",147,1160,26
"1131093",58,613,15
"1131094",46,508,9
"1131095",96,513,6
"1131096",71,498,7
"1131097",194,845,28
"1131098",105,732,16
"1131099",3,18,0
"1131100",81,1073,21
"1131101",115,538,12
"1131102",136,604,12
"1131103",38,163,0
"1131104",119,887,17
"1131105",4,19,0
"1131106",21,88,0
"1131107",57,258,6
"1131108",149,835,18
"1131109",43,141,8
"1131110",0,12,0
"1131111",86,448,8
"1131112",26,234,5
"1131113",8,105,2
"1131114",21,228,9
"1131115",180,525,17
"1131116",218,453,15
"1131117",955,805,33
"1131118",124,572,16
"1131119",65,709,14
"1131120",346,582,41
"1131121",237,743,26
"1131122",28,152,5
"1131124",0,2,1
"1131125",323,529,29
"1131126",69,280,12
"1131127",55,211,6
"1131128",399,117,12
"1131129",6,46,1
"1131130",180,523,16
"1131131",177,507,22
"1131132",5,15,0
"1131133",114,120,5
"1131134",17,168,3
"1131135",67,552,8
"1131136",0,1,1
"1131137",7,12,0
"1131138",0,0,0
"1131139",2,3,0
"1131140",0,0,0
"1131141A",0,0,0
"1131141B",0,0,0
"1131300",602,665,35
"1131301",567,718,30
"1131302",460,746,26
"1131303",1,41,1
"1131304",358,417,15
"1131305",291,422,22
"1131307",1,67,1
"1131308A",334,503,20
"1131308B",0,0,0
"1131309",9,110,5
"1131310",594,760,38
"1131311",651,623,33
"1131312",221,245,15
"1131313",34,142,2
"1131314",326,705,23
"1131315",5,3,0
"1131316",88,245,2
"1131317",0,0,0
"1131500",457,796,50
"1131501",651,733,45
"1131502",746,1275,69
"1131503",379,927,29
"1131504",650,661,36
"1131700",367,614,29
"1131701",431,522,25
"1131702",542,822,47
"1131703",469,831,48
"1131704",266,426,14
"1131705",399,612,33
"1131706",454,852,33
"1131707",49,149,4
"1131708",121,181,12
"1131709",390,1268,34
"1131710",75,568,17
"1131711",334,619,42
"1131712A",599,509,40
"1131712B",0,0,0
"1131713",318,236,16
"1131714",464,507,33
"1131715",193,496,20
"1131716",867,493,37
"1131717",693,993,32
"1131718",470,370,37
"1131719",508,812,38
"1131720",668,829,56
"1131721",656,591,44
"1131722",479,913,49
"1131723",20,56,9
"1131724",13,40,0
"1131725",216,105,14
"1131726",467,510,35
"1131727",45,68,6
"1131728",316,374,26
"1131729",230,485,17
"1131730",0,0,0
"1131731",0,0,0
"1132000",1,0,0
"1132001",3,11,0
"1132002",411,410,26
"1132003",1131,795,54
"1132004",823,417,32
"1132005",355,336,21
"1132006",675,409,21
"1132007",1474,676,34
"1132008",765,352,12
"1132009",779,648,36
"1132010",582,417,22
"1132011",958,487,33
"1132012",687,495,25
"1132013",637,256,14
"1132014",280,101,4
"1132015",383,313,12
"1132016",1665,765,38
"1132017",321,544,36
"1132018",402,217,16
"1132019",803,458,22
"1132020",876,881,35
"1132021",1883,749,34
"1132022",329,193,9
"1132023",506,375,20
"1132024",557,471,27
"1132025",1307,551,28
"1132026",1579,559,24
"1132027",848,327,19
"1132028A",0,0,0
"1132028B",0,0,0
"1132029",940,283,18
"1132030",1136,240,19
"1132031",877,1232,85
"1132032",412,668,49
"1132033",643,642,46
"1132034",760,368,18
"1132035",447,525,25
"1132036",991,660,46
"1132037",358,281,21
"1132038",1050,1134,61
"1132039",859,1011,60
"1132040",707,504,30
"1132041",1749,1073,73
"1132042",1108,980,46
"1132043",807,693,44
"1132044",391,299,14
"1132045",675,637,32
"1132046",832,476,24
"1132047",948,672,45
"1132048",905,1244,74
"1132049",565,507,27
"1132050",602,479,35
"1132051",1031,672,48
"1132052",721,278,26
"1132053",403,856,48
"1132054",393,935,41
"1132055",201,455,22
"1132056",597,330,18
"1132057",237,135,6
"1132058",382,361,16
"1132059",521,320,20
"1132060",1271,607,42
"1132061",1141,801,67
"1132062",878,633,53
"1132063",348,188,8
"1132064",669,647,40
"1132065",751,950,47
"1132066",722,361,25
"1132067",465,457,27
"1132068",677,893,47
"1132069",1119,942,54
"1132070",558,412,23
"1132071",876,577,31
"1132072",1088,955,55
"1132073",313,416,20
"1132074",77,171,13
"1132076",0,0,0
"1132077",494,367,26
"1132078",0,0,0
"1132079",223,660,33
"1132200",1073,290,20
"1132201",959,309,26
"1132202",1076,297,21
"1132203",820,291,25
"1132220",1095,180,15
"1132221",2039,428,32
"1132222",1686,390,33
"1132223",791,337,23
"1132224",613,531,39
"1132225",909,279,17
"1132226",1494,400,35
"1132300",272,495,28
"1132301",1037,531,42
"1132302",230,629,25
"1132303",691,768,45
"1132305",1090,1041,76
"1132306",403,419,31
"1132307",213,213,9
"1132308",66,107,2
"1132309",182,300,23
"1132310",771,576,48
