CNTYVTD,HegarR_18G_Comptroller,ChevalierD_18G_Comptroller,SandersL_18G_Comptroller
"3550108",72,156,5
"3550109",119,118,12
"3550110",351,204,29
"3550111",272,152,14
"3550112",586,550,28
"3550113",25,119,7
"3550114",59,95,6
"3550115",494,411,36
"3550116",946,940,84
"3550117",994,355,88
"3550118",418,679,44
"3550119",955,609,60
"3550120",512,451,41
"3550121",312,366,36
"3550122",1091,461,56
"3550123",586,324,42
"3550124",806,669,65
"3550125",1401,1056,111
"3550126",952,496,57
"3550127",675,218,28
"3570001",290,37,7
"3570002",437,40,11
"3570003",853,39,22
"3570004",570,51,12
"3590101",106,12,3
"3590103",96,6,1
"3590202",83,9,2
"3590203",105,11,1
"3590303",145,16,4
"3590403",86,7,0
"3590404",100,5,3
"3610001",103,26,3
"3610002",179,294,17
"3610003",77,405,12
"3610004",6,153,1
"3610005",374,338,20
"3610006",744,147,19
"3610007",609,205,20
"3610008",987,187,21
"3610009",822,139,25
"3610010",281,74,8
"3610011",167,66,11
"3610012",400,127,18
"3610013",369,204,16
"3610014",544,243,22
"3610015",721,156,25
"3610016",1134,109,27
"3610017",774,77,21
"3610018",819,122,14
"3610019",646,96,24
"3610020",542,74,19
"3610021",109,18,3
"3610022",552,52,16
"3610023",1179,137,26
"3610024",643,86,14
"3610025",678,120,18
"3610026",890,152,26
"3610027",889,112,27
"3610028",1440,167,31
"3610029",459,58,9
"3610030",432,60,11
"3610031",1058,146,23
"3610032",896,88,15
"3610033",609,86,10
"3610034",629,80,19
"3630001",297,58,13
"3630002",10,0,1
"3630003",471,70,3
"3630004",205,22,4
"3630005",192,49,5
"3630006",450,104,20
"3630007",261,30,6
"3630008",853,84,14
"3630009",227,25,3
"3630011",145,19,2
"3630012",195,34,11
"3630013",308,76,12
"3630014",79,18,1
"3630015",391,53,5
"3630016",219,22,2
"3630017",186,72,3
"3630018",73,15,6
"3630020",108,7,2
"3630021",350,91,10
"3630022",478,69,22
"3630023",504,143,17
"3630024",68,11,0
"3630025",54,10,4
"3630026",31,12,2
"3630027",685,173,23
"3630028",256,92,10
"3630029",292,125,11
"3630030",164,75,10
"3650001",837,172,17
"3650002",943,199,15
"3650003",558,149,19
"3650005",256,27,1
"3650007",291,76,12
"3650008",99,17,6
"3650009",326,47,7
"3650010",145,47,4
"3650012",249,7,1
"3650013",133,47,1
"3650014",235,18,3
"3650018",1006,165,15
"3650019",176,12,3
"3650020",174,3,1
"3650022",98,76,7
"3650026",74,29,1
"3650027",307,234,3
"3650028",930,165,17
"3650029",183,11,4
"3670100",1967,402,78
"3670105",991,149,34
"3670110",627,157,42
"3670111",535,123,19
"3670115",947,190,46
"3670120",883,157,23
"3670125",1229,139,31
"3670130",1373,234,40
"3670135",713,120,23
"3670140",530,87,15
"3670200",582,166,36
"3670205",652,230,43
"3670210",913,110,25
"3670215",1683,235,65
"3670220",363,44,10
"3670225",613,93,17
"3670230",686,131,21
"3670235",546,64,23
"3670240",665,101,14
"3670245",723,102,11
"3670250",723,132,28
"3670255",805,187,31
"3670300",730,234,39
"3670305",1039,247,49
"3670310",575,208,30
"3670315",1798,374,55
"3670320",920,129,28
"3670325",923,126,29
"3670330",615,125,12
"3670335",1915,191,45
"3670340",508,52,11
"3670345",982,153,23
"3670350",1353,176,40
"3670400",1658,335,43
"3670405A",1577,272,55
"3670405B",136,23,5
"3670410",998,213,40
"3670415",1202,298,52
"3670420",1120,160,35
"3670425",708,114,25
"3670430",1270,291,53
"3670435",1353,285,42
"3670440",2094,336,71
"3670445",1035,157,19
"3670450",1295,287,46
"3690101",511,98,12
"3690201",154,102,10
"3690202",119,7,2
"3690203",45,0,0
"3690301",413,63,13
"3690302",121,4,4
"3690303",28,6,1
"3690401",152,13,3
"3690402",81,51,4
"3710001",548,316,30
"3710002",429,335,29
"3710003",128,13,3
"3710004",296,53,18
"3710005",44,4,0
"3710006",26,21,1
"3710007",329,300,15
"3710009",97,24,6
"3710010",155,140,20
"3730001",165,19,2
"3730002",220,26,3
"3730003",598,160,20
"3730004",597,121,11
"3730005",1035,247,30
"3730006",1907,321,64
"3730007",246,89,5
"3730008",311,127,5
"3730009",285,67,2
"3730010",659,284,22
"3730011",142,39,3
"3730012",58,56,9
"3730013",196,14,5
"3730014",323,46,8
"3730015",431,50,14
"3730016",1687,270,51
"3730017",515,76,8
"3730018",92,166,7
"3730019",1358,578,46
"3730020",1363,570,59
"3730021",478,112,16
"3750121",963,211,29
"3750122",813,244,50
"3750123",1233,525,84
"3750124",1006,258,47
"3750125",1202,526,97
"3750126",704,358,40
"3750221",252,221,22
"3750222",256,173,22
"3750223",264,315,21
"3750224",573,371,46
"3750225",255,249,26
"3750321",1335,110,40
"3750322",101,12,3
"3750323",1849,295,60
"3750324",2106,466,67
"3750325",983,300,46
"3750326",1052,184,47
"3750327",453,78,31
"3750421",151,261,16
"3750422",436,674,51
"3750424",182,309,20
"3750425",240,298,17
"3750426",116,89,5
"3750427",88,96,6
"3770001",83,96,7
"3770002",43,119,7
"3770003",3,15,0
"3770004",40,204,12
"3770005",26,126,5
"3770006",11,4,0
"3770007",214,525,31
"3790101",613,59,12
"3790102",319,65,7
"3790203",743,87,11
"3790204",304,40,6
"3790305",440,71,15
"3790306",413,134,9
"3790407",463,75,10
"3790408",384,74,16
"3810110",2419,318,60
"3810111",1376,565,69
"3810112",992,388,77
"3810114",1048,348,66
"3810123",636,202,36
"3810208",2779,542,81
"3810220",873,199,38
"3810222",2151,385,76
"3810227",2577,446,82
"3810228",2490,489,80
"3810230",1581,270,57
"3810305",1252,224,53
"3810306",1789,388,79
"3810307",1817,293,67
"3810309",1655,180,43
"3810324",2591,475,89
"3810325",2031,228,43
"3810415",1818,430,69
"3810418",2179,518,115
"3810421",1290,336,65
"3810426",1449,200,49
"3810429",1705,523,73
"3830001",67,30,4
"3830002",248,31,5
"3830003A",176,29,6
"3830003B",21,0,0
"3830004",159,26,5
"3850001",367,57,12
"3850002",399,48,9
"3850003",187,45,9
"3850004",136,17,5
"3850006",166,21,5
"3850007",43,3,0
"3870001",44,4,0
"3870002",247,111,7
"3870003",305,243,12
"3870004",297,175,4
"3870005",479,58,10
"3870007",122,24,3
"3870009",164,11,0
"3870010",112,6,3
"3870011",68,9,2
"3870013",275,49,8
"3870014",97,14,5
"3870017",126,17,2
"3870018",78,9,0
"3870019",202,27,4
"3870020",46,36,1
"3870021",64,23,2
"3870024",84,24,1
"3870027",211,12,2
"3870028",97,39,4
"3870029",74,26,1
"3870030",66,3,2
"3870031",82,5,3
"3890001",32,63,4
"3890002",111,142,11
"3890003",155,150,13
"3890004",23,5,1
"3890005",71,98,11
"3890006",20,25,1
"3890007",173,120,17
"3890008",50,57,5
"3890010",118,150,13
"3890011",71,157,13
"3890012",190,136,22
"3910001",94,92,2
"3910002",396,88,14
"3910003",290,80,8
"3910004",41,128,2
"391001A",99,133,6
"391002A",112,15,1
"391002B",107,40,7
"391003A",267,71,2
"391004A",121,95,6
"391004B",73,40,4
"3930001",111,2,3
"3930002",112,3,4
"3930003",81,6,3
"39304-1",63,2,0
"39304-2",64,3,1
"3950001",362,327,21
"3950002",437,270,28
"3950003",311,40,6
"3950004",270,26,11
"3950005",610,196,28
"3950006",700,148,14
"3950007",20,25,0
"3950008",164,15,3
"3950011",476,130,18
"3950013",119,12,2
"3950016",80,10,3
"3950018",47,5,0
"3950019",309,36,5
"3950022",95,441,9
"3950023",143,154,13
"3970001",2347,845,89
"3970002",1901,634,78
"3970003",134,131,6
"3970004",1196,288,30
"397001A",1367,674,77
"397001B",2750,777,92
"397001C",1593,447,56
"397002A",1835,786,75
"397002B",750,375,40
"397002C",2719,603,78
"397003A",341,373,25
"397003B",972,663,53
"397003C",1523,271,31
"397003D",3149,790,86
"397004A",2963,1354,182
"397004B",532,249,23
"397004C",1287,426,54
"3990001",553,92,21
"3990002",46,9,4
"3990003",560,73,12
"3990004A",129,21,6
"3990004B",7,0,0
"3990005",95,5,0
"3990006",76,5,1
"3990007",372,54,6
"3990008",360,29,5
"3990009",375,40,10
"3990010",220,12,3
"4010111",417,77,11
"4010112",773,154,19
"4010113",1191,283,26
"4010114",654,132,12
"4010201",369,80,7
"4010212",421,77,6
"4010213",834,164,16
"4010214",1137,331,25
"4010215",823,280,13
"4010302",290,246,5
"4010303",369,315,13
"4010314A",464,55,8
"4010314B",42,4,0
"4010315",404,32,11
"4010316",240,17,5
"4010317",175,117,4
"4010318",464,116,10
"4010319",113,83,5
"4010404",806,135,20
"4010405",575,126,14
"4010416",405,75,6
"4010417",574,151,18
"4010418",949,224,16
"4030001",930,90,15
"4030002",746,81,12
"4030003",150,70,7
"4030004",137,8,1
"4030005",477,42,8
"4030006",774,112,10
"4030007",42,48,3
"4030008",146,16,0
"4050001",428,207,11
"4050002",105,84,2
"4050003",91,39,0
"4050004",149,61,3
"4050005",162,22,4
"4050006",145,22,2
"4050007",159,32,2
"4050008",333,23,8
"4050009",439,54,8
"4050010",187,19,4
"4050011",6,151,2
"4070001",1155,283,34
"4070002",1288,290,38
"4070003",531,122,19
"4070004",384,24,8
"4070005",857,123,22
"4070006",969,198,17
"4070007",888,288,28
"4070008",450,119,12
"4070010",284,39,11
"4070013",298,54,9
"4070014",249,87,16
"4090101",114,101,3
"4090102",565,518,24
"4090103",166,25,2
"4090104",402,219,13
"4090105",176,449,9
"4090106",409,201,28
"4090107",89,39,2
"4090108",1443,466,63
"4090109",932,328,46
"4090110",433,315,16
"4090111",22,3,0
"4090112",65,328,10
"4090113",122,270,18
"4090114",643,195,20
"4090115",1296,383,40
"4090116",1685,430,60
"4090117",155,58,7
"4090118",316,525,21
"4090119",456,165,21
"4090120",283,89,9
"4090121",603,273,34
"4090122",265,109,12
"4090123",28,22,2
"4090124",592,722,21
"4090125",19,6,1
"4110001",455,60,4
"411002A",322,28,7
"411002B",154,8,2
"411003A",233,39,6
"411003B",164,27,3
"411004A",405,37,3
"411004B",61,6,1
"4130001",198,66,8
"4130002",179,47,10
"4130003",49,35,4
"4130004",274,41,6
"4150005",53,6,3
"4150006",138,15,1
"4150007",952,133,19
"4150008",358,45,8
"4150009",252,16,2
"4150010",636,66,8
"4150011",67,6,2
"4150012",495,107,17
"4150013",221,37,5
"4150014",68,10,2
"4150015",399,135,16
"4170101",278,28,4
"4170202",335,14,3
"4170303",131,8,2
"4170307",161,8,1
"4170404",22,1,0
"4170405",102,9,8
"4170406A",133,18,3
"4170406B",2,0,0
"4190002",378,37,7
"4190003",165,10,1
"4190004",335,56,0
"4190005",915,85,9
"4190006",264,49,3
"4190007",297,110,7
"4190008",364,172,14
"419001N",575,101,15
"419001S",702,158,12
"419001W",205,30,3
"419009N",473,100,11
"419009S",403,70,10
"41901SE",256,343,11
"41901SW",565,92,10
"4210101",36,4,1
"4210102",100,17,2
"4210201",68,16,1
"4210202",61,0,0
"4210301",61,8,7
"4210302",107,10,2
"4210401",258,18,7
"4230001",57,92,7
"4230002",54,225,10
"4230003",1051,333,54
"4230004",373,320,17
"4230005",2062,291,52
"4230006",371,85,12
"4230007",793,225,28
"4230008",589,171,13
"4230009",41,93,5
"4230010",688,766,27
"4230011",105,616,25
"4230012",257,745,27
"4230013",23,658,12
"4230014",566,308,19
"4230015",2590,323,55
"4230016",65,489,15
"4230017",466,48,11
"4230018",38,563,11
"4230019",2271,364,64
"4230020",115,144,12
"4230021",713,205,20
"4230022",136,110,2
"4230023",904,350,41
"4230025",970,267,38
"4230026",1211,227,24
"4230027",610,294,40
"4230028",1753,316,51
"4230029",808,205,21
"4230030",2139,356,56
"4230031",1857,302,55
"4230032",1167,310,33
"4230034",165,477,21
"4230035",518,741,29
"4230036",249,948,39
"4230037",951,183,18
"4230038",834,371,37
"4230039",120,135,2
"4230040",2565,410,52
"4230041",1805,281,43
"4230042",1950,379,59
"4230043",390,170,20
"4230044",1175,713,53
"4230045",704,71,10
"4230046",403,164,8
"4230047",138,60,4
"4230048",115,86,7
"4230049",42,72,1
"4230050",1128,310,39
"4230052",1018,178,18
"4230054",1331,483,42
"4230055",1671,798,70
"4230056",1500,464,61
"4230058",1494,389,42
"4230059",1611,418,40
"4230060",88,142,7
"4230061",606,447,47
"4230063",7,28,1
"4230064",48,35,2
"4230065",35,35,2
"4230066",169,148,6
"4230070",180,87,19
"4230071",2003,417,34
"4230072",71,41,0
"4230073",163,135,8
"4230074",163,27,5
"4230075",1678,220,26
"4230076",69,169,5
"4230077",119,86,10
"4230078",77,18,1
"4230079",1597,391,56
"4230080",10,2,0
"4230081",43,81,3
"4230082",8,12,0
"4250001",604,96,22
"4250002",866,156,24
"4250003",741,141,44
"4250004",751,108,30
"4270001",254,590,39
"4270002",291,829,58
"4270003",115,400,40
"4270004",123,120,10
"4270005",18,27,1
"4270006",447,2036,190
"4270007",58,264,14
"4270008",157,663,35
"4270009",204,738,44
"4270010",441,1250,102
"4291-11",483,59,16
"4292-11",616,73,8
"4292-19A",41,1,0
"4292-19B",97,6,0
"4292-19C",0,0,0
"4293-11",214,45,8
"4293-19",234,18,2
"4294-11",270,40,11
"4294-19",450,33,6
"4295-11",190,8,2
"4310001A",91,6,1
"4310001B",27,4,1
"4310002A",66,7,1
"4310002B",6,0,0
"4310002C",11,1,1
"4310002D",3,0,0
"4310003",137,5,1
"4310004",102,8,1
"4330001",131,16,2
"4330002",121,32,2
"4330003",119,20,3
"4330004",99,33,6
"4350101",150,75,7
"4350201",267,33,8
"4350301",354,76,6
"4350401",151,61,5
"4370001",196,61,9
"4370002",357,109,16
"4370003",321,70,11
"4370004",79,54,4
"4370006",118,37,6
"4370007",200,29,7
"4370009",15,7,0
"4370011",112,37,2
"4391001",503,509,45
"4391004",659,590,47
"4391005",22,321,11
"4391008",4,107,3
"4391009",472,307,30
"4391010",25,116,4
"4391011",31,311,11
"4391012",454,739,48
"4391013",130,968,34
"4391014",106,160,13
"4391015",213,378,32
"4391019",60,229,8
"4391021",1169,544,60
"4391022",408,307,29
"4391023",1288,1191,90
"4391024",1043,608,45
"4391025",275,622,22
"4391034",1412,374,48
"4391056",20,106,8
"4391059",18,188,4
"4391061",5,49,2
"4391062",8,12,0
"4391064",0,0,0
"4391066",114,236,25
"4391071",372,721,50
"4391074",23,253,6
"4391075",55,278,13
"4391076",315,397,34
"4391078",14,339,6
"4391079",21,421,9
"4391080",23,458,11
"4391081",267,148,11
"4391082",104,163,15
"4391083",55,311,11
"4391084",0,0,0
"4391085",120,211,9
"4391088",84,411,19
"4391089",20,545,11
"4391090",21,507,11
"4391094",274,549,52
"4391095",371,200,17
"4391098",43,592,19
"4391099",87,235,12
"4391103",601,283,17
"4391104",99,1140,31
"4391105",574,470,43
"4391106",18,868,22
"4391108",569,484,53
"4391109",114,334,21
"4391111",1290,320,45
"4391117",632,517,49
"4391119",921,1581,89
"4391120",52,1165,28
"4391126",292,679,42
"4391127",29,684,17
"4391132",20,602,15
"4391133",453,567,54
"4391142",388,364,31
"4391146",465,859,44
"4391149",207,848,23
"4391150",223,566,18
"4391151",249,376,24
"4391153",46,796,18
"4391154",32,168,5
"4391165",50,86,9
"4391167",422,429,46
"4391170",503,925,55
"4391175",349,461,28
"4391184",182,264,14
"4391186",296,106,4
"4391188",8,262,4
"4391189",673,731,47
"4391197",1191,1255,95
"4391198",58,113,11
"4391199",168,108,5
"4391206",1007,473,80
"4391207",577,724,44
"4391208",1987,851,101
"4391211",41,840,31
"4391227",602,1593,74
"4391236",139,202,23
"4391237",104,241,9
"4391238",529,971,53
"4391241",33,74,9
"4391244",68,32,1
"4391251",293,1409,48
"4391255",530,1142,54
"4391257",268,518,29
"4391264",581,461,39
"4391265",501,687,36
"4391270",138,156,18
"4391271",1143,397,50
"4391273",317,656,46
"4391277A",431,407,38
"4391277B",0,0,0
"4391278",174,854,25
"4391279",321,847,44
"4391291",37,956,23
"4391292",159,601,30
"4391293",82,528,21
"4391294",1370,878,81
"4391295",125,284,14
"4391296",877,615,44
"4391297",50,1153,20
"4391298",643,670,59
"4391300",368,834,47
"4391301",121,850,28
"4391311",228,792,33
"4391337",998,423,50
"4391339",935,655,67
"4391345",93,95,5
"4391346",17,394,6
"4391347",1191,1545,83
"4391348",390,111,18
"4391351",0,0,0
"4391352",270,106,12
"4391366",0,0,0
"4391376",0,6,1
"4391377",1129,1153,68
"4391378",436,1340,73
"4391380",377,448,34
"4391382",263,856,35
"4391388",442,925,48
"4391394",0,0,0
"4391404",7,11,0
"4391407",12,26,2
"4391408",27,64,2
"4391412",0,0,0
"4391414",5,21,0
"4391415",113,458,18
"4391416",44,44,4
"4391418",0,0,0
"4391420",0,0,0
"4391423",1432,507,39
"4391424",10,5,2
"4391427",0,2,1
"4391430",1,3,0
"4391431",795,298,31
"4391434",2,1,0
"4391436",192,293,11
"4391437",254,214,10
"4391439",6,46,3
"4391440",188,761,31
"4391441",68,305,18
"4391444",9,25,1
"4391445",17,29,8
"4391455",0,0,0
"4391457",2,1,0
"4391459",225,727,35
"4391460",239,920,42
"4391463",177,556,40
"4391472",68,45,7
"4391473",13,30,1
"4391476",15,30,0
"4391477",52,361,14
"4391479",17,67,3
"4391481",27,138,8
"4391482",31,259,6
"4391489",247,694,51
"4391490",82,191,16
"4391491",1,0,0
"4391501",113,160,10
"4391504",908,206,31
"4391514",0,0,0
"4391515",10,5,2
"4391518",85,293,14
"4391543",0,0,0
"4391544",0,2,0
"4391547",0,0,0
"4391549",0,0,0
"4391550",1,19,0
"4391555",1,0,0
"4391559",32,84,2
"4391564",0,0,0
"4391576",3,75,0
"4391577",61,406,10
"4391578",153,546,30
"4391586",0,1,0
"4391589",41,61,9
"4391594",0,0,0
"4391597",34,205,8
"4391603",309,855,47
"4391605",0,0,0
"4391607",0,0,0
"4391608",247,310,28
"4391610",0,0,0
"4391611",4,4,0
"4391617",5,9,0
"4391619",2,9,0
"4391621",16,39,2
"4391622",14,13,2
"4391623",0,0,0
"4391625",0,0,0
"4391627",119,46,6
"4391628",0,0,0
"4391631",55,79,8
"4391633",7,7,3
"4391639",403,1615,64
"4391641",961,1460,76
"4391642",295,888,27
"4391651",0,0,0
"4391652",0,79,1
"4391672",0,0,0
"4391674",0,0,0
"4391676",48,99,7
"4391677",8,7,3
"4391678",1,3,1
"4391679",0,0,0
"4391684",133,138,14
"4391701",278,322,34
"4391704",734,398,36
"4392002",0,3,0
"4392003",343,242,26
"4392007",889,458,52
"4392026",693,480,52
"4392027",203,358,28
"4392028",516,253,44
"4392029",1641,889,106
"4392030",385,1252,53
"4392031",751,1844,83
"4392033",560,470,48
"4392052",494,773,84
"4392055",707,520,43
"4392058",0,0,0
"4392100",138,128,21
"4392112",892,355,33
"4392134",134,201,12
"4392143",161,210,30
"4392145",238,541,34
"4392147",407,300,53
"4392148",263,689,36
"4392158",795,621,35
"4392161",284,573,53
"4392168",529,648,78
"4392169",139,362,20
"4392171",994,620,77
"4392173",470,193,21
"4392174",843,662,55
"4392180",159,573,18
"4392181",947,682,66
"4392190",76,92,9
"4392205",927,561,77
"4392210",121,201,19
"4392217",571,837,73
"4392219",845,661,52
"4392220",1043,611,53
"4392221",1346,1342,99
"4392223",896,295,38
"4392224",340,641,38
"4392225",114,492,34
"4392226",301,592,37
"4392228",1007,524,49
"4392229",668,546,72
"4392235",473,773,62
"4392246",495,286,25
"4392258",252,97,8
"4392262",406,148,19
"4392263",311,543,41
"4392266",1122,679,73
"4392267",294,656,50
"4392268",264,364,28
"4392269",102,120,11
"4392274",2,0,0
"4392275",188,297,21
"4392280",573,423,38
"4392281",464,346,22
"4392299",245,604,31
"4392302",132,566,39
"4392303",838,525,45
"4392304",928,502,32
"4392305",587,458,29
"4392306",845,396,48
"4392307",1499,1060,73
"4392308",899,650,62
"4392309",234,396,32
"4392310",630,455,36
"4392313",889,498,56
"4392314",1316,677,71
"4392315",304,604,33
"4392316",445,505,40
"4392317",486,291,33
"4392318",671,386,41
"4392319",932,510,48
"4392320",279,602,26
"4392341",51,140,7
"4392349",337,621,32
"4392353",235,376,31
"4392354",389,736,48
"4392355",505,353,34
"4392356",905,843,49
"4392357",1191,666,45
"4392358",913,513,48
"4392360",1372,545,53
"4392379",542,1390,60
"4392381",63,194,7
"4392383",429,739,54
"4392393",76,124,8
"4392401",95,63,6
"4392402",6,2,0
"4392403",2,7,0
"4392405",633,1533,86
"4392411",39,139,5
"4392413",78,276,14
"4392419",0,0,0
"4392425",734,877,75
"4392426",878,465,48
"4392428",68,171,10
"4392435",794,696,58
"4392438",391,930,40
"4392442",604,598,30
"4392448",488,967,66
"4392449",385,771,53
"4392450",405,839,43
"4392451",10,55,4
"4392453",395,774,31
"4392461",202,732,35
"4392462",256,607,32
"4392464",177,115,9
"4392466",198,441,26
"4392467",420,771,46
"4392468",836,606,48
"4392474",156,57,7
"4392484",596,1322,61
"4392488",432,855,54
"4392505",618,313,30
"4392506",1529,1051,111
"4392513",0,0,0
"4392519",187,418,21
"4392520",605,510,51
"4392521",417,309,38
"4392522",1380,899,81
"4392523",269,564,37
"4392524",1220,312,42
"4392525",425,1122,65
"4392535",787,379,34
"4392536",498,562,49
"4392537",172,480,19
"4392541",363,864,41
"4392546",7,28,1
"4392548",712,252,36
"4392553",257,496,32
"4392556",722,437,34
"4392557",187,452,29
"4392561",0,0,0
"4392569",3,21,1
"4392571",0,0,0
"4392581",465,784,51
"4392600",0,0,0
"4392601",0,0,0
"4392606",2,6,0
"4392609",0,0,0
"4392612",0,0,0
"4392613",174,630,28
"4392614",74,116,5
"4392616",10,21,3
"4392618",9,25,0
"4392635",648,1416,77
"4392636",807,513,54
"4392643",1068,1625,89
"4392644",496,1139,53
"4392645",878,370,37
"4392655",163,353,25
"4392656",6,33,2
"4392657",4,9,1
"4392658",55,159,9
"4392659",3,4,0
"4392660",76,47,8
"4392670",25,42,5
"4392673",0,0,0
"4392675",0,0,0
"4392680",0,0,0
"4392681",0,0,0
"4392697",632,824,44
"4392699",720,1219,75
"4393032",519,290,29
"4393035",1694,757,81
"4393036",494,536,59
"4393037",1177,562,62
"4393038",1000,798,83
"4393039",1833,785,80
"4393040",1245,536,57
"4393041",647,472,46
"4393043",1356,429,84
"4393049",1488,472,56
"4393054",1387,695,88
"4393063",1687,715,88
"4393072",1256,414,49
"4393114",1076,534,63
"4393131",643,310,35
"4393139",390,273,45
"4393140",702,316,45
"4393152",16,5,0
"4393156",805,269,36
"4393157",636,534,66
"4393160",560,532,48
"4393164",619,371,50
"4393166",564,606,63
"4393172",811,585,59
"4393176",1147,722,70
"4393177",1157,399,41
"4393183",1060,970,72
"4393185",2,0,0
"4393187",518,332,50
"4393192",383,87,14
"4393193",1652,504,53
"4393194",650,385,53
"4393196",984,423,56
"4393200",870,541,50
"4393209",2020,588,69
"4393212",546,518,46
"4393213",583,376,37
"4393214",930,568,64
"4393215",1061,394,37
"4393216",1076,937,74
"4393240",876,513,37
"4393247",411,449,46
"4393248",1857,723,74
"4393249",1049,903,82
"4393254",688,536,48
"4393260",680,292,30
"4393282",662,339,34
"4393283",731,342,32
"4393286",457,107,14
"4393287",848,508,57
"4393289",917,476,54
"4393321",1667,1047,124
"4393322",937,471,46
"4393323",1810,623,60
"4393324",847,415,44
"4393325",418,185,23
"4393326",274,164,21
"4393327",650,380,35
"4393329",597,743,52
"4393330",585,220,16
"4393331",2197,662,71
"4393332",847,645,55
"4393333",1771,947,112
"4393334",683,552,50
"4393335",905,467,48
"4393336",729,958,58
"4393359",987,412,34
"4393361",1172,618,85
"4393363A",668,250,26
"4393363B",473,176,20
"4393364",269,228,18
"4393365",2057,658,58
"4393367",729,352,51
"4393368",386,151,11
"4393372",1202,664,67
"4393384",569,409,57
"4393385",1404,596,67
"4393386",2100,755,75
"4393387",1021,340,56
"4393389",1035,1102,91
"4393390",1999,713,67
"4393391",640,789,68
"4393392",1103,381,40
"4393396",1276,803,69
"4393398",568,279,40
"4393406",0,0,0
"4393409",8,2,1
"4393417",783,424,42
"4393421",722,249,29
"4393422",2179,644,75
"4393433",304,103,17
"4393443",851,512,49
"4393446",0,0,0
"4393447",0,0,0
"4393465",1074,752,64
"4393469",482,310,31
"4393470",62,24,0
"4393471",925,276,29
"4393486",1794,954,126
"4393500",210,57,4
"4393502",836,208,35
"4393507",799,508,56
"4393509",713,421,43
"4393510",1564,510,54
"4393511",670,778,70
"4393516",990,400,36
"4393517",655,583,37
"4393526",646,241,17
"4393527",1016,436,43
"4393529",1136,445,34
"4393530",1155,612,46
"4393538",1649,751,55
"4393539",7,1,0
"4393542",930,520,71
"4393545",1228,444,44
"4393552A",805,649,55
"4393552B",226,184,16
"4393554",1440,507,62
"4393558",1729,598,41
"4393560",0,0,0
"4393562",78,22,1
"4393566",1,1,0
"4393567",1536,405,61
"4393570",944,618,56
"4393574",114,129,8
"4393575",0,0,0
"4393579",458,131,12
"4393580",0,0,0
"4393582",27,1,1
"4393583",0,0,0
"4393584",0,0,0
"4393585",0,0,0
"4393590",0,0,0
"4393624",123,78,7
"4393626",365,113,14
"4393637",606,525,51
"4393646",1037,642,102
"4393647",1079,724,58
"4393648",1246,740,88
"4393653",1,0,0
"4393654",0,0,0
"4393661",0,0,0
"4393662",5,0,0
"4393663",2,2,0
"4393664",0,0,0
"4393665",11,0,0
"4393667",56,17,1
"4393668",187,58,9
"4393669",2,1,0
"4393671",302,127,11
"4393695",1413,786,70
"4393696",1271,735,88
"4393698",1290,898,65
"4393700",588,326,48
"4394006",94,305,20
"4394016",495,470,49
"4394017",171,813,31
"4394018",348,172,26
"4394020",426,279,35
"4394042",283,232,20
"4394044A",1556,546,68
"4394044B",28,10,1
"4394045",1168,388,37
"4394046",1641,459,63
"4394047",1272,298,47
"4394048",50,234,12
"4394050",64,405,12
"4394051",1,3,0
"4394053",387,228,32
"4394057",258,166,6
"4394060",310,784,73
"4394065",1618,376,62
"4394067",104,483,20
"4394068",91,392,23
"4394069",1684,903,111
"4394070",713,636,58
"4394073",122,101,2
"4394077",84,107,5
"4394086",1198,466,46
"4394087",28,191,11
"4394091",812,408,42
"4394092",58,302,17
"4394093",125,576,29
"4394096",202,463,27
"4394097",121,389,25
"4394101",210,302,15
"4394102",227,241,15
"4394107",68,318,18
"4394110",83,368,19
"4394113",117,55,7
"4394115",372,73,6
"4394116",799,576,56
"4394118",351,368,29
"4394121",729,484,66
"4394122",104,477,21
"4394123",103,451,17
"4394124",369,364,26
"4394125",118,125,13
"4394128",828,476,48
"4394129",501,244,30
"4394130",1152,557,44
"4394135",345,309,29
"4394136",502,589,54
"4394137",567,338,35
"4394138",172,160,17
"4394141",767,553,44
"4394144",552,279,21
"4394155",242,768,65
"4394159",418,304,36
"4394162",104,130,12
"4394163",474,340,29
"4394178",1117,663,58
"4394179",273,334,19
"4394182",1236,737,58
"4394191",429,204,22
"4394195",84,457,18
"4394201",68,384,20
"4394202",354,374,34
"4394203",348,516,38
"4394204",937,672,67
"4394218",296,267,23
"4394222",259,251,20
"4394230",1334,861,84
"4394231",103,508,22
"4394232",965,1020,111
"4394233",115,454,35
"4394234",1237,653,85
"4394239",48,23,3
"4394242",251,88,15
"4394243",414,348,39
"4394245",4,51,1
"4394250",850,653,58
"4394252",305,288,34
"4394253",128,125,12
"4394256",62,267,15
"4394259",535,161,23
"4394261",743,725,65
"4394272",187,104,12
"4394276",688,464,50
"4394284",117,28,5
"4394285",109,150,13
"4394288",13,67,3
"4394290",675,513,38
"4394312",16,50,4
"4394328",349,289,33
"4394338",1020,754,81
"4394340",884,277,45
"4394342",909,570,56
"4394343",856,361,29
"4394344",614,331,18
"4394350",403,462,54
"4394362",2,1,0
"4394369",1308,689,100
"4394370",0,0,0
"4394371",1222,242,38
"4394373",105,36,9
"4394374",655,530,55
"4394375",1107,428,67
"4394395",243,58,13
"4394397",107,83,6
