CNTYVTD,BrownR_18G_Sup Ct 6,ChengD_18G_Sup Ct 6
"4391105",574,509
"4391106",17,892
"4391108",568,534
"4391109",117,352
"4391111",1296,354
"4391117",629,558
"4391119",913,1660
"4391120",55,1192
"4391126",309,695
"4391127",32,698
"4391132",23,615
"4391133",457,606
"4391142",389,390
"4391146",468,890
"4391149",206,876
"4391150",224,583
"4391151",260,391
"4391153",46,811
"4391154",36,169
"4391165",53,93
"4391167",433,460
"4391170",507,969
"4391175",353,483
"4391184",181,275
"4391186",299,107
"4391188",9,267
"4391189",680,767
"4391197",1227,1306
"4391198",61,123
"4391199",164,113
"4391206",1027,529
"4391207",587,748
"4391208",2003,923
"4391211",46,865
"4391227",611,1655
"4391236",143,220
"4391237",108,249
"4391238",553,989
"4391241",34,84
"4391244",70,31
"4391251",302,1440
"4391255",541,1181
"4391257",275,540
"4391264",577,496
"4391265",502,719
"4391270",143,168
"4391271",1154,428
"4391273",338,681
"4391277A",436,435
"4391277B",0,0
"4391278",170,886
"4391279",325,881
"4391291",46,968
"4391292",167,617
"4391293",89,540
"4391294",1397,929
"4391295",122,298
"4391296",873,655
"4391297",51,1172
"4391298",643,732
"4391300",389,855
"4391301",122,877
"4391311",229,820
"4391337",1012,456
"4391339",945,707
"4391345",94,99
"4391346",17,402
"4391347",1213,1610
"4391348",392,124
"4391351",0,0
"4391352",272,114
"4391366",0,0
"4391376",0,7
"4391377",1136,1200
"4391378",450,1393
"4391380",375,482
"4391382",265,884
"4391388",448,966
"4391394",0,0
"4391404",7,11
"4391407",12,28
"4391408",29,64
"4391412",0,0
"4391414",5,21
"4391415",115,472
"4391416",43,49
"4391418",0,0
"4391420",0,0
"4391423",1424,550
"4391424",10,7
"4391427",1,2
"4391430",1,3
"4391431",802,316
"4391434",1,2
"4391436",195,300
"4391437",247,227
"4391439",7,48
"4391440",195,783
"4391441",69,320
"4391444",9,26
"4391445",17,34
"4391455",0,0
"4391457",2,1
"4391459",227,752
"4391460",242,955
"4391463",187,579
"4391472",74,49
"4391473",14,30
"4391476",14,31
"4391477",51,374
"4391479",19,67
"4391481",24,151
"4391482",33,260
"4391489",256,736
"4391490",85,202
"4391491",1,0
"4391501",117,166
"4391504",922,227
"4391514",0,0
"4391515",9,8
"4391518",90,302
"4391543",0,0
"4391544",0,2
"4391547",0,0
"4391549",0,0
"4391550",1,19
"4391555",1,0
"4391559",30,88
"4391564",0,0
"4391576",4,73
"4391577",61,415
"4391578",163,567
"4391586",0,1
"4391589",45,67
"4391594",0,0
"4391597",39,209
"4391603",317,894
"4391605",0,0
"4391607",0,0
"4391608",243,333
"4391610",0,0
"4391611",4,4
"4391617",5,9
"4391619",2,9
"4391621",18,38
"4391622",15,14
"4391623",0,0
"4391625",0,0
"4391627",121,49
"4391628",0,0
"4391631",55,84
"4391633",10,7
"4391639",408,1673
"4391641",973,1525
"4391642",297,910
"4391651",0,0
"4391652",0,79
"4391672",0,0
"4391674",0,0
"4391676",45,107
"4391677",9,9
"4391678",1,4
"4391679",0,0
"4391684",130,155
"4391701",281,349
"4391704",749,417
"4392002",0,3
"4392003",351,255
"4392007",903,496
"4392026",683,529
"4392027",208,381
"4392028",542,271
"4392029",1650,972
"4392030",389,1290
"4392031",751,1920
"4392033",570,506
"4392052",506,840
"4392055",702,557
"4392058",0,0
"4392100",145,137
"4392112",902,375
"4392134",133,216
"4392143",179,221
"4392145",235,565
"4392147",406,346
"4392148",273,716
"4392158",796,654
"4392161",290,611
"4392168",546,698
"4392169",135,386
"4392171",1008,680
"4392173",463,218
"4392174",841,710
"4392180",163,587
"4392181",955,731
"4392190",78,98
"4392205",940,598
"4392210",120,218
"4392217",584,903
"4392219",851,707
"4392220",1041,659
"4392221",1360,1421
"4392223",896,328
"4392224",336,669
"4392225",119,518
"4392226",313,613
"4392228",991,575
"4392229",679,595
"4392235",488,814
"4392246",490,306
"4392258",250,107
"4392262",404,166
"4392263",316,571
"4392266",1128,742
"4392267",309,691
"4392268",269,385
"4392269",105,125
"4392274",2,0
"4392275",190,315
"4392280",575,462
"4392281",457,375
"4392299",239,637
"4392302",135,604
"4392303",830,570
"4392304",917,534
"4392305",585,484
"4392306",839,441
"4392307",1472,1143
"4392308",907,701
"4392309",239,421
"4392310",628,487
"4392313",890,545
"4392314",1307,738
"4392315",301,634
"4392316",448,542
"4392317",491,319
"4392318",678,412
"4392319",936,539
"4392320",290,611
"4392341",46,151
"4392349",332,662
"4392353",239,400
"4392354",400,769
"4392355",520,372
"4392356",910,890
"4392357",1183,715
"4392358",919,541
"4392360",1372,593
"4392379",547,1444
"4392381",60,203
"4392383",443,778
"4392393",75,132
"4392401",94,71
"4392402",6,2
"4392403",2,7
"4392405",660,1597
"4392411",38,144
"4392413",81,287
"4392419",0,0
"4392425",761,921
"4392426",886,509
"4392428",72,178
"4392435",789,749
"4392438",392,972
"4392442",585,638
"4392448",496,1027
"4392449",390,813
"4392450",409,879
"4392451",8,59
"4392453",396,808
"4392461",209,765
"4392462",246,645
"4392464",172,124
"4392466",210,456
"4392467",420,813
"4392468",841,639
"4392474",162,56
"4392484",603,1367
"4392488",444,897
"4392505",619,340
"4392506",1529,1148
"4392513",0,0
"4392519",193,431
"4392520",604,548
"4392521",426,335
"4392522",1389,964
"4392523",270,595
"4392524",1213,349
"4392525",452,1158
"4392535",801,396
"4392536",508,599
"4392537",175,497
"4392541",373,895
"4392546",6,30
"4392548",721,275
"4392553",264,520
"4392556",721,465
"4392557",189,478
"4392561",0,0
"4392569",3,22
"4392571",0,0
"4392581",481,818
"4392600",0,0
"4392601",0,0
"4392606",2,6
"4392609",0,0
"4392612",0,0
"4392613",175,652
"4392614",75,119
"4392616",9,25
"4392618",10,24
"4392635",674,1470
"4392636",823,539
"4392643",1077,1704
"4392644",497,1181
"4392645",883,408
"4392655",172,368
"4392656",7,33
"4392657",4,10
"4392658",57,167
"4392659",3,4
"4392660",79,50
"4392670",26,45
"4392673",0,0
"4392675",0,0
"4392680",0,0
"4392681",0,0
"4392697",645,845
"4392699",726,1289
"4393032",533,298
"4393035",1693,821
"4393036",509,577
"4393037",1174,601
"4393038",1024,860
"4393039",1820,866
"4393040",1240,587
"4393041",648,510
"4393043",1376,485
"4393049",1483,525
"4393054",1404,755
"4393063",1705,782
"4393072",1254,458
"4393114",1080,583
"4393131",652,329
"4393139",410,305
"4393140",716,350
"4393152",16,5
"4393156",811,287
"4393157",651,575
"4393160",574,560
"4393164",624,404
"4393166",591,638
"4393172",831,617
"4393176",1164,771
"4393177",1149,443
"4393183",1086,1010
"4393185",2,0
"4393187",531,361
"4393192",383,94
"4393193",1632,564
"4393194",672,412
"4393196",1002,456
"4393200",868,595
"4393209",2038,629
"4393212",556,547
"4393213",593,398
"4393214",942,624
"4393215",1062,425
"4393216",1078,995
"4393240",889,536
"4393247",414,486
"4393248",1864,779
"4393249",1049,972
"4393254",692,577
"4393260",681,320
"4393282",657,366
"4393283",727,376
"4393286",453,120
"4393287",869,544
"4393289",930,514
"4393321",1709,1128
"4393322",949,501
"4393323",1806,666
"4393324",864,446
"4393325",417,207
"4393326",281,180
"4393327",658,404
"4393329",616,772
"4393330",580,235
"4393331",2180,740
"4393332",849,693
"4393333",1795,1037
"4393334",690,595
"4393335",910,504
"4393336",728,1012
"4393359",960,473
"4393361",1167,700
"4393363A",674,270
"4393363B",480,193
"4393364",271,243
"4393365",2032,732
"4393367",720,406
"4393368",377,170
"4393372",1204,719
"4393384",576,449
"4393385",1412,642
"4393386",2110,815
"4393387",1029,376
"4393389",1033,1181
"4393390",1996,769
"4393391",651,841
"4393392",1105,415
"4393396",1286,857
"4393398",570,314
"4393406",0,0
"4393409",9,2
"4393417",790,458
"4393421",736,257
"4393422",2170,728
"4393433",313,109
"4393443",857,551
"4393446",0,0
"4393447",0,0
"4393465",1085,799
"4393469",491,328
"4393470",62,22
"4393471",906,317
"4393486",1801,1064
"4393500",214,56
"4393502",851,221
"4393507",804,557
"4393509",705,468
"4393510",1559,560
"4393511",670,839
"4393516",978,428
"4393517",666,610
"4393526",657,251
"4393527",1006,483
"4393529",1082,526
"4393530",1150,658
"4393538",1617,820
"4393539",7,1
"4393542",946,570
"4393545",1208,499
"4393552A",820,681
"4393552B",231,193
"4393554",1442,565
"4393558",1702,669
"4393560",0,0
"4393562",78,24
"4393566",0,1
"4393567",1534,461
"4393570",956,651
"4393574",115,139
"4393575",0,0
"4393579",456,142
"4393580",0,0
"4393582",28,1
"4393583",0,0
"4393584",0,0
"4393585",0,0
"4393590",0,0
"4393624",125,83
"4393626",363,127
"4393637",624,549
"4393646",1076,695
"4393647",1078,781
"4393648",1274,790
"4393653",1,0
"4393654",0,0
"4393661",0,0
"4393662",5,0
"4393663",2,2
"4393664",0,0
"4393665",11,0
"4393667",56,17
"4393668",194,55
"4393669",2,1
"4393671",304,134
"4393695",1416,846
"4393696",1286,800
"4393698",1295,960
"4393700",591,364
"4394006",91,330
"4394016",493,518
"4394017",176,840
"4394018",362,182
"4394020",440,299
"4394042",289,241
"4394044A",1578,596
"4394044B",28,11
"4394045",1174,412
"4394046",1659,490
"4394047",1290,321
"4394048",53,242
"4394050",67,415
"4394051",1,3
"4394053",394,251
"4394057",251,168
"4394060",302,854
"4394065",1625,426
"4394067",100,504
"4394068",88,416
"4394069",1704,974
"4394070",720,679
"4394073",122,99
"4394077",82,115
"4394086",1194,512
"4394087",34,194
"4394091",827,433
"4394092",56,318
"4394093",127,601
"4394096",213,482
"4394097",121,413
"4394101",216,314
"4394102",233,253
"4394107",73,330
"4394110",85,385
"4394113",116,60
"4394115",371,74
"4394116",786,641
"4394118",346,397
"4394121",745,527
"4394122",118,484
"4394123",102,469
"4394124",367,380
"4394125",119,136
"4394128",852,498
"4394129",503,276
"4394130",1141,595
"4394135",350,328
"4394136",511,632
"4394137",561,375
"4394138",171,176
"4394141",781,580
"4394144",556,295
"4394155",270,804
"4394159",428,327
"4394162",104,140
"4394163",480,363
"4394178",1113,711
"4394179",282,346
"4394182",1222,797
"4394191",432,223
"4394195",86,473
"4394201",67,403
"4394202",357,403
"4394203",359,543
"4394204",959,706
"4394218",303,281
"4394222",252,279
"4394230",1327,943
"4394231",107,526
"4394232",1001,1089
"4394233",126,474
"4394234",1252,706
"4394239",50,23
"4394242",255,101
"4394243",421,374
"4394245",5,51
"4394250",859,700
"4394252",310,308
"4394253",128,135
"4394256",69,275
"4394259",538,179
"4394261",747,779
"4394272",187,111
"4394276",690,500
"4394284",123,29
"4394285",105,168
"4394288",14,69
"4394290",682,537
"4394312",16,53
"4394328",367,301
"4394338",1031,815
"4394340",891,315
"4394342",919,610
"4394343",852,393
"4394344",607,357
"4394350",405,506
"4394362",2,1
"4394369",1341,751
"4394370",0,0
"4394371",1218,278
"4394373",104,45
"4394374",670,569
"4394375",1108,486
"4394395",246,66
"4394397",109,85
"4394399",97,33
"4394400",82,66
"4394410",702,710
"4394429",479,345
"4394432",3,12
"4394452",1235,1160
"4394454",793,449
"4394456",464,257
"4394458",3,1
"4394475",11,33
"4394478",0,0
"4394480",399,145
"4394483",11,12
"4394485",84,90
"4394487",0,0
"4394492",212,304
"4394493",365,310
"4394494",1,0
"4394495",26,45
"4394496",89,200
"4394497",362,717
"4394498",287,137
"4394499",927,918
"4394503",155,288
"4394508",1109,913
"4394512",0,0
"4394528",1178,868
"4394531",986,534
"4394532",599,168
"4394533",452,304
"4394534",1160,763
"4394540",847,734
"4394551",1173,735
"4394563",0,0
"4394565",15,8
"4394568",20,9
"4394572",5,17
"4394573",0,0
"4394587",0,93
"4394588",1370,941
"4394591",835,706
"4394592",0,0
"4394593",62,69
"4394595",18,17
"4394596",16,39
"4394598",0,0
"4394599",1554,1287
"4394602",0,0
"4394604",1,2
"4394615",0,0
"4394620",7,17
"4394629",0,0
"4394630",0,0
"4394632",0,0
"4394634",393,468
"4394638",696,523
"4394640",139,291
"4394649",1113,531
"4394650",795,617
"4394666",0,0
"4394682",54,112
"4394683",0,0
"4394685",0,0
"4394686",0,0
"4394687",20,54
"4394688",11,12
"4394689",42,46
"4394690",9,0
"4394691",4,9
"4394692",2,8
"4394693",1,2
"4394694",1106,758
"4394702",491,355
"4394703",620,677
"4410101",1281,586
"4410102",895,376
"4410103",911,413
"4410104",1358,295
"4410105",955,499
"4410106",236,151
"4410107",234,48
"4410108",683,75
"4410109",137,14
"4410110",50,5
"4410201",337,256
"4410202",581,533
"4410203",692,395
"4410204",708,210
"4410205",710,517
"4410206",1040,198
"4410207",141,24
"4410301",861,350
"4410302",1042,278
"4410303",1038,99
"4410304",1066,397
"4410305",1462,316
"4410306",2364,467
"4410307",2784,516
"4410308",882,133
"4410401",334,228
"4410402",1080,452
"4410403",772,404
"4410404",680,424
"4410405",554,258
"4410406",1399,415
"4410407",514,149
"4410408",2115,251
"4410409",491,47
"4430001",59,41
"4430002A",4,4
"4430002B",48,48
"4430003",79,13
"4430004A",10,1
"4430004B",79,19
"4450101",206,40
"4450102",691,118
"4450201",215,82
"4450202",191,59
"4450301",308,166
"4450401",402,124
"4450402",128,7
"4470001",171,7
"4470002",147,20
"4473003",130,26
"4474005",47,12
"4474006",107,6
"4490001",43,193
"4490002",194,104
"4490003",273,69
"4490004",294,60
"4490005",133,17
"4490006",575,88
"4490007",461,103
"4490008",176,243
"4490009",158,53
"4490010",438,51
"4490011",68,22
"4490012",144,21
"4490014",448,319
"4490015",327,63
"4490016",970,233
"4490017",57,146
"4490018",85,12
"4490019",239,115
"4490020",512,216
"4510106",239,164
"4510107",254,132
"4510108",427,47
"4510112",513,74
"4510114",78,209
"4510124",138,309
"4510137",496,511
"4510144",326,282
"4510146",610,487
"4510213",1590,181
"4510215",1154,293
"4510225",59,2
"4510228",986,386
"4510230",2022,700
"4510241",2445,598
"4510304",1076,414
"4510305",16,10
"4510306",541,221
"4510308",71,54
"4510319",1493,487
"4510327",674,412
"4510348",295,82
"4510351",213,52
"4510358",2012,330
"4510401",51,28
"4510402",1035,580
"4510420",239,47
"4510421",1531,437
"4510422",742,111
"4510423",581,63
"4510424",847,339
"4510434",269,218
"4510435",331,168
"4510436",1474,666
"4530101",546,3027
"4530102",125,557
"4530103",267,697
"4530104",238,553
"4530105",1214,4021
"4530106",938,1262
"4530107",156,99
"4530108",169,811
"4530109",400,1079
"4530110",1337,2938
"4530111",747,2102
"4530112",208,707
"4530113",994,3209
"4530114",54,105
"4530115",0,0
"4530116",0,0
"4530117",148,1519
"4530118",32,329
"4530119",0,0
"4530120",34,52
"4530121",50,571
"4530122",90,1712
"4530123",1500,2545
"4530124",298,3091
"4530125",0,0
"4530126",266,3415
"4530127",0,1
"4530128",0,0
"4530129",101,1600
"4530130",148,1235
"4530131",0,1
"4530132",160,1699
"4530133",193,1447
"4530134",0,0
"4530135",733,4925
"4530136",824,1164
"4530137",2834,3947
"4530138",0,0
"4530139",339,1635
"4530140",189,956
"4530141",54,237
"4530142",74,668
"4530145",463,1162
"4530146",748,1159
"4530148",782,1893
"4530149",139,1260
"4530150",710,734
"4530151",179,1452
"4530152",191,2695
"4530153",729,2592
"4530154",535,1744
"4530156",478,3276
"4530160",413,821
"4530161",385,728
"4530163",139,79
"4530164",164,837
"4530200",464,3652
"4530202",358,2282
"4530203",175,485
"4530205",363,1370
"4530206",238,995
"4530207",992,2408
"4530208",679,3992
"4530209",103,489
"4530210",453,834
"4530211",276,930
"4530212",1672,1462
"4530213",0,0
"4530214",748,1256
"4530215",434,1091
"4530216",284,1022
"4530217",290,1137
"4530218",910,3117
"4530219",604,1271
"4530220",492,889
"4530221",343,383
"4530222",396,1393
"4530223",73,286
"4530224",13,85
"4530225",679,1936
"4530226",289,1051
"4530227",141,367
"4530228",451,977
"4530229",381,963
"4530231",777,1395
"4530232",2654,2185
"4530233",1219,1517
"4530234",907,762
"4530235",323,2137
"4530236",399,2115
"4530237",594,1088
"4530238",571,1576
"4530239",382,1569
"4530240",226,588
"4530241",247,1337
"4530242",692,3923
"4530243",358,1150
"4530244",1236,1514
"4530245",388,429
"4530246",435,971
"4530247",275,318
"4530248",347,1473
"4530249",695,1586
"4530250",841,3082
"4530251",712,1687
"4530252",470,1534
"4530253",903,1370
"4530254",642,1568
"4530256",712,871
"4530258",515,1234
"4530259",590,1488
"4530260",132,578
"4530262",948,2449
"4530263",556,1612
"4530266",199,206
"4530267",319,754
"4530268",178,620
"4530273",485,1863
"4530274",254,1893
"4530275",257,2417
"4530277",1095,4401
"4530301",249,695
"4530302",1043,1539
"4530303",976,1284
"4530304",1150,1891
"4530305",5,5
"4530306",1515,948
"4530307",460,610
"4530308",3039,1727
"4530309",562,1305
"4530310",1194,2564
"4530311",646,3401
"4530312",831,711
"4530313",48,300
"4530314",2046,1970
"4530315",1095,1890
"4530316",1711,1381
"4530317",923,1146
"4530318",246,399
"4530319",1061,719
"4530320",908,601
"4530321",202,356
"4530323",273,1095
"4530324",2514,1948
"4530325",24,65
"4530326",529,1003
"4530327",882,1325
"4530328",800,1898
"4530329",971,2261
"4530330",1134,1058
"4530331",694,1236
"4530332",265,1903
"4530333",792,1271
"4530334",990,1110
"4530335",617,1057
"4530336",611,969
"4530337",1075,1891
"4530338",1561,2198
"4530339",370,949
"4530340",516,2122
"4530341",95,171
"4530342",582,3062
"4530343",529,1122
"4530344",279,1042
"4530345",0,0
"4530346",2493,1300
"4530347",856,1133
"4530349",1172,2468
"4530350",723,2233
"4530351",268,892
"4530352",498,1945
"4530354",1234,2042
"4530356",310,1090
"4530357",197,270
"4530358",753,2550
"4530359",1842,1844
"4530360",918,2095
"4530361",418,533
"4530362",634,1513
"4530363",448,730
"4530364",1153,1567
"4530365",723,1031
"4530366",1188,2341
"4530367",1756,2861
"4530368",189,114
"4530369",1854,1292
"4530370",585,396
"4530371",1271,721
"4530372",719,534
"4530373",2501,1210
"4530374",2263,2076
"4530375",391,275
"4530401",386,1136
"4530402",413,1431
"4530403",281,481
"4530404",451,2090
"4530405",124,449
"4530406",899,1320
"4530407",254,1379
"4530408",572,1772
"4530409",192,1312
"4530410",322,1867
"4530411",295,1120
"4530412",14,67
"4530413",172,902
"4530414",643,1967
"4530415",183,678
"4530416",76,253
"4530417",267,1117
"4530418",4,1
"4530419",101,252
"4530420",201,1679
"4530421",286,1730
"4530422",180,1446
"4530423",215,1772
"4530424",247,1577
"4530425",90,384
"4530426",166,1721
"4530427",147,1478
"4530428",356,797
"4530429",597,4620
"4530430",90,876
"4530431",366,3371
"4530432",0,1
"4530433",219,1932
"4530434",0,1
"4530435",892,3043
"4530436",15,216
"4530437",218,1522
"4530438",110,856
"4530439",216,2240
"4530440",133,738
"4530441",376,2251
"4530442",123,904
"4530443",260,1635
"4530444",6,108
"4530446",100,644
"4530447",406,2143
"4530448",239,1292
"4530450",378,2076
"4530451",358,1772
"4530452",152,994
"4530454",301,1115
"4530458",531,2038
"4530460",381,1993
"4530461",509,3064
"4530463",426,1915
"4550001",270,61
"4550002",324,44
"4550003",188,41
"4550004",122,19
"4550005",93,25
"4550006",110,14
"4550007",127,14
"4550008",209,28
"4550009",296,43
"4550010",134,27
"4550011",681,154
"4550012",52,11
"4550014",260,52
"4550015",53,7
"4550016",175,55
"4550017",258,161
"4550018",40,43
"4550019",537,109
"4550020",27,12
"4550021",142,25
"4570001",315,70
"4570002",252,180
"4570003",595,188
"4570004",538,92
"4570005",60,42
"4570006",237,27
"4570007",318,28
"4570008",108,13
"4570009",209,25
"4570010",618,85
"4570011",57,2
"4570013",252,46
"4570014",739,93
"4570015",432,55
"4570016",254,33
"4570017",146,78
"4570018",587,114
"4590001",816,165
"4590002",1322,125
"4590003",730,114
"4590004",474,110
"4590005",329,107
"4590006",648,109
"4590007",955,222
"4590008",392,101
"4590009",789,182
"4590010",1110,130
"4590011",275,74
"4590012",498,57
"4590013",358,120
"4590014",228,52
"4590015",904,96
"4590016",602,168
"4590017",839,297
"4590018",194,83
"4590019",4,1
"4590020",62,10
"4590021",0,0
"4610001",188,28
"4610002",102,12
"4610003",132,41
"4610004",241,47
"4610005",48,5
"4610006",95,23
"4630001",396,408
"4630002",447,248
"4630003",396,43
"4630004",295,47
"4630005",649,222
"4630006",134,28
"4630007",280,77
"4630008",311,475
"4630009",82,451
"4630010",47,167
"4630011",176,71
"4630012",628,455
"4630013",351,703
"4630014",65,17
"4650010A",6,9
"4650010B",308,504
"4650011",187,477
"4650012",32,87
"4650013",256,138
"4650020",100,14
"4650021",190,406
"4650022",295,483
"4650023",108,43
"4650024",195,305
"4650030",307,320
"4650031",1465,1025
"4650032",137,28
"4650033",695,232
"4650040",649,1269
"4650041A",30,54
"4650041B",198,348
"4650042",17,1
"4650043",31,6
"467001A",726,99
"467001B",1157,211
"467001C",710,82
"467001D",522,101
"467001E",298,90
"467002A",1471,185
"467002B",726,86
"467002C",1029,119
"467002D",838,125
"467003A",467,78
"467003B",531,190
"467003C",1197,254
"467003D",1279,154
"467004A",627,93
"467004B",806,110
"467004C",748,128
"467004D",1450,267
"467004E",563,76
"4690001",69,124
"4690002",278,208
"4690003",387,221
"4690004",177,275
"4690005",457,481
"4690006",38,58
"4690007",234,500
"4690008",401,357
"4690009",283,181
"4690010",589,290
"4690011",201,51
"4690012",130,136
"4690013",231,222
"4690014",523,177
"4690015",61,16
"4690016",203,42
"4690017",159,91
"4690018",1629,372
"4690019",812,492
"4690020",682,132
"4690021",1790,480
"4690022",950,108
"4690023",792,143
"4690024",816,106
"4690025",1351,603
"4690026",476,129
"4690027",896,61
"4690028",247,37
"4690029",1210,395
"4690030",178,88
"4690031",181,135
"4690032",185,276
"4690033",2084,573
"4690034",90,233
"4690035",41,101
"4710101",85,156
"4710102",1054,882
"4710103",688,256
"4710104",937,200
"4710201",591,543
"4710203",311,61
"4710204",997,414
"4710205",1446,393
"4710206",300,240
"4710301",428,755
"4710302",212,75
"4710303",253,83
"4710304",1514,401
"4710401",487,802
"4710403",634,208
"4710404",1597,377
"4730101",694,273
"4730102",432,370
"4730103",352,277
"4730104",230,120
"4730105",394,78
"4730206",1319,235
"4730207",1583,242
"4730208",531,222
"4730309",37,1661
"4730310",153,750
"4730311",315,127
"4730312",820,153
"4730313",192,95
"4730414",92,110
"4730415",628,203
"4730416",316,306
"4730417",178,354
"4730418",1250,316
"4730419",124,28
"4730420A",689,189
"4730420B",0,0
"4750002",718,174
"475001E",246,253
"475001W",40,76
"475003N",497,100
"475003S",134,15
"475004E",261,130
"475004M",87,24
"475004W",47,12
"4770101",459,235
"4770104",213,593
"4770109",521,104
"4770115",400,115
"4770117",4,17
"4770121",25,15
"4770202",72,45
"4770203",850,217
"4770205",1143,309
"4770208",815,113
"4770307",636,180
"4770311",573,106
"4770312",623,99
"4770316",97,32
"4770320",1048,140
"4770406",643,243
"4770410",612,113
"4770413",472,73
"4770414",465,58
"4770418",221,103
"4770419",215,95
"4790122",87,151
"4790124",168,669
"4790125",84,259
"4790128",42,168
"4790129",167,781
"4790130",248,1273
"4790132",236,1016
"4790133",259,1055
"4790134",166,600
"4790135",107,463
"4790136",55,159
"4790154",55,279
"4790164",75,287
"4790169",69,266
"4790215",122,414
"4790218",195,561
"4790219",182,444
"4790220",94,363
"4790221",182,367
"4790226",87,314
"4790227",388,1218
"4790231",387,1160
"4790237",103,217
"4790239",634,1456
"4790252A",242,852
"4790252B",2,9
"4790252C",13,44
"4790255",293,642
"4790266",125,446
"4790267",174,470
"4790268",16,77
"4790308",144,257
"4790309",334,990
"4790310",38,144
"4790311",119,493
"4790312",71,320
"4790338",11,71
"4790340",472,619
"4790341",343,440
"4790342",291,654
"4790343",381,882
"4790344",1022,1580
"4790345",314,686
"4790349",462,712
"4790350",12,5
"4790351",44,144
"4790356",744,1304
"4790359",501,1248
"4790360",81,197
"4790361",150,399
"4790362",31,119
"4790363",57,257
"4790401",97,402
"4790402",87,409
"4790403",67,306
"4790404",112,414
"4790405",98,417
"4790406",47,242
"4790407",40,101
"4790413",153,539
"4790414",50,229
"4790416",64,245
"4790417",57,155
"4790423",72,284
"4790446",312,1012
"4790447",357,719
"4790448",45,99
"4790453",26,123
"4790457",17,15
"4790458",294,896
"4790465",59,228
"4810101A",329,192
"4810101B",421,248
"4810102",1100,337
"4810103",760,218
"4810201",1370,186
"4810202",129,306
"4810203",554,886
"4810301",1242,186
"4810302",862,270
"4810303",1022,131
"4810401",558,448
"4810402",472,162
"4810403",205,120
"4830001",142,4
"4830002",278,14
"4830003",269,27
"4830004",91,10
"4830005",59,2
"4830006",62,6
"4830007",81,5
"4830008",229,23
"4830009",390,33
"4830010",56,1
"4850101",133,20
"4850102",427,119
"4850103",1866,650
"4850104",591,198
"4850105",1157,491
"4850106",433,60
"4850107",22,3
"4850108",1505,429
"4850109",1548,502
"4850110",197,127
"4850111",174,174
"4850112",5,5
"4850113",196,97
"4850114A",6,1
"4850114B",11,2
"4850115",1,2
"4850116",15,3
"4850117",26,2
"4850201",382,125
"4850202",1041,569
"4850203",340,262
"4850204",101,12
"4850205",1657,342
"4850206",1084,265
"4850207",172,130
"4850208",58,19
"4850209",0,0
"4850210",0,0
"4850211",49,40
"4850301",2,2
"4850302",327,303
"4850303",192,455
"4850304",43,47
"4850305",99,72
"4850306",94,310
"4850307",90,37
"4850308",104,136
"4850309",1770,253
"4850310",689,93
"4850311",144,413
"4850312",1,1
"4850313",0,5
"4850314",5,1
"4850315",55,21
"4850316",12,7
"4850317",38,13
"4850318",173,47
"4850319",18,6
"4850401",1043,307
"4850402",294,104
"4850403",809,316
"4850404",1283,359
"4850405",523,327
"4850406",1086,412
"4850407",452,296
"4850408",7,1
"4850409",12,1
"4850410",122,26
"4850411",249,132
"4850412",354,43
"4850413",394,76
"4850414",249,39
"4870001A",441,97
"4870001B",48,6
"4870009",385,116
"4870019",481,265
"4870020",323,128
"4870021",933,138
"4890001",145,372
"4890002A",4,14
"4890002B",188,416
"4890003",150,211
"4890004",184,372
"4890005",86,198
"4890006",71,128
"4890007",156,278
"4890008",80,209
"4890009",112,214
"4890010",163,31
"4890011",103,129
"4890012",17,22
"4910119",1075,1117
"4910122",929,933
"4910135",549,1212
"4910138",1322,1262
"4910140",639,672
"4910145",516,1028
"4910146",912,2159
"4910147",635,1476
"4910149",481,820
"4910150",480,865
"4910151",526,1110
"4910152",435,1040
"4910160",1194,1522
"4910162",536,1135
"4910172",773,728
"4910182",1607,1148
"4910185",377,712
"4910186",650,1101
"4910189",728,1196
"4910190",1719,1569
"4910197",793,1014
"4910198",1215,1466
"4910201",1603,2055
"4910202",667,466
"4910204",1494,1605
"4910206",1508,476
"4910207",2253,720
"4910216",777,808
"4910218",765,1188
"4910253",1536,1112
"4910254",1112,1021
"4910259",1394,1214
"4910263",1397,1251
"4910264",1577,1192
"4910266",1176,1421
"4910267",1725,1042
"4910273",825,1038
"4910274",1020,2276
"4910275",549,1124
"4910277A",1430,1285
"4910277B",41,37
"4910278",1765,1879
"4910283",1376,1482
"4910287",1527,1497
"4910305",1612,579
"4910309",673,229
"4910310",718,249
"4910311",834,335
"4910312",1661,770
"4910314",842,1073
"4910330",1227,1246
"4910331",1333,1059
"4910332",1534,1093
"4910333A",1234,1137
"4910333B",8,7
"4910337",1498,1481
"4910339",676,969
"4910341",846,434
"4910342",184,321
"4910343",1708,1076
"4910344",1979,803
"4910345",1305,487
"4910368",1038,1150
"4910369",1575,1325
"4910370",1699,1095
"4910371",1085,533
"4910379",2300,908
"4910381",1822,905
"4910392",2532,1105
"4910393",1344,523
"4910394",2278,1066
"4910395",1674,581
"4910396",2212,1081
"4910402",1370,1723
"4910403",676,782
"4910413",232,118
"4910415",739,319
"4910420",1867,1954
"4910423",816,1174
"4910424",1576,1047
"4910425",229,122
"4910426",665,537
"4910427",855,627
"4910428",1014,680
"4910429",284,518
"4910434",1469,395
