CNTYVTD,DevineR_18G_Sup Ct 4,SandillD_18G_Sup Ct 4
"4391127",32,700
"4391132",21,617
"4391133",462,596
"4391142",385,397
"4391146",462,898
"4391149",209,867
"4391150",224,586
"4391151",266,380
"4391153",45,815
"4391154",34,170
"4391165",47,97
"4391167",438,455
"4391170",510,967
"4391175",353,482
"4391184",183,273
"4391186",294,108
"4391188",9,266
"4391189",684,767
"4391197",1233,1298
"4391198",60,124
"4391199",163,113
"4391206",1021,526
"4391207",599,739
"4391208",2007,914
"4391211",44,867
"4391227",609,1644
"4391236",145,218
"4391237",110,244
"4391238",551,993
"4391241",33,85
"4391244",69,32
"4391251",302,1437
"4391255",544,1180
"4391257",270,544
"4391264",587,484
"4391265",506,716
"4391270",142,169
"4391271",1167,421
"4391273",328,691
"4391277A",438,427
"4391277B",0,0
"4391278",174,875
"4391279",335,873
"4391291",40,975
"4391292",172,612
"4391293",87,541
"4391294",1395,932
"4391295",126,294
"4391296",868,663
"4391297",49,1178
"4391298",648,721
"4391300",386,859
"4391301",125,874
"4391311",227,822
"4391337",1006,464
"4391339",959,690
"4391345",94,98
"4391346",17,401
"4391347",1216,1596
"4391348",397,119
"4391351",0,0
"4391352",270,115
"4391366",0,0
"4391376",0,7
"4391377",1134,1205
"4391378",447,1394
"4391380",368,481
"4391382",264,885
"4391388",458,957
"4391394",0,0
"4391404",7,11
"4391407",12,28
"4391408",28,65
"4391412",0,0
"4391414",6,20
"4391415",117,467
"4391416",44,47
"4391418",0,0
"4391420",0,0
"4391423",1435,540
"4391424",11,6
"4391427",1,2
"4391430",1,3
"4391431",800,316
"4391434",2,1
"4391436",194,301
"4391437",244,229
"4391439",6,49
"4391440",197,780
"4391441",70,319
"4391444",8,27
"4391445",17,34
"4391455",0,0
"4391457",2,1
"4391459",230,749
"4391460",250,946
"4391463",182,584
"4391472",70,53
"4391473",13,31
"4391476",13,32
"4391477",51,374
"4391479",19,68
"4391481",29,145
"4391482",34,260
"4391489",255,735
"4391490",81,207
"4391491",1,0
"4391501",116,166
"4391504",922,227
"4391514",0,0
"4391515",9,7
"4391518",86,304
"4391543",0,0
"4391544",0,2
"4391547",0,0
"4391549",0,0
"4391550",1,19
"4391555",1,0
"4391559",32,86
"4391564",0,0
"4391576",3,74
"4391577",58,417
"4391578",164,566
"4391586",0,1
"4391589",47,65
"4391594",0,0
"4391597",35,212
"4391603",324,885
"4391605",0,0
"4391607",0,0
"4391608",242,336
"4391610",0,0
"4391611",4,4
"4391617",5,9
"4391619",2,9
"4391621",18,37
"4391622",16,13
"4391623",0,0
"4391625",0,0
"4391627",120,50
"4391628",0,0
"4391631",53,86
"4391633",7,10
"4391639",411,1666
"4391641",986,1509
"4391642",305,901
"4391651",0,0
"4391652",0,79
"4391672",0,0
"4391674",0,0
"4391676",47,105
"4391677",6,12
"4391678",1,4
"4391679",0,0
"4391684",130,155
"4391701",286,343
"4391704",757,407
"4392002",0,3
"4392003",345,259
"4392007",902,497
"4392026",694,517
"4392027",204,385
"4392028",534,276
"4392029",1667,957
"4392030",390,1292
"4392031",752,1916
"4392033",572,502
"4392052",516,830
"4392055",698,561
"4392058",0,0
"4392100",143,138
"4392112",899,374
"4392134",132,217
"4392143",174,224
"4392145",244,560
"4392147",409,342
"4392148",276,713
"4392158",805,648
"4392161",287,615
"4392168",545,696
"4392169",139,383
"4392171",1006,677
"4392173",468,211
"4392174",851,696
"4392180",160,590
"4392181",953,728
"4392190",81,95
"4392205",946,598
"4392210",118,219
"4392217",580,906
"4392219",863,692
"4392220",1037,657
"4392221",1361,1416
"4392223",905,319
"4392224",332,669
"4392225",117,520
"4392226",310,614
"4392228",995,572
"4392229",689,584
"4392235",487,813
"4392246",488,310
"4392258",252,106
"4392262",411,159
"4392263",313,576
"4392266",1135,732
"4392267",314,687
"4392268",274,379
"4392269",106,124
"4392274",2,0
"4392275",187,317
"4392280",571,465
"4392281",466,364
"4392299",240,632
"4392302",138,600
"4392303",835,564
"4392304",914,536
"4392305",604,471
"4392306",839,437
"4392307",1492,1125
"4392308",912,696
"4392309",243,418
"4392310",626,489
"4392313",893,541
"4392314",1325,721
"4392315",308,621
"4392316",452,535
"4392317",495,315
"4392318",685,406
"4392319",944,533
"4392320",290,612
"4392341",49,148
"4392349",345,647
"4392353",233,408
"4392354",396,768
"4392355",526,369
"4392356",907,888
"4392357",1195,703
"4392358",918,549
"4392360",1376,587
"4392379",548,1439
"4392381",61,202
"4392383",442,777
"4392393",74,132
"4392401",95,71
"4392402",6,2
"4392403",2,7
"4392405",662,1589
"4392411",36,146
"4392413",81,286
"4392419",0,0
"4392425",762,921
"4392426",898,494
"4392428",71,178
"4392435",794,740
"4392438",393,969
"4392442",590,632
"4392448",493,1024
"4392449",396,808
"4392450",412,875
"4392451",10,59
"4392453",395,806
"4392461",204,766
"4392462",248,641
"4392464",177,120
"4392466",210,452
"4392467",419,811
"4392468",847,633
"4392474",160,58
"4392484",599,1373
"4392488",452,889
"4392505",612,345
"4392506",1535,1141
"4392513",0,0
"4392519",193,429
"4392520",609,546
"4392521",431,331
"4392522",1394,960
"4392523",283,583
"4392524",1215,347
"4392525",445,1168
"4392535",794,395
"4392536",506,598
"4392537",178,493
"4392541",378,892
"4392546",8,28
"4392548",723,270
"4392553",261,524
"4392556",728,458
"4392557",193,474
"4392561",0,0
"4392569",3,22
"4392571",0,0
"4392581",485,809
"4392600",0,0
"4392601",0,0
"4392606",1,7
"4392609",0,0
"4392612",0,0
"4392613",182,644
"4392614",74,119
"4392616",9,25
"4392618",10,24
"4392635",675,1469
"4392636",829,534
"4392643",1085,1695
"4392644",491,1186
"4392645",881,407
"4392655",169,369
"4392656",6,35
"4392657",4,9
"4392658",57,166
"4392659",3,4
"4392660",79,51
"4392670",26,46
"4392673",0,0
"4392675",0,0
"4392680",0,0
"4392681",0,0
"4392697",638,849
"4392699",739,1276
"4393032",531,299
"4393035",1696,816
"4393036",508,575
"4393037",1175,601
"4393038",1035,841
"4393039",1835,852
"4393040",1248,576
"4393041",651,508
"4393043",1374,486
"4393049",1484,526
"4393054",1405,753
"4393063",1712,767
"4393072",1262,448
"4393114",1090,576
"4393131",651,327
"4393139",411,302
"4393140",721,347
"4393152",16,5
"4393156",815,282
"4393157",651,577
"4393160",574,562
"4393164",632,397
"4393166",591,634
"4393172",839,611
"4393176",1160,778
"4393177",1152,437
"4393183",1090,1004
"4393185",2,0
"4393187",537,354
"4393192",390,89
"4393193",1645,550
"4393194",672,409
"4393196",1005,447
"4393200",873,589
"4393209",2030,638
"4393212",556,543
"4393213",591,399
"4393214",955,611
"4393215",1068,417
"4393216",1082,989
"4393240",894,534
"4393247",414,483
"4393248",1868,775
"4393249",1065,957
"4393254",696,574
"4393260",691,309
"4393282",667,358
"4393283",732,369
"4393286",452,123
"4393287",870,543
"4393289",938,505
"4393321",1711,1121
"4393322",948,501
"4393323",1807,667
"4393324",862,445
"4393325",419,204
"4393326",284,178
"4393327",664,398
"4393329",615,769
"4393330",586,228
"4393331",2193,725
"4393332",844,690
"4393333",1795,1030
"4393334",698,587
"4393335",918,500
"4393336",733,1006
"4393359",972,461
"4393361",1174,695
"4393363A",675,267
"4393363B",480,192
"4393364",274,240
"4393365",2048,718
"4393367",739,387
"4393368",384,161
"4393372",1218,709
"4393384",576,447
"4393385",1419,636
"4393386",2109,813
"4393387",1038,366
"4393389",1044,1168
"4393390",2003,759
"4393391",648,840
"4393392",1112,407
"4393396",1296,847
"4393398",572,310
"4393406",0,0
"4393409",9,2
"4393417",791,456
"4393421",741,252
"4393422",2183,714
"4393433",317,106
"4393443",855,549
"4393446",0,0
"4393447",0,0
"4393465",1090,798
"4393469",488,330
"4393470",63,22
"4393471",907,314
"4393486",1825,1040
"4393500",214,56
"4393502",847,226
"4393507",812,545
"4393509",726,447
"4393510",1575,544
"4393511",676,828
"4393516",985,425
"4393517",661,612
"4393526",659,246
"4393527",1015,479
"4393529",1088,518
"4393530",1158,651
"4393538",1622,813
"4393539",6,2
"4393542",951,563
"4393545",1216,492
"4393552A",818,681
"4393552B",230,193
"4393554",1451,555
"4393558",1714,656
"4393560",0,0
"4393562",79,23
"4393566",0,1
"4393567",1538,457
"4393570",953,653
"4393574",117,138
"4393575",0,0
"4393579",455,142
"4393580",0,0
"4393582",28,1
"4393583",0,0
"4393584",0,0
"4393585",0,0
"4393590",0,0
"4393624",125,83
"4393626",362,124
"4393637",621,553
"4393646",1080,690
"4393647",1078,779
"4393648",1282,778
"4393653",1,0
"4393654",0,0
"4393661",0,0
"4393662",5,0
"4393663",2,2
"4393664",0,0
"4393665",11,0
"4393667",55,18
"4393668",193,56
"4393669",2,1
"4393671",306,130
"4393695",1426,838
"4393696",1291,794
"4393698",1291,963
"4393700",604,355
"4394006",94,326
"4394016",496,516
"4394017",175,841
"4394018",358,186
"4394020",439,298
"4394042",291,242
"4394044A",1585,587
"4394044B",28,11
"4394045",1171,417
"4394046",1655,496
"4394047",1295,315
"4394048",53,240
"4394050",65,418
"4394051",1,3
"4394053",396,248
"4394057",246,172
"4394060",302,852
"4394065",1635,418
"4394067",107,498
"4394068",95,407
"4394069",1721,960
"4394070",722,675
"4394073",120,101
"4394077",79,117
"4394086",1192,509
"4394087",32,199
"4394091",826,432
"4394092",60,315
"4394093",131,596
"4394096",206,490
"4394097",126,405
"4394101",219,309
"4394102",234,253
"4394107",75,327
"4394110",90,381
"4394113",117,59
"4394115",367,78
"4394116",788,640
"4394118",344,401
"4394121",754,518
"4394122",113,487
"4394123",106,465
"4394124",365,380
"4394125",122,133
"4394128",844,501
"4394129",506,268
"4394130",1140,593
"4394135",346,331
"4394136",520,623
"4394137",560,376
"4394138",172,174
"4394141",775,585
"4394144",554,295
"4394155",262,808
"4394159",427,327
"4394162",105,139
"4394163",472,370
"4394178",1117,708
"4394179",280,344
"4394182",1215,801
"4394191",432,224
"4394195",91,467
"4394201",69,400
"4394202",364,393
"4394203",362,540
"4394204",956,714
"4394218",302,281
"4394222",256,274
"4394230",1339,927
"4394231",110,520
"4394232",1008,1077
"4394233",117,482
"4394234",1266,691
"4394239",51,23
"4394242",261,95
"4394243",419,375
"4394245",5,52
"4394250",863,695
"4394252",310,310
"4394253",128,137
"4394256",63,282
"4394259",544,174
"4394261",763,758
"4394272",192,107
"4394276",702,489
"4394284",121,30
"4394285",107,166
"4394288",14,68
"4394290",679,539
"4394312",17,53
"4394328",362,307
"4394338",1029,811
"4394340",899,306
"4394342",908,612
"4394343",856,387
"4394344",606,355
"4394350",397,514
"4394362",2,1
"4394369",1340,744
"4394370",0,0
"4394371",1218,278
"4394373",106,42
"4394374",677,561
"4394375",1117,477
"4394395",249,63
"4394397",109,86
"4394399",97,35
"4394400",84,64
"4394410",709,700
"4394429",481,345
"4394432",3,12
"4394452",1244,1149
"4394454",796,446
"4394456",462,258
"4394458",3,1
"4394475",11,33
"4394478",0,0
"4394480",399,141
"4394483",10,13
"4394485",88,85
"4394487",0,0
"4394492",209,308
"4394493",367,308
"4394494",1,0
"4394495",25,46
"4394496",96,190
"4394497",356,722
"4394498",286,135
"4394499",927,918
"4394503",155,286
"4394508",1126,895
"4394512",0,0
"4394528",1197,846
"4394531",999,526
"4394532",602,162
"4394533",462,291
"4394534",1165,757
"4394540",858,727
"4394551",1174,725
"4394563",0,0
"4394565",14,9
"4394568",19,10
"4394572",5,17
"4394573",0,0
"4394587",1,92
"4394588",1373,936
"4394591",832,707
"4394592",0,0
"4394593",64,67
"4394595",17,18
"4394596",15,40
"4394598",0,0
"4394599",1574,1268
"4394602",0,0
"4394604",1,2
"4394615",0,0
"4394620",7,17
"4394629",0,0
"4394630",0,0
"4394632",0,0
"4394634",392,466
"4394638",700,516
"4394640",142,290
"4394649",1111,535
"4394650",799,612
"4394666",0,0
"4394682",55,109
"4394683",0,0
"4394685",0,0
"4394686",0,0
"4394687",20,53
"4394688",12,11
"4394689",42,45
"4394690",9,0
"4394691",4,9
"4394692",2,9
"4394693",1,2
"4394694",1110,756
"4394702",499,346
"4394703",624,674
"4410101",1294,570
"4410102",905,362
"4410103",917,407
"4410104",1351,296
"4410105",965,487
"4410106",243,144
"4410107",232,48
"4410108",681,78
"4410109",137,14
"4410110",51,4
"4410201",331,261
"4410202",581,528
"4410203",693,395
"4410204",712,200
"4410205",711,511
"4410206",1036,199
"4410207",139,25
"4410301",867,344
"4410302",1045,277
"4410303",1038,97
"4410304",1079,385
"4410305",1464,314
"4410306",2366,465
"4410307",2793,504
"4410308",890,124
"4410401",337,222
"4410402",1089,442
"4410403",776,398
"4410404",680,423
"4410405",562,248
"4410406",1409,398
"4410407",517,142
"4410408",2121,238
"4410409",487,48
"4430001",61,41
"4430002A",4,4
"4430002B",46,52
"4430003",76,15
"4430004A",10,1
"4430004B",78,22
"4450101",205,39
"4450102",688,119
"4450201",220,78
"4450202",195,57
"4450301",314,158
"4450401",404,121
"4450402",129,5
"4470001",171,7
"4470002",145,22
"4473003",133,24
"4474005",47,12
"4474006",108,5
"4490001",42,195
"4490002",199,100
"4490003",278,66
"4490004",296,59
"4490005",129,22
"4490006",584,88
"4490007",465,103
"4490008",175,248
"4490009",155,57
"4490010",440,53
"4490011",70,22
"4490012",144,19
"4490014",442,324
"4490015",326,64
"4490016",961,245
"4490017",57,144
"4490018",84,12
"4490019",239,113
"4490020",515,212
"4510106",239,166
"4510107",256,131
"4510108",424,50
"4510112",512,72
"4510114",80,204
"4510124",141,302
"4510137",503,502
"4510144",322,288
"4510146",609,486
"4510213",1592,178
"4510215",1159,288
"4510225",55,5
"4510228",989,383
"4510230",2041,685
"4510241",2460,587
"4510304",1083,408
"4510305",15,11
"4510306",547,213
"4510308",71,54
"4510319",1506,476
"4510327",672,412
"4510348",294,84
"4510351",210,54
"4510358",2003,336
"4510401",51,28
"4510402",1040,572
"4510420",244,42
"4510421",1526,438
"4510422",745,108
"4510423",580,65
"4510424",850,333
"4510434",268,215
"4510435",340,158
"4510436",1474,661
"4530101",537,3035
"4530102",124,559
"4530103",264,701
"4530104",234,555
"4530105",1200,4029
"4530106",937,1258
"4530107",157,97
"4530108",169,810
"4530109",395,1078
"4530110",1324,2944
"4530111",735,2114
"4530112",196,720
"4530113",984,3211
"4530114",54,104
"4530115",0,0
"4530116",0,0
"4530117",151,1514
"4530118",31,327
"4530119",0,0
"4530120",32,53
"4530121",49,573
"4530122",90,1710
"4530123",1502,2540
"4530124",285,3102
"4530125",0,0
"4530126",251,3426
"4530127",0,1
"4530128",0,0
"4530129",99,1597
"4530130",136,1246
"4530131",0,1
"4530132",149,1711
"4530133",173,1466
"4530134",0,0
"4530135",683,4965
"4530136",814,1173
"4530137",2839,3931
"4530138",0,0
"4530139",317,1648
"4530140",187,958
"4530141",51,239
"4530142",69,671
"4530145",456,1168
"4530146",746,1153
"4530148",799,1870
"4530149",132,1263
"4530150",705,741
"4530151",171,1453
"4530152",165,2715
"4530153",720,2601
"4530154",520,1753
"4530156",475,3279
"4530160",412,822
"4530161",392,721
"4530163",140,79
"4530164",155,845
"4530200",437,3678
"4530202",332,2303
"4530203",179,482
"4530205",360,1371
"4530206",221,1009
"4530207",963,2428
"4530208",660,4001
"4530209",99,491
"4530210",425,854
"4530211",271,936
"4530212",1651,1473
"4530213",0,0
"4530214",730,1261
"4530215",428,1094
"4530216",291,1015
"4530217",284,1138
"4530218",877,3141
"4530219",592,1282
"4530220",477,895
"4530221",336,390
"4530222",396,1392
"4530223",75,285
"4530224",15,83
"4530225",673,1938
"4530226",277,1065
"4530227",142,369
"4530228",440,981
"4530229",392,949
"4530231",765,1398
"4530232",2632,2199
"4530233",1193,1534
"4530234",905,759
"4530235",305,2154
"4530236",374,2134
"4530237",577,1100
"4530238",538,1598
"4530239",384,1567
"4530240",218,596
"4530241",241,1339
"4530242",653,3939
"4530243",326,1180
"4530244",1247,1497
"4530245",383,433
"4530246",428,974
"4530247",265,329
"4530248",327,1493
"4530249",680,1591
"4530250",787,3104
"4530251",687,1701
"4530252",458,1550
"4530253",885,1375
"4530254",618,1584
"4530256",704,866
"4530258",502,1247
"4530259",566,1505
"4530260",125,584
"4530262",913,2476
"4530263",543,1618
"4530266",193,212
"4530267",313,757
"4530268",171,621
"4530273",453,1894
"4530274",238,1895
"4530275",239,2428
"4530277",1090,4381
"4530301",243,700
"4530302",1033,1541
"4530303",956,1297
"4530304",1146,1894
"4530305",5,5
"4530306",1503,953
"4530307",446,622
"4530308",3052,1714
"4530309",546,1316
"4530310",1197,2556
"4530311",623,3407
"4530312",832,706
"4530313",45,301
"4530314",2040,1968
"4530315",1082,1900
"4530316",1722,1367
"4530317",893,1169
"4530318",242,400
"4530319",1049,731
"4530320",912,593
"4530321",197,360
"4530323",267,1098
"4530324",2495,1961
"4530325",26,62
"4530326",508,1019
"4530327",875,1330
"4530328",776,1916
"4530329",949,2274
"4530330",1123,1063
"4530331",681,1246
"4530332",249,1914
"4530333",790,1271
"4530334",972,1125
"4530335",617,1057
"4530336",596,974
"4530337",1040,1914
"4530338",1551,2197
"4530339",362,954
"4530340",494,2143
"4530341",89,176
"4530342",541,3095
"4530343",526,1121
"4530344",269,1047
"4530345",0,0
"4530346",2481,1300
"4530347",822,1149
"4530349",1163,2470
"4530350",708,2245
"4530351",268,888
"4530352",493,1946
"4530354",1190,2072
"4530356",289,1108
"4530357",194,273
"4530358",739,2558
"4530359",1837,1845
"4530360",896,2107
"4530361",409,538
"4530362",624,1514
"4530363",428,741
"4530364",1135,1578
"4530365",722,1026
"4530366",1170,2339
"4530367",1721,2879
"4530368",190,113
"4530369",1846,1303
"4530370",586,396
"4530371",1255,731
"4530372",716,528
"4530373",2497,1209
"4530374",2253,2079
"4530375",384,278
"4530401",388,1130
"4530402",413,1427
"4530403",293,470
"4530404",448,2082
"4530405",125,448
"4530406",888,1325
"4530407",260,1374
"4530408",566,1775
"4530409",182,1324
"4530410",314,1871
"4530411",295,1119
"4530412",13,68
"4530413",168,907
"4530414",650,1951
"4530415",180,683
"4530416",74,254
"4530417",263,1119
"4530418",4,1
"4530419",97,255
"4530420",202,1671
"4530421",271,1742
"4530422",178,1446
"4530423",222,1760
"4530424",230,1584
"4530425",91,385
"4530426",164,1718
"4530427",140,1486
"4530428",340,810
"4530429",562,4645
"4530430",84,882
"4530431",347,3380
"4530432",0,1
"4530433",212,1936
"4530434",0,1
"4530435",873,3054
"4530436",11,220
"4530437",197,1538
"4530438",108,856
"4530439",203,2253
"4530440",133,737
"4530441",368,2255
"4530442",119,907
"4530443",266,1634
"4530444",7,107
"4530446",98,647
"4530447",403,2145
"4530448",241,1283
"4530450",374,2080
"4530451",354,1777
"4530452",151,996
"4530454",298,1118
"4530458",516,2050
"4530460",365,2006
"4530461",484,3076
"4530463",431,1904
"4550001",271,61
"4550002",324,44
"4550003",188,42
"4550004",123,20
"4550005",92,26
"4550006",111,14
"4550007",127,14
"4550008",207,28
"4550009",299,41
"4550010",135,27
"4550011",680,157
"4550012",51,12
"4550014",261,51
"4550015",54,6
"4550016",176,54
"4550017",260,161
"4550018",40,43
"4550019",539,110
"4550020",27,12
"4550021",141,26
"4570001",316,68
"4570002",257,178
"4570003",589,189
"4570004",538,92
"4570005",63,41
"4570006",241,27
"4570007",321,27
"4570008",106,14
"4570009",209,22
"4570010",609,83
"4570011",57,1
"4570013",250,44
"4570014",739,89
"4570015",424,56
"4570016",248,31
"4570017",141,80
"4570018",583,110
"4590001",815,166
"4590002",1321,124
"4590003",731,116
"4590004",474,110
"4590005",332,104
"4590006",644,114
"4590007",952,225
"4590008",389,104
"4590009",789,182
"4590010",1105,134
"4590011",276,75
"4590012",499,54
"4590013",358,119
"4590014",228,53
"4590015",906,95
"4590016",601,167
"4590017",835,300
"4590018",190,88
"4590019",4,1
"4590020",63,10
"4590021",0,0
"4610001",189,25
"4610002",104,11
"4610003",131,41
"4610004",238,50
"4610005",48,5
"4610006",97,21
"4630001",403,401
"4630002",438,257
"4630003",395,44
"4630004",296,46
"4630005",651,221
"4630006",133,27
"4630007",285,72
"4630008",318,463
"4630009",84,445
"4630010",45,169
"4630011",181,64
"4630012",643,435
"4630013",347,708
"4630014",65,16
"4650010A",6,9
"4650010B",327,491
"4650011",191,475
"4650012",36,85
"4650013",255,139
"4650020",101,12
"4650021",194,403
"4650022",307,464
"4650023",111,39
"4650024",199,298
"4650030",320,309
"4650031",1503,982
"4650032",131,34
"4650033",701,228
"4650040",683,1244
"4650041A",33,53
"4650041B",209,339
"4650042",17,1
"4650043",31,6
"467001A",724,105
"467001B",1169,205
"467001C",711,78
"467001D",525,98
"467001E",293,92
"467002A",1475,181
"467002B",724,86
"467002C",1033,115
"467002D",841,124
"467003A",462,81
"467003B",535,186
"467003C",1196,252
"467003D",1279,157
"467004A",633,87
"467004B",802,114
"467004C",750,126
"467004D",1448,265
"467004E",564,73
"4690001",72,121
"4690002",278,208
"4690003",387,219
"4690004",174,277
"4690005",465,474
"4690006",40,55
"4690007",225,505
"4690008",403,354
"4690009",288,174
"4690010",590,286
"4690011",203,51
"4690012",134,130
"4690013",233,218
"4690014",525,174
"4690015",61,16
"4690016",207,38
"4690017",160,91
"4690018",1633,365
"4690019",818,481
"4690020",689,125
"4690021",1803,467
"4690022",955,104
"4690023",797,136
"4690024",825,99
"4690025",1358,594
"4690026",469,135
"4690027",895,62
"4690028",250,35
"4690029",1224,383
"4690030",184,82
"4690031",184,132
"4690032",192,264
"4690033",2083,570
"4690034",87,234
"4690035",42,101
"4710101",88,155
"4710102",1062,888
"4710103",693,256
"4710104",948,187
"4710201",593,544
"4710203",314,60
"4710204",1000,413
"4710205",1456,379
"4710206",298,241
"4710301",432,750
"4710302",209,74
"4710303",252,84
"4710304",1525,389
"4710401",497,789
"4710403",639,198
"4710404",1602,375
"4730101",695,269
"4730102",432,371
"4730103",353,275
"4730104",230,118
"4730105",393,79
"4730206",1314,242
"4730207",1586,233
"4730208",526,228
"4730309",39,1661
"4730310",149,750
"4730311",311,131
"4730312",815,157
"4730313",196,92
"4730414",92,110
"4730415",624,202
"4730416",313,311
"4730417",179,352
"4730418",1242,323
"4730419",123,29
"4730420A",681,196
"4730420B",0,0
"4750002",722,167
"475001E",245,249
"475001W",42,77
"475003N",501,96
"475003S",128,17
"475004E",258,132
"475004M",90,23
"475004W",47,12
"4770101",455,237
"4770104",216,590
"4770109",522,106
"4770115",401,114
"4770117",4,17
"4770121",26,15
"4770202",70,47
"4770203",858,213
"4770205",1134,316
"4770208",824,105
"4770307",629,186
"4770311",568,113
"4770312",631,96
"4770316",98,31
"4770320",1058,133
"4770406",655,230
"4770410",616,105
"4770413",466,81
"4770414",465,56
"4770418",223,101
"4770419",218,93
"4790122",88,149
"4790124",178,663
"4790125",85,256
"4790128",45,165
"4790129",177,775
"4790130",270,1252
"4790132",252,995
"4790133",264,1051
"4790134",178,590
"4790135",122,454
"4790136",56,156
"4790154",60,275
"4790164",77,284
"4790169",67,270
"4790215",123,408
"4790218",204,554
"4790219",200,426
"4790220",100,356
"4790221",189,364
"4790226",84,314
"4790227",423,1181
"4790231",405,1142
"4790237",109,212
"4790239",668,1419
"4790252A",251,841
"4790252B",2,9
"4790252C",13,44
"4790255",290,641
"4790266",137,433
"4790267",186,459
"4790268",18,74
"4790308",144,254
"4790309",346,982
"4790310",44,140
"4790311",125,489
"4790312",76,314
"4790338",13,68
"4790340",486,598
"4790341",365,418
"4790342",307,642
"4790343",397,859
"4790344",1069,1537
"4790345",336,666
"4790349",485,691
"4790350",12,5
"4790351",46,142
"4790356",777,1271
"4790359",544,1201
"4790360",84,197
"4790361",164,386
"4790362",36,112
"4790363",65,252
"4790401",109,387
"4790402",103,394
"4790403",71,300
"4790404",120,403
"4790405",110,406
"4790406",49,240
"4790407",42,100
"4790413",167,527
"4790414",51,226
"4790416",65,245
"4790417",55,155
"4790423",67,287
"4790446",339,990
"4790447",383,698
"4790448",49,96
"4790453",30,121
"4790457",18,14
"4790458",317,873
"4790465",66,225
"4810101A",331,191
"4810101B",425,247
"4810102",1098,337
"4810103",758,220
"4810201",1362,190
"4810202",127,307
"4810203",554,886
"4810301",1246,182
"4810302",870,260
"4810303",1018,134
"4810401",556,448
"4810402",470,163
"4810403",201,124
"4830001",142,3
"4830002",274,16
"4830003",270,26
"4830004",89,12
"4830005",59,2
"4830006",61,7
"4830007",81,5
"4830008",230,23
"4830009",389,34
"4830010",57,1
"4850101",139,16
"4850102",424,121
"4850103",1871,642
"4850104",595,191
"4850105",1169,481
"4850106",430,64
"4850107",21,4
"4850108",1505,426
"4850109",1545,506
"4850110",200,124
"4850111",177,172
"4850112",5,5
"4850113",196,97
"4850114A",6,1
"4850114B",10,3
"4850115",1,2
"4850116",16,3
"4850117",26,2
"4850201",383,122
"4850202",1055,549
"4850203",340,262
"4850204",99,14
"4850205",1666,335
"4850206",1086,263
"4850207",172,125
"4850208",60,17
"4850209",0,0
"4850210",0,0
"4850211",49,40
"4850301",2,2
"4850302",333,298
"4850303",204,442
"4850304",44,46
"4850305",99,70
"4850306",95,307
"4850307",90,38
"4850308",106,133
"4850309",1780,238
"4850310",689,94
"4850311",144,413
"4850312",1,1
"4850313",0,5
"4850314",5,1
"4850315",56,20
"4850316",12,7
"4850317",40,11
"4850318",171,48
"4850319",21,5
"4850401",1049,303
"4850402",296,102
"4850403",814,313
"4850404",1290,346
"4850405",514,332
"4850406",1094,406
"4850407",455,290
"4850408",7,1
"4850409",11,2
"4850410",122,28
"4850411",249,132
"4850412",356,41
"4850413",392,78
"4850414",246,42
"4870001A",441,97
"4870001B",47,6
"4870009",381,117
"4870019",480,263
"4870020",322,129
"4870021",934,139
"4890001",143,371
"4890002A",4,14
"4890002B",189,409
"4890003",149,206
"4890004",184,373
"4890005",88,193
"4890006",76,123
"4890007",150,281
"4890008",92,196
"4890009",113,208
"4890010",163,32
"4890011",107,122
"4890012",17,22
"4910119",1080,1104
"4910122",926,927
"4910135",547,1207
"4910138",1325,1254
"4910140",625,677
"4910145",526,1011
"4910146",903,2153
"4910147",627,1479
"4910149",483,816
"4910150",484,855
"4910151",522,1111
"4910152",436,1032
"4910160",1198,1504
"4910162",527,1142
"4910172",774,721
"4910182",1593,1152
"4910185",372,717
"4910186",652,1097
"4910189",727,1189
"4910190",1719,1557
"4910197",782,1010
"4910198",1195,1472
"4910201",1612,2039
"4910202",660,473
"4910204",1476,1605
"4910206",1507,475
"4910207",2248,723
"4910216",780,800
"4910218",767,1177
"4910253",1532,1113
"4910254",1115,1014
"4910259",1411,1191
"4910263",1413,1230
"4910264",1581,1179
"4910266",1176,1412
"4910267",1733,1026
"4910273",814,1044
"4910274",1024,2261
"4910275",543,1120
"4910277A",1429,1280
"4910277B",41,37
"4910278",1748,1880
"4910283",1392,1461
"4910287",1542,1470
"4910305",1614,571
"4910309",668,231
"4910310",721,248
"4910311",839,333
"4910312",1665,763
"4910314",848,1060
"4910330",1223,1246
"4910331",1353,1036
"4910332",1532,1092
"4910333A",1244,1117
"4910333B",8,7
"4910337",1494,1470
"4910339",681,959
"4910341",853,424
"4910342",189,315
"4910343",1715,1061
"4910344",1978,796
"4910345",1306,480
"4910368",1038,1141
"4910369",1589,1295
"4910370",1703,1085
"4910371",1090,526
"4910379",2304,905
"4910381",1828,901
"4910392",2524,1113
"4910393",1342,524
"4910394",2285,1057
"4910395",1669,586
"4910396",2226,1061
"4910402",1369,1716
"4910403",693,763
"4910413",231,118
"4910415",742,311
"4910420",1877,1940
"4910423",826,1153
"4910424",1561,1049
"4910425",229,122
"4910426",664,533
"4910427",857,624
"4910428",1019,673
"4910429",291,509
"4910434",1458,402
"4910436",362,122
"4910455",470,908
"4910456",359,461
"4910463",1071,1961
"4910480",1163,1882
"4910484",1595,1841
"4910488",959,856
"4910489",1424,1580
