CNTYVTD,AbbottR_18G_Governor,ValdezD_18G_Governor,TippettsL_18G_Governor
"3550079",97,263,7
"3550080",122,385,5
"3550081",1743,490,34
"3550082",72,94,3
"3550083",97,240,4
"3550084",150,145,8
"3550085",22,137,1
"3550086",218,159,8
"3550087",299,308,4
"3550088",661,500,16
"3550089",124,115,3
"3550090",173,150,12
"3550091",787,797,32
"3550092A",577,428,20
"3550092B",27,20,0
"3550093",324,638,14
"3550094",497,393,11
"3550095",107,195,4
"3550096",123,194,5
"3550097",126,247,1
"3550098",167,459,8
"3550099",50,110,5
"3550100",252,192,7
"3550101",878,509,13
"3550102",463,251,9
"3550103",738,337,16
"3550104",81,197,2
"3550105",100,273,1
"3550106",606,512,7
"3550107",1904,513,31
"3550108",96,143,0
"3550109",150,103,3
"3550110",403,199,5
"3550111",307,137,2
"3550112",684,501,17
"3550113",34,118,1
"3550114",71,90,2
"3550115",559,386,10
"3550116",1083,903,22
"3550117",1097,329,29
"3550118",533,614,11
"3550119",1047,578,25
"3550120",583,428,14
"3550121",367,349,11
"3550122",1181,438,18
"3550123",665,288,14
"3550124",930,615,23
"3550125",1576,1002,38
"3550126",1052,467,21
"3550127",699,223,12
"3570001",294,42,6
"3570002",436,52,3
"3570003",862,58,13
"3570004",575,60,4
"3590101",108,16,0
"3590103",100,4,0
"3590202",87,9,1
"3590203",107,11,0
"3590303",152,14,1
"3590403",85,5,3
"3590404",103,3,0
"3610001",117,18,0
"3610002",201,287,7
"3610003",99,390,5
"3610004",10,149,0
"3610005",420,326,4
"3610006",780,133,8
"3610007",630,204,13
"3610008",1031,178,6
"3610009",863,129,8
"3610010",297,65,4
"3610011",188,59,3
"3610012",433,121,4
"3610013",406,188,7
"3610014",582,229,5
"3610015",753,153,6
"3610016",1167,108,8
"3610017",795,80,8
"3610018",858,101,6
"3610019",672,96,8
"3610020",563,70,7
"3610021",110,19,1
"3610022",565,53,7
"3610023",1228,125,8
"3610024",670,78,2
"3610025",704,118,6
"3610026",937,138,11
"3610027",927,110,10
"3610028",1495,157,9
"3610029",475,48,6
"3610030",451,50,6
"3610031",1097,134,12
"3610032",916,79,8
"3610033",627,81,7
"3610034",657,74,4
"3630001",314,56,6
"3630002",11,0,0
"3630003",480,65,2
"3630004",210,23,2
"3630005",196,50,4
"3630006",467,106,10
"3630007",266,30,2
"3630008",867,86,5
"3630009",230,25,1
"3630011",146,20,0
"3630012",204,32,6
"3630013",325,72,3
"3630014",78,20,0
"3630015",401,50,3
"3630016",227,18,1
"3630017",189,72,1
"3630018",82,12,1
"3630020",109,7,1
"3630021",367,83,2
"3630022",507,66,6
"3630023",525,144,3
"3630024",70,10,0
"3630025",59,7,2
"3630026",32,12,1
"3630027",706,173,11
"3630028",267,91,7
"3630029",298,125,9
"3630030",178,74,1
"3650001",836,187,13
"3650002",964,202,10
"3650003",586,149,3
"3650005",260,25,1
"3650007",303,74,5
"3650008",106,16,1
"3650009",335,46,2
"3650010",145,47,3
"3650012",250,7,3
"3650013",138,45,0
"3650014",240,17,1
"3650018",1023,166,5
"3650019",177,12,2
"3650020",178,2,0
"3650022",106,76,3
"3650026",75,27,1
"3650027",321,223,0
"3650028",947,165,8
"3650029",192,8,0
"3670100",2045,399,39
"3670105",1019,151,14
"3670110",662,160,12
"3670111",546,118,10
"3670115",979,192,18
"3670120",909,143,17
"3670125",1250,149,13
"3670130",1419,228,12
"3670135",735,120,11
"3670140",552,78,8
"3670200",609,168,15
"3670205",684,232,19
"3670210",942,114,11
"3670215",1768,226,21
"3670220",373,41,10
"3670225",629,96,9
"3670230",710,133,6
"3670235",569,68,5
"3670240",672,109,4
"3670245",736,102,7
"3670250",753,122,18
"3670255",836,193,10
"3670300",760,249,12
"3670305",1081,255,25
"3670310",599,213,11
"3670315",1842,370,45
"3670320",948,125,21
"3670325",943,135,8
"3670330",630,119,9
"3670335",1972,183,15
"3670340",513,51,9
"3670345",998,155,13
"3670350",1389,176,20
"3670400",1699,325,24
"3670405A",1646,249,28
"3670405B",142,21,3
"3670410",1028,217,19
"3670415",1249,293,28
"3670420",1152,155,21
"3670425",734,111,9
"3670430",1314,290,39
"3670435",1392,283,31
"3670440",2157,343,31
"3670445",1059,158,12
"3670450",1337,281,23
"3690101",518,108,5
"3690201",165,105,2
"3690202",121,7,0
"3690203",44,0,0
"3690301",431,62,3
"3690302",129,4,1
"3690303",31,4,0
"3690401",157,11,1
"3690402",84,51,2
"3710001",622,296,16
"3710002",496,323,6
"3710003",136,12,0
"3710004",326,57,1
"3710005",46,4,0
"3710006",29,19,1
"3710007",367,289,5
"3710009",104,24,2
"3710010",173,143,6
"3730001",173,14,1
"3730002",221,26,2
"3730003",630,146,11
"3730004",609,122,7
"3730005",1066,230,25
"3730006",1977,297,34
"3730007",257,85,4
"3730008",327,120,3
"3730009",291,64,1
"3730010",682,274,12
"3730011",143,42,1
"3730012",68,59,3
"3730013",202,15,1
"3730014",331,42,6
"3730015",445,53,7
"3730016",1759,260,32
"3730017",521,76,4
"3730018",104,159,3
"3730019",1408,591,24
"3730020",1412,591,31
"3730021",504,112,8
"3750121",996,209,14
"3750122",832,264,26
"3750123",1287,536,51
"3750124",1043,254,27
"3750125",1256,559,33
"3750126",742,351,21
"3750221",266,224,8
"3750222",276,170,7
"3750223",280,320,4
"3750224",603,381,14
"3750225",276,253,7
"3750321",1360,113,26
"3750322",104,11,2
"3750323",1907,279,21
"3750324",2186,455,30
"3750325",1015,300,24
"3750326",1104,181,14
"3750327",466,83,17
"3750421",161,264,5
"3750422",472,673,21
"3750424",199,310,8
"3750425",251,302,5
"3750426",125,86,1
"3750427",92,96,3
"3770001",85,109,3
"3770002",51,121,0
"3770003",3,15,1
"3770004",40,229,3
"3770005",30,128,3
"3770006",11,4,0
"3770007",245,543,20
"3790101",632,59,3
"3790102",328,63,3
"3790203",756,82,3
"3790204",313,38,0
"3790305",461,65,6
"3790306",428,130,2
"3790407",489,65,5
"3790408",403,64,9
"3810110",2463,320,25
"3810111",1440,554,33
"3810112",1034,395,37
"3810114",1100,349,26
"3810123",639,222,20
"3810208",2832,561,39
"3810220",919,192,14
"3810222",2208,388,43
"3810227",2653,447,42
"3810228",2528,511,41
"3810230",1627,280,22
"3810305",1276,237,30
"3810306",1837,399,51
"3810307",1856,305,41
"3810309",1679,187,21
"3810324",2673,480,43
"3810325",2077,230,19
"3810415",1893,428,23
"3810418",2260,520,53
"3810421",1329,341,36
"3810426",1497,189,22
"3810429",1766,530,36
"3830001",73,31,2
"3830002",254,37,6
"3830003A",183,27,3
"3830003B",22,0,0
"3830004",165,32,1
"3850001",373,67,4
"3850002",421,48,2
"3850003",195,52,1
"3850004",139,20,0
"3850006",169,23,5
"3850007",44,3,0
"3870001",44,4,0
"3870002",255,113,2
"3870003",308,251,2
"3870004",311,164,5
"3870005",491,61,5
"3870007",127,23,1
"3870009",171,7,0
"3870010",117,6,0
"3870011",71,8,0
"3870013",291,46,3
"3870014",106,12,1
"3870017",133,13,1
"3870018",84,6,0
"3870019",211,25,1
"3870020",49,35,0
"3870021",67,23,1
"3870024",89,24,0
"3870027",218,14,0
"3870028",102,37,1
"3870029",80,24,0
"3870030",67,3,1
"3870031",84,5,2
"3890001",39,63,1
"3890002",134,146,4
"3890003",168,160,3
"3890004",25,8,0
"3890005",93,95,1
"3890006",27,25,0
"3890007",199,123,4
"3890008",57,59,1
"3890010",136,157,3
"3890011",91,155,3
"3890012",235,132,4
"3910001",102,86,1
"3910002",422,86,2
"3910003",305,75,2
"3910004",55,121,1
"391001A",120,123,3
"391002A",114,13,3
"391002B",114,45,1
"391003A",282,67,0
"391004A",135,92,5
"391004B",77,43,1
"3930001",116,1,2
"3930002",116,4,1
"3930003",84,7,1
"39304-1",65,2,1
"39304-2",67,2,0
"3950001",406,309,8
"3950002",490,253,11
"3950003",327,37,1
"3950004",285,24,1
"3950005",679,185,2
"3950006",724,143,7
"3950007",26,17,2
"3950008",165,16,0
"3950011",496,127,9
"3950013",123,11,1
"3950016",85,11,1
"3950018",49,4,0
"3950019",319,32,2
"3950022",106,434,5
"3950023",165,150,2
"3970001",2443,814,70
"3970002",2002,598,59
"3970003",146,131,0
"3970004",1247,269,23
"397001A",1436,652,49
"397001B",2849,752,60
"397001C",1679,402,31
"397002A",1920,757,57
"397002B",788,362,26
"397002C",2813,591,53
"397003A",353,378,13
"397003B",1034,646,27
"397003C",1563,260,22
"397003D",3277,741,43
"397004A",3110,1369,58
"397004B",559,241,12
"397004C",1337,430,19
"3990001",585,90,5
"3990002",50,10,0
"3990003",568,70,7
"3990004A",133,21,4
"3990004B",7,0,0
"3990005",92,7,1
"3990006",76,7,0
"3990007",378,59,5
"3990008",371,27,3
"3990009",384,41,3
"3990010",241,13,0
"4010111",437,75,2
"4010112",794,148,6
"4010113",1213,279,23
"4010114",667,130,9
"4010201",396,81,0
"4010212",436,76,4
"4010213",853,162,6
"4010214",1172,324,11
"4010215",834,278,7
"4010302",308,241,3
"4010303",390,306,10
"4010314A",485,53,3
"4010314B",44,3,0
"4010315",412,35,7
"4010316",249,16,1
"4010317",181,115,2
"4010318",488,117,4
"4010319",119,79,4
"4010404",830,139,13
"4010405",584,134,10
"4010416",409,78,4
"4010417",588,148,9
"4010418",973,216,9
"4030001",940,91,7
"4030002",762,77,7
"4030003",156,69,4
"4030004",139,6,1
"4030005",490,40,1
"4030006",799,108,3
"4030007",45,49,0
"4030008",146,18,0
"4050001",446,201,6
"4050002",112,82,2
"4050003",96,34,0
"4050004",152,59,1
"4050005",170,22,0
"4050006",152,22,2
"4050007",166,31,0
"4050008",339,24,5
"4050009",456,49,0
"4050010",198,12,3
"4050011",9,148,1
"4070001",1217,266,12
"4070002",1341,288,12
"4070003",577,107,6
"4070004",407,23,1
"4070005",889,107,9
"4070006",1019,177,7
"4070007",944,260,12
"4070008",468,115,9
"4070010",293,42,5
"4070013",304,58,3
"4070014",263,86,8
"4090101",121,94,6
"4090102",629,483,11
"4090103",172,23,0
"4090104",435,201,7
"4090105",222,411,5
"4090106",443,190,10
"4090107",93,41,0
"4090108",1533,433,29
"4090109",985,307,19
"4090110",490,283,4
"4090111",22,3,0
"4090112",93,314,1
"4090113",151,264,2
"4090114",669,187,8
"4090115",1346,370,17
"4090116",1774,410,29
"4090117",171,52,3
"4090118",380,482,6
"4090119",482,159,9
"4090120",300,81,5
"4090121",651,248,17
"4090122",286,99,3
"4090123",32,20,0
"4090124",675,680,9
"4090125",18,7,1
"4110001",471,60,3
"411002A",327,30,3
"411002B",154,10,2
"411003A",240,42,2
"411003B",169,28,0
"411004A",412,36,2
"411004B",62,5,1
"4130001",222,65,4
"4130002",195,45,5
"4130003",57,34,1
"4130004",284,43,2
"4150005",56,8,0
"4150006",138,16,1
"4150007",972,136,12
"4150008",373,40,4
"4150009",252,20,5
"4150010",651,62,5
"4150011",73,5,1
"4150012",510,113,5
"4150013",232,37,2
"4150014",74,6,0
"4150015",419,134,6
"4170101",284,27,2
"4170202",338,14,3
"4170303",137,8,1
"4170307",160,10,0
"4170404",23,0,0
"4170405",107,10,2
"4170406A",139,18,0
"4170406B",2,0,0
"4190002",393,37,2
"4190003",167,11,0
"4190004",341,51,0
"4190005",938,72,4
"4190006",270,46,2
"4190007",310,109,3
"4190008",390,164,3
"419001N",595,113,2
"419001S",723,162,4
"419001W",209,30,2
"419009N",487,99,5
"419009S",429,65,4
"41901SE",287,329,9
"41901SW",593,78,4
"4210101",38,4,1
"4210102",101,18,3
"4210201",68,18,5
"4210202",59,1,6
"4210301",64,9,3
"4210302",106,7,10
"4210401",265,17,14
"4230001",61,93,0
"4230002",60,229,1
"4230003",1097,348,23
"4230004",384,322,8
"4230005",2103,303,29
"4230006",375,89,5
"4230007",818,231,9
"4230008",606,168,4
"4230009",46,93,0
"4230010",730,751,15
"4230011",126,616,7
"4230012",289,745,8
"4230013",39,652,7
"4230014",571,309,12
"4230015",2666,311,26
"4230016",78,488,7
"4230017",483,49,0
"4230018",44,566,8
"4230019",2339,376,27
"4230020",121,148,4
"4230021",741,199,14
"4230022",143,105,1
"4230023",939,357,19
"4230025",998,272,26
"4230026",1234,233,12
"4230027",649,297,17
"4230028",1800,315,27
"4230029",825,204,15
"4230030",2195,355,25
"4230031",1920,303,23
"4230032",1205,307,20
"4230034",188,470,9
"4230035",542,732,24
"4230036",278,954,11
"4230037",975,182,6
"4230038",869,371,19
"4230039",126,130,2
"4230040",2637,405,32
"4230041",1837,292,33
"4230042",2018,362,29
"4230043",419,170,11
"4230044",1233,694,25
"4230045",717,74,5
"4230046",416,160,2
"4230047",142,62,0
"4230048",126,82,3
"4230049",40,74,1
"4230050",1186,305,23
"4230052",1050,171,7
"4230054",1384,479,22
"4230055",1742,798,28
"4230056",1555,473,22
"4230058",1546,387,24
"4230059",1648,418,39
"4230060",95,142,2
"4230061",644,455,19
"4230063",7,28,1
"4230064",48,37,0
"4230065",36,35,0
"4230066",177,145,1
"4230070",191,96,8
"4230071",2048,421,31
"4230072",75,40,0
"4230073",167,135,4
"4230074",173,24,5
"4230075",1717,215,14
"4230076",73,172,1
"4230077",122,89,6
"4230078",77,18,1
"4230079",1638,395,28
"4230080",10,2,0
"4230081",43,83,1
"4230082",8,12,0
"4250001",633,95,10
"4250002",933,151,7
"4250003",781,143,16
"4250004",795,110,9
"4270001",365,570,6
"4270002",403,823,9
"4270003",194,404,5
"4270004",145,114,2
"4270005",24,25,0
"4270006",789,2116,41
"4270007",103,278,1
"4270008",238,648,9
"4270009",300,715,6
"4270010",649,1248,16
"4291-11",501,63,4
"4292-11",632,75,2
"4292-19A",41,1,0
"4292-19B",95,7,1
"4292-19C",0,0,0
"4293-11",228,37,6
"4293-19",237,18,1
"4294-11",272,45,7
"4294-19",453,36,2
"4295-11",190,9,1
"4310001A",96,6,0
"4310001B",28,4,0
"4310002A",65,9,1
"4310002B",6,0,0
"4310002C",10,1,1
"4310002D",3,1,0
"4310003",134,9,1
"4310004",103,9,1
"4330001",133,15,3
"4330002",134,28,2
"4330003",130,15,5
"4330004",106,38,1
"4350101",152,76,2
"4350201",272,32,4
"4350301",364,74,3
"4350401",151,66,3
"4370001",218,51,3
"4370002",377,99,6
"4370003",345,60,5
"4370004",90,47,2
"4370006",123,38,2
"4370007",207,29,5
"4370009",18,7,0
"4370011",113,37,3
"4391001",523,531,17
"4391004",714,571,37
"4391005",27,325,3
"4391008",5,108,1
"4391009",511,284,21
"4391010",27,117,1
"4391011",40,314,3
"4391012",500,729,20
"4391013",166,958,18
"4391014",121,156,6
"4391015",237,378,21
"4391019",68,230,4
"4391021",1239,525,36
"4391022",429,305,24
"4391023",1387,1154,52
"4391024",1116,581,24
"4391025",313,606,12
"4391034",1466,370,19
"4391056",27,102,4
"4391059",22,188,2
"4391061",8,47,0
"4391062",9,11,1
"4391064",0,0,0
"4391066",126,244,9
"4391071",418,724,22
"4391074",28,257,4
"4391075",62,285,4
"4391076",326,406,24
"4391078",18,336,5
"4391079",27,426,2
"4391080",28,461,6
"4391081",287,145,4
"4391082",110,176,4
"4391083",68,309,2
"4391084",0,0,0
"4391085",128,207,8
"4391088",93,428,3
"4391089",35,541,4
"4391090",42,497,4
"4391094",305,554,27
"4391095",391,201,11
"4391098",57,592,6
"4391099",101,233,3
"4391103",640,258,9
"4391104",150,1106,18
"4391105",627,455,24
"4391106",40,852,14
"4391108",610,494,36
"4391109",132,332,12
"4391111",1338,314,24
"4391117",678,520,30
"4391119",998,1566,47
"4391120",90,1145,12
"4391126",331,668,19
"4391127",53,674,6
"4391132",33,606,5
"4391133",488,561,39
"4391142",405,371,18
"4391146",502,858,18
"4391149",236,837,15
"4391150",249,555,12
"4391151",278,363,15
"4391153",81,777,9
"4391154",39,166,2
"4391165",57,86,3
"4391167",457,436,27
"4391170",547,935,29
"4391175",375,455,13
"4391184",192,260,9
"4391186",324,87,2
"4391188",12,262,2
"4391189",723,724,27
"4391197",1299,1217,56
"4391198",64,120,3
"4391199",182,98,5
"4391206",1084,461,36
"4391207",630,713,21
"4391208",2095,844,62
"4391211",74,835,11
"4391227",700,1544,49
"4391236",151,207,9
"4391237",113,249,0
"4391238",596,945,19
"4391241",39,78,2
"4391244",72,30,0
"4391251",357,1372,23
"4391255",596,1115,25
"4391257",304,518,9
"4391264",618,456,21
"4391265",535,688,16
"4391270",151,159,7
"4391271",1193,393,25
"4391273",356,663,17
"4391277A",458,407,26
"4391277B",0,0,0
"4391278",199,839,21
"4391279",353,852,19
"4391291",63,948,9
"4391292",192,585,20
"4391293",104,528,5
"4391294",1473,853,33
"4391295",136,285,4
"4391296",903,626,28
"4391297",78,1145,11
"4391298",691,686,36
"4391300",416,823,23
"4391301",156,833,14
"4391311",261,778,15
"4391337",1058,422,24
"4391339",998,640,41
"4391345",100,91,3
"4391346",25,392,3
"4391347",1310,1498,45
"4391348",413,105,9
"4391351",0,0,0
"4391352",281,104,3
"4391366",0,0,0
"4391376",1,6,1
"4391377",1218,1119,45
"4391378",483,1355,24
"4391380",403,451,22
"4391382",296,847,16
"4391388",490,907,29
"4391394",0,0,0
"4391404",7,11,0
"4391407",12,28,0
"4391408",30,63,1
"4391412",0,0,0
"4391414",5,21,0
"4391415",133,455,7
"4391416",42,48,3
"4391418",0,0,0
"4391420",0,0,0
"4391423",1498,499,22
"4391424",11,6,0
"4391427",1,2,0
"4391430",1,3,0
"4391431",838,287,11
"4391434",3,0,0
"4391436",209,279,11
"4391437",256,212,8
"4391439",6,44,4
"4391440",218,750,13
"4391441",85,297,11
"4391444",9,25,1
"4391445",20,32,3
"4391455",0,0,0
"4391457",2,1,0
"4391459",266,711,16
"4391460",280,917,19
"4391463",197,562,21
"4391472",71,45,7
"4391473",16,29,1
"4391476",15,30,0
"4391477",63,364,4
"4391479",19,67,1
"4391481",29,144,4
"4391482",40,252,2
"4391489",279,703,23
"4391490",95,189,7
"4391491",1,0,0
"4391501",121,159,7
"4391504",944,207,15
"4391514",0,0,0
"4391515",10,7,0
"4391518",94,295,6
"4391543",0,0,0
"4391544",0,2,0
"4391547",0,0,0
"4391549",0,0,0
"4391550",2,18,0
"4391555",1,0,0
"4391559",33,82,4
"4391564",0,0,0
"4391576",5,74,0
"4391577",68,402,6
"4391578",193,525,18
"4391586",0,1,0
"4391589",51,61,3
"4391594",0,0,0
"4391597",40,208,1
"4391603",346,856,21
"4391605",0,0,0
"4391607",0,0,0
"4391608",268,317,15
"4391610",0,0,0
"4391611",4,4,0
"4391617",5,9,0
"4391619",2,9,0
"4391621",20,36,1
"4391622",15,14,0
"4391623",0,0,0
"4391625",0,0,0
"4391627",124,45,3
"4391628",0,0,0
"4391631",56,82,5
"4391633",8,10,0
"4391639",463,1597,32
"4391641",1051,1437,45
"4391642",325,878,12
"4391651",0,0,0
"4391652",2,77,1
"4391672",0,0,0
"4391674",0,0,0
"4391676",50,101,4
"4391677",8,10,0
"4391678",1,4,0
"4391679",0,0,0
"4391684",144,140,6
"4391701",309,319,18
"4391704",766,396,26
"4392002",0,3,0
"4392003",364,245,18
"4392007",949,455,27
"4392026",728,477,38
"4392027",229,355,13
"4392028",560,258,16
"4392029",1738,876,51
"4392030",443,1228,31
"4392031",858,1804,44
"4392033",603,472,20
"4392052",540,789,45
"4392055",757,504,32
"4392058",0,0,0
"4392100",153,126,11
"4392112",926,355,20
"4392134",142,205,3
"4392143",183,215,9
"4392145",258,546,20
"4392147",437,314,28
"4392148",291,693,18
"4392158",833,614,24
"4392161",313,590,23
"4392168",573,654,41
"4392169",149,361,15
"4392171",1059,630,40
"4392173",489,197,16
"4392174",892,657,24
"4392180",172,573,6
"4392181",1009,677,35
"4392190",83,92,2
"4392205",967,570,41
"4392210",124,214,7
"4392217",618,855,41
"4392219",924,636,19
"4392220",1097,618,28
"4392221",1417,1350,49
"4392223",941,294,15
"4392224",366,643,15
"4392225",128,507,10
"4392226",336,594,13
"4392228",1060,523,32
"4392229",707,555,43
"4392235",538,767,27
"4392246",525,276,20
"4392258",259,100,1
"4392262",429,131,17
"4392263",335,553,16
"4392266",1211,654,37
"4392267",335,659,19
"4392268",292,358,17
"4392269",110,124,2
"4392274",2,0,0
"4392275",209,289,11
"4392280",623,426,25
"4392281",485,349,14
"4392299",272,594,16
"4392302",163,565,18
"4392303",882,525,35
"4392304",979,490,25
"4392305",631,440,26
"4392306",886,389,28
"4392307",1595,1033,49
"4392308",973,635,29
"4392309",262,399,9
"4392310",674,449,22
"4392313",940,497,30
"4392314",1368,676,47
"4392315",337,595,16
"4392316",483,506,19
"4392317",516,300,20
"4392318",720,369,25
"4392319",996,488,25
"4392320",314,581,20
"4392341",58,143,0
"4392349",380,608,17
"4392353",258,389,8
"4392354",443,718,25
"4392355",550,343,16
"4392356",972,816,28
"4392357",1240,651,31
"4392358",968,497,22
"4392360",1433,540,32
"4392379",612,1370,21
"4392381",74,187,4
"4392383",470,746,19
"4392393",76,131,4
"4392401",104,60,4
"4392402",6,2,0
"4392403",2,8,0
"4392405",737,1499,31
"4392411",44,142,0
"4392413",98,260,9
"4392419",0,0,0
"4392425",802,867,32
"4392426",929,457,29
"4392428",74,175,0
"4392435",838,695,27
"4392438",445,912,23
"4392442",634,583,29
"4392448",545,960,38
"4392449",438,751,30
"4392450",448,830,24
"4392451",11,56,2
"4392453",437,759,22
"4392461",239,721,21
"4392462",290,596,17
"4392464",182,116,5
"4392466",228,437,9
"4392467",465,765,25
"4392468",883,597,27
"4392474",163,56,1
"4392484",681,1293,29
"4392488",496,840,20
"4392505",656,294,26
"4392506",1626,1046,63
"4392513",0,0,0
"4392519",217,407,10
"4392520",638,512,27
"4392521",441,308,21
"4392522",1455,887,42
"4392523",304,556,19
"4392524",1278,301,19
"4392525",514,1097,27
"4392535",829,373,20
"4392536",536,553,34
"4392537",196,475,9
"4392541",426,832,21
"4392546",6,29,1
"4392548",754,245,14
"4392553",285,481,23
"4392556",771,427,15
"4392557",217,446,13
"4392561",0,0,0
"4392569",3,20,2
"4392571",0,0,0
"4392581",534,747,33
"4392600",0,0,0
"4392601",0,0,0
"4392606",2,6,0
"4392609",0,0,0
"4392612",0,0,0
"4392613",197,620,20
"4392614",85,109,1
"4392616",8,25,1
"4392618",10,23,1
"4392635",751,1364,45
"4392636",865,501,29
"4392643",1165,1592,53
"4392644",569,1096,31
"4392645",915,374,19
"4392655",191,350,11
"4392656",10,32,0
"4392657",4,9,1
"4392658",63,162,2
"4392659",3,4,0
"4392660",81,52,2
"4392670",27,44,1
"4392673",0,0,0
"4392675",0,0,0
"4392680",0,0,0
"4392681",0,0,0
"4392697",698,795,20
"4392699",814,1184,40
"4393032",552,279,20
"4393035",1746,754,64
"4393036",550,525,24
"4393037",1241,549,35
"4393038",1087,775,46
"4393039",1928,758,45
"4393040",1292,535,37
"4393041",683,483,13
"4393043",1414,432,39
"4393049",1541,474,29
"4393054",1459,699,46
"4393063",1773,709,51
"4393072",1321,399,35
"4393114",1132,526,44
"4393131",674,312,20
"4393139",419,278,20
"4393140",739,309,27
"4393152",17,4,0
"4393156",843,261,23
"4393157",664,538,38
"4393160",603,530,22
"4393164",672,364,25
"4393166",607,598,33
"4393172",868,568,33
"4393176",1218,709,35
"4393177",1193,402,24
"4393183",1143,943,47
"4393185",2,0,0
"4393187",567,326,24
"4393192",398,88,6
"4393193",1702,497,29
"4393194",693,388,24
"4393196",1043,416,29
"4393200",924,540,28
"4393209",2123,561,37
"4393212",591,508,25
"4393213",615,373,23
"4393214",984,569,30
"4393215",1097,386,32
"4393216",1163,904,44
"4393240",906,510,27
"4393247",455,442,23
"4393248",1931,722,53
"4393249",1120,876,53
"4393254",736,534,20
"4393260",716,280,21
"4393282",698,332,18
"4393283",774,326,24
"4393286",467,106,11
"4393287",903,491,34
"4393289",962,476,34
"4393321",1784,1028,84
"4393322",989,462,19
"4393323",1899,583,50
"4393324",896,417,18
"4393325",433,187,18
"4393326",290,169,9
"4393327",685,366,23
"4393329",654,733,32
"4393330",610,198,19
"4393331",2284,658,28
"4393332",894,640,35
"4393333",1862,949,58
"4393334",741,540,20
"4393335",962,461,32
"4393336",782,947,36
"4393359",1038,422,18
"4393361",1232,626,52
"4393363A",692,253,8
"4393363B",491,178,9
"4393364",284,221,14
"4393365",2124,658,34
"4393367",762,358,24
"4393368",401,147,9
"4393372",1262,657,36
"4393384",599,424,27
"4393385",1472,577,54
"4393386",2190,733,49
"4393387",1081,337,29
"4393389",1098,1104,56
"4393390",2071,690,52
"4393391",698,779,34
"4393392",1165,362,24
"4393396",1365,782,41
"4393398",586,296,19
"4393406",0,0,0
"4393409",9,2,0
"4393417",830,410,24
"4393421",757,238,19
"4393422",2278,631,47
"4393433",316,109,9
"4393443",914,502,32
"4393446",0,0,0
"4393447",0,0,0
"4393465",1145,733,33
"4393469",509,306,23
"4393470",63,21,2
"4393471",954,281,28
"4393486",1873,972,69
"4393500",216,51,2
"4393502",874,205,17
"4393507",860,498,30
"4393509",746,421,26
"4393510",1643,487,30
"4393511",714,782,42
"4393516",1027,398,19
"4393517",694,572,19
"4393526",665,236,16
"4393527",1058,447,20
"4393529",1155,457,22
"4393530",1228,592,39
"4393538",1713,712,48
"4393539",7,1,0
"4393542",982,523,35
"4393545",1262,447,30
"4393552A",863,638,24
"4393552B",242,179,7
"4393554",1522,492,30
"4393558",1814,581,29
"4393560",0,0,0
"4393562",82,19,3
"4393566",1,1,0
"4393567",1574,405,31
"4393570",996,611,29
"4393574",125,131,3
"4393575",0,0,0
"4393579",464,131,9
"4393580",0,0,0
"4393582",28,1,0
"4393583",0,0,0
"4393584",0,0,0
"4393585",0,0,0
"4393590",0,0,0
"4393624",132,73,4
"4393626",376,114,8
"4393637",651,509,33
"4393646",1104,653,48
"4393647",1157,702,24
"4393648",1317,727,48
"4393653",1,0,0
"4393654",0,0,0
"4393661",0,0,0
"4393662",5,1,0
"4393663",2,2,0
"4393664",0,0,0
"4393665",11,0,0
"4393667",57,16,4
"4393668",205,51,5
"4393669",2,1,0
"4393671",316,120,9
"4393695",1516,751,37
"4393696",1352,737,27
"4393698",1342,907,39
"4393700",622,339,21
"4394006",102,317,17
"4394016",521,492,30
"4394017",192,827,10
"4394018",376,165,9
"4394020",456,290,12
"4394042",313,221,9
"4394044A",1627,535,38
"4394044B",29,10,1
"4394045",1217,382,18
"4394046",1709,443,33
"4394047",1326,291,20
"4394048",55,242,2
"4394050",76,406,1
"4394051",1,3,0
"4394053",413,233,11
"4394057",267,169,1
"4394060",330,813,53
"4394065",1688,376,29
"4394067",112,493,6
"4394068",99,417,4
"4394069",1789,894,54
"4394070",760,640,33
"4394073",138,94,2
"4394077",92,108,4
"4394086",1252,476,24
"4394087",35,194,4
"4394091",855,408,21
"4394092",64,320,2
"4394093",150,581,7
"4394096",226,473,14
"4394097",128,404,10
"4394101",234,302,4
"4394102",244,244,4
"4394107",70,329,9
"4394110",101,373,6
"4394113",127,55,2
"4394115",383,75,2
"4394116",837,606,33
"4394118",367,382,15
"4394121",781,499,26
"4394122",124,492,4
"4394123",112,458,4
"4394124",387,364,24
"4394125",135,122,5
"4394128",885,472,19
"4394129",524,257,14
"4394130",1218,543,33
"4394135",379,302,12
"4394136",545,584,29
"4394137",595,346,22
"4394138",180,165,8
"4394141",804,545,21
"4394144",577,277,15
"4394155",297,785,20
"4394159",443,309,16
"4394162",110,134,3
"4394163",507,338,24
"4394178",1177,671,27
"4394179",304,328,9
"4394182",1293,756,34
"4394191",442,213,8
"4394195",98,462,6
"4394201",75,397,7
"4394202",380,386,10
"4394203",402,506,12
"4394204",1009,665,30
"4394218",326,263,7
"4394222",265,265,8
"4394230",1395,876,47
"4394231",106,528,7
"4394232",1045,1040,41
"4394233",126,477,9
"4394234",1309,643,52
"4394239",52,22,0
"4394242",267,87,6
